
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.63
001: 1 0.73
002: 1 0.73
003: 1 0.75
004: 1 0.73
005: 1 0.72
006: 1 0.72
007: 1 0.72
008: 1 0.73
009: 1 0.74
010: 1 0.73
011: 1 0.73
012: 1 0.42
013: 1 0.43
014: 1 0.43
015: 1 0.42
016: 1 0.43
017: 1 0.43
018: 1 0.43
019: 1 0.44
020: 1 0.43
021: 1 0.43
022: 1 0.43
023: 1 0.43
1                       0.62
000: 2 1.66
001: 2 0.75
002: 2 0.76
003: 2 0.75
004: 2 0.75
005: 2 0.75
006: 2 0.75
007: 2 0.74
008: 2 0.76
009: 2 0.74
010: 2 0.73
011: 2 0.75
012: 2 0.47
013: 2 0.47
014: 2 0.48
015: 2 0.46
016: 2 0.47
017: 2 0.48
018: 2 0.47
019: 2 0.47
020: 2 0.47
021: 2 0.47
022: 2 0.47
023: 2 0.47
2                       0.65
000: 4 1.61
001: 4 0.69
002: 4 0.71
003: 4 0.70
004: 4 0.71
005: 4 0.71
006: 4 0.70
007: 4 0.69
008: 4 0.70
009: 4 0.71
010: 4 0.69
011: 4 0.70
012: 4 0.42
013: 4 0.42
014: 4 0.42
015: 4 0.42
016: 4 0.42
017: 4 0.42
018: 4 0.42
019: 4 0.42
020: 4 0.43
021: 4 0.41
022: 4 0.42
023: 4 0.42
4                       0.60
000: 8 1.64
001: 8 0.75
002: 8 0.76
003: 8 0.76
004: 8 0.74
005: 8 0.73
006: 8 0.75
007: 8 0.75
008: 8 0.74
009: 8 0.76
010: 8 0.74
011: 8 0.75
012: 8 0.46
013: 8 0.46
014: 8 0.46
015: 8 0.46
016: 8 0.46
017: 8 0.46
018: 8 0.46
019: 8 0.46
020: 8 0.45
021: 8 0.46
022: 8 0.46
023: 8 0.46
8                       0.64
000: 16 1.62
001: 16 0.71
002: 16 0.73
003: 16 0.72
004: 16 0.73
005: 16 0.72
006: 16 0.71
007: 16 0.72
008: 16 0.72
009: 16 0.72
010: 16 0.72
011: 16 0.73
012: 16 0.45
013: 16 0.45
014: 16 0.44
015: 16 0.45
016: 16 0.44
017: 16 0.44
018: 16 0.45
019: 16 0.45
020: 16 0.45
021: 16 0.45
022: 16 0.44
023: 16 0.45
16                      0.62
000: 32 1.63
001: 32 0.71
002: 32 0.69
003: 32 0.71
004: 32 0.72
005: 32 0.72
006: 32 0.70
007: 32 0.68
008: 32 0.71
009: 32 0.71
010: 32 0.69
011: 32 0.71
012: 32 0.42
013: 32 0.42
014: 32 0.44
015: 32 0.42
016: 32 0.42
017: 32 0.41
018: 32 0.44
019: 32 0.42
020: 32 0.44
021: 32 0.42
022: 32 0.43
023: 32 0.43
32                      0.60
000: 64 1.66
001: 64 0.76
002: 64 0.75
003: 64 0.74
004: 64 0.76
005: 64 0.76
006: 64 0.76
007: 64 0.74
008: 64 0.74
009: 64 0.73
010: 64 0.76
011: 64 0.76
012: 64 0.45
013: 64 0.44
014: 64 0.44
015: 64 0.46
016: 64 0.45
017: 64 0.45
018: 64 0.46
019: 64 0.44
020: 64 0.45
021: 64 0.45
022: 64 0.46
023: 64 0.45
64                      0.64
000: 128 1.69
001: 128 0.76
002: 128 0.76
003: 128 0.77
004: 128 0.76
005: 128 0.76
006: 128 0.77
007: 128 0.77
008: 128 0.78
009: 128 0.75
010: 128 0.76
011: 128 0.77
012: 128 0.50
013: 128 0.49
014: 128 0.49
015: 128 0.48
016: 128 0.48
017: 128 0.49
018: 128 0.49
019: 128 0.49
020: 128 0.50
021: 128 0.49
022: 128 0.50
023: 128 0.49
128                     0.67
000: 256 1.73
