
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.58
001: 1 0.17
002: 1 0.17
003: 1 0.17
004: 1 0.17
005: 1 0.17
006: 1 0.17
007: 1 0.17
008: 1 0.17
009: 1 0.17
1                       0.21
000: 2 0.58
001: 2 0.17
002: 2 0.17
003: 2 0.17
004: 2 0.17
005: 2 0.17
006: 2 0.17
007: 2 0.17
008: 2 0.17
009: 2 0.17
2                       0.21
000: 4 0.56
001: 4 0.17
002: 4 0.16
003: 4 0.16
004: 4 0.16
005: 4 0.17
006: 4 0.16
007: 4 0.16
008: 4 0.16
009: 4 0.17
4                       0.20
000: 8 0.57
001: 8 0.19
002: 8 0.18
003: 8 0.18
004: 8 0.18
005: 8 0.18
006: 8 0.18
007: 8 0.19
008: 8 0.17
009: 8 0.19
8                       0.22
000: 16 0.57
001: 16 0.17
002: 16 0.17
003: 16 0.16
004: 16 0.17
005: 16 0.17
006: 16 0.16
007: 16 0.17
008: 16 0.16
009: 16 0.17
16                      0.21
000: 32 0.57
001: 32 0.18
002: 32 0.18
003: 32 0.18
004: 32 0.18
005: 32 0.18
006: 32 0.17
007: 32 0.18
008: 32 0.17
009: 32 0.18
32                      0.22
000: 64 0.59
001: 64 0.18
002: 64 0.17
003: 64 0.17
004: 64 0.17
005: 64 0.17
006: 64 0.17
007: 64 0.17
008: 64 0.17
009: 64 0.18
64                      0.22
000: 128 0.59
001: 128 0.20
002: 128 0.20
003: 128 0.20
004: 128 0.20
005: 128 0.20
006: 128 0.20
007: 128 0.20
008: 128 0.19
009: 128 0.20
128                     0.24
000: 256 0.63
001: 256 0.23
002: 256 0.23
003: 256 0.23
004: 256 0.23
005: 256 0.23
006: 256 0.23
007: 256 0.23
008: 256 0.23
009: 256 0.23
256                     0.27
000: 512 0.74
001: 512 0.27
002: 512 0.27
003: 512 0.28
004: 512 0.27
005: 512 0.26
006: 512 0.27
007: 512 0.27
008: 512 0.27
009: 512 0.27
512                     0.32
000: 1024 0.83
001: 1024 0.35
002: 1024 0.35
003: 1024 0.36
004: 1024 0.35
005: 1024 0.35
006: 1024 0.35
007: 1024 0.35
008: 1024 0.35
009: 1024 0.36
1024                    0.40
000: 2048 0.91
001: 2048 0.46
002: 2048 0.46
003: 2048 0.47
004: 2048 0.46
005: 2048 0.45
006: 2048 0.47
007: 2048 0.45
008: 2048 0.46
009: 2048 0.45
2048                    0.51
000: 4096 1.11
001: 4096 0.64
002: 4096 0.62
003: 4096 0.63
004: 4096 0.63
005: 4096 0.63
006: 4096 0.62
007: 4096 0.62
008: 4096 0.62
009: 4096 0.64
4096                    0.68
000: 8192 1.52
001: 8192 1.04
002: 8192 1.04
003: 8192 1.05
004: 8192 1.05
005: 8192 1.04
006: 8192 1.04
007: 8192 1.04
008: 8192 1.05
009: 8192 1.05
8192                    1.09
000: 16384 2.50
001: 16384 1.99
002: 16384 1.98
003: 16384 1.98
004: 16384 1.99
005: 16384 1.96
006: 16384 1.98
007: 16384 1.97
008: 16384 1.98
009: 16384 1.98
16384                   2.03
000: 32768 3.82
001: 32768 3.35
002: 32768 3.33
003: 32768 3.35
004: 32768 3.35
005: 32768 3.33
006: 32768 3.33
007: 32768 3.31
008: 32768 3.34
009: 32768 3.33
32768                   3.38
000: 65536 6.45
001: 65536 5.98
002: 65536 6.00
003: 65536 6.01
004: 65536 6.00
005: 65536 5.97
006: 65536 6.00
007: 65536 6.00
008: 65536 6.00
009: 65536 5.99
65536                   6.04
000: 131072 11.87
001: 131072 11.43
002: 131072 11.42
003: 131072 11.44
004: 131072 11.44
005: 131072 11.42
006: 131072 11.44
007: 131072 11.43
008: 131072 11.42
009: 131072 11.42
131072                 11.47
000: 262144 22.80
001: 262144 22.37
002: 262144 22.35
003: 262144 22.37
004: 262144 22.38
005: 262144 22.35
006: 262144 22.37
007: 262144 22.37
008: 262144 22.37
009: 262144 22.38
262144                 22.41
000: 524288 45.39
001: 524288 44.83
002: 524288 44.85
003: 524288 44.83
004: 524288 44.84
005: 524288 44.82
006: 524288 44.84
007: 524288 44.84
008: 524288 44.83
009: 524288 44.83
524288                 44.89
000: 1048576 92.08
001: 1048576 91.57
002: 1048576 91.56
003: 1048576 91.58
004: 1048576 91.58
005: 1048576 91.57
006: 1048576 91.57
007: 1048576 91.57
008: 1048576 91.58
009: 1048576 91.56
1048576                91.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.63
001: 1 0.17
002: 1 0.18
003: 1 0.17
004: 1 0.17
005: 1 0.17
006: 1 0.17
007: 1 0.17
