
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.36
001: 1 0.54
002: 1 0.55
003: 1 0.54
004: 1 0.55
005: 1 0.55
006: 1 0.55
007: 1 0.54
008: 1 0.54
009: 1 0.55
010: 1 0.54
011: 1 0.56
012: 1 0.37
013: 1 0.38
014: 1 0.38
015: 1 0.38
1                       0.56
000: 2 1.43
001: 2 0.63
002: 2 0.64
003: 2 0.65
004: 2 0.64
005: 2 0.62
006: 2 0.64
007: 2 0.64
008: 2 0.64
009: 2 0.64
010: 2 0.62
011: 2 0.64
012: 2 0.42
013: 2 0.43
014: 2 0.42
015: 2 0.43
2                       0.63
000: 4 1.41
001: 4 0.61
002: 4 0.59
003: 4 0.61
004: 4 0.61
005: 4 0.59
006: 4 0.62
007: 4 0.61
008: 4 0.61
009: 4 0.61
010: 4 0.61
011: 4 0.59
012: 4 0.40
013: 4 0.39
014: 4 0.40
015: 4 0.41
4                       0.60
000: 8 1.43
001: 8 0.64
002: 8 0.67
003: 8 0.65
004: 8 0.66
005: 8 0.64
006: 8 0.67
007: 8 0.65
008: 8 0.65
009: 8 0.65
010: 8 0.66
011: 8 0.64
012: 8 0.44
013: 8 0.45
014: 8 0.45
015: 8 0.45
8                       0.65
000: 16 1.39
001: 16 0.62
002: 16 0.61
003: 16 0.60
004: 16 0.61
005: 16 0.60
006: 16 0.61
007: 16 0.60
008: 16 0.60
009: 16 0.60
010: 16 0.60
011: 16 0.60
012: 16 0.39
013: 16 0.39
014: 16 0.39
015: 16 0.40
16                      0.60
000: 32 1.40
001: 32 0.60
002: 32 0.60
003: 32 0.60
004: 32 0.62
005: 32 0.61
006: 32 0.61
007: 32 0.61
008: 32 0.61
009: 32 0.60
010: 32 0.59
011: 32 0.60
012: 32 0.40
013: 32 0.40
014: 32 0.40
015: 32 0.39
32                      0.60
000: 64 1.47
001: 64 0.69
002: 64 0.69
003: 64 0.67
004: 64 0.68
005: 64 0.68
006: 64 0.68
007: 64 0.68
008: 64 0.69
009: 64 0.67
010: 64 0.67
011: 64 0.68
012: 64 0.43
013: 64 0.44
014: 64 0.44
015: 64 0.44
64                      0.67
000: 128 1.45
