
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.47
001: 1 0.62
002: 1 0.64
003: 1 0.64
004: 1 0.63
005: 1 0.63
006: 1 0.65
007: 1 0.64
008: 1 0.63
009: 1 0.61
010: 1 0.63
011: 1 0.63
012: 1 0.40
013: 1 0.39
014: 1 0.38
015: 1 0.39
016: 1 0.40
1                       0.61
000: 2 1.52
001: 2 0.73
002: 2 0.73
003: 2 0.73
004: 2 0.74
005: 2 0.72
006: 2 0.73
007: 2 0.74
008: 2 0.73
009: 2 0.73
010: 2 0.72
011: 2 0.73
012: 2 0.45
013: 2 0.44
014: 2 0.45
015: 2 0.45
016: 2 0.45
2                       0.69
000: 4 1.45
001: 4 0.62
002: 4 0.62
003: 4 0.65
004: 4 0.62
005: 4 0.64
006: 4 0.65
007: 4 0.62
008: 4 0.63
009: 4 0.63
010: 4 0.65
011: 4 0.65
012: 4 0.39
013: 4 0.39
014: 4 0.39
015: 4 0.39
016: 4 0.39
4                       0.61
000: 8 1.51
001: 8 0.70
002: 8 0.69
003: 8 0.70
004: 8 0.69
005: 8 0.71
006: 8 0.68
007: 8 0.68
008: 8 0.71
009: 8 0.68
010: 8 0.67
011: 8 0.72
012: 8 0.44
013: 8 0.44
014: 8 0.44
015: 8 0.44
016: 8 0.44
8                       0.67
000: 16 1.49
001: 16 0.69
002: 16 0.70
003: 16 0.73
004: 16 0.72
005: 16 0.71
006: 16 0.71
007: 16 0.70
008: 16 0.71
009: 16 0.72
010: 16 0.71
011: 16 0.72
012: 16 0.42
013: 16 0.42
014: 16 0.43
015: 16 0.42
016: 16 0.43
16                      0.67
000: 32 1.44
001: 32 0.59
002: 32 0.58
003: 32 0.61
004: 32 0.57
005: 32 0.60
006: 32 0.58
007: 32 0.58
008: 32 0.61
009: 32 0.57
010: 32 0.57
011: 32 0.61
012: 32 0.38
013: 32 0.37
014: 32 0.38
015: 32 0.39
016: 32 0.38
32                      0.58
000: 64 1.47
001: 64 0.67
002: 64 0.68
003: 64 0.68
004: 64 0.67
005: 64 0.66
006: 64 0.68
007: 64 0.67
008: 64 0.67
009: 64 0.67
010: 64 0.67
011: 64 0.68
012: 64 0.40
013: 64 0.40
014: 64 0.40
015: 64 0.40
016: 64 0.40
64                      0.64
000: 128 1.48
001: 128 0.64
002: 128 0.63
003: 128 0.64
004: 128 0.61
005: 128 0.64
006: 128 0.63
007: 128 0.64
008: 128 0.63
009: 128 0.62
010: 128 0.63
011: 128 0.63
012: 128 0.41
013: 128 0.41
014: 128 0.40
015: 128 0.41
016: 128 0.41
128                     0.61
000: 256 1.46
001: 256 0.63
002: 256 0.64
003: 256 0.65
004: 256 0.63
005: 256 0.64
006: 256 0.64
007: 256 0.64
008: 256 0.63
009: 256 0.64
010: 256 0.63
011: 256 0.63
012: 256 0.42
013: 256 0.43
014: 256 0.42
015: 256 0.42
016: 256 0.42
256                     0.62
000: 512 1.85
001: 512 1.05
002: 512 1.04
003: 512 1.06
004: 512 1.07
005: 512 1.06
006: 512 1.06
007: 512 1.06
008: 512 1.06
009: 512 1.06
010: 512 1.07
011: 512 1.05
012: 512 0.74
013: 512 0.74
014: 512 0.74
015: 512 0.74
016: 512 0.75
512                     1.01
000: 1024 1.67
001: 1024 0.95
002: 1024 0.95
003: 1024 0.94
004: 1024 0.96
005: 1024 0.94
006: 1024 0.95
007: 1024 0.94
008: 1024 0.95
009: 1024 0.95
010: 1024 0.94
011: 1024 0.96
012: 1024 0.63
013: 1024 0.63
014: 1024 0.64
015: 1024 0.64
016: 1024 0.63
1024                    0.90
000: 2048 1.81
001: 2048 1.14
002: 2048 1.16
003: 2048 1.15
004: 2048 1.16
005: 2048 1.16
006: 2048 1.18
007: 2048 1.16
008: 2048 1.17
009: 2048 1.16
010: 2048 1.18
011: 2048 1.14
012: 2048 0.82
013: 2048 0.80
014: 2048 0.82
015: 2048 0.79
016: 2048 0.81
2048                    1.09
000: 4096 2.06
001: 4096 1.42
002: 4096 1.43
003: 4096 1.44
004: 4096 1.43
005: 4096 1.45
006: 4096 1.44
007: 4096 1.42
008: 4096 1.44
009: 4096 1.43
010: 4096 1.44
011: 4096 1.43
012: 4096 0.98
013: 4096 0.95
014: 4096 0.94
015: 4096 0.94
016: 4096 0.94
4096                    1.33
000: 8192 2.81
001: 8192 2.14
002: 8192 2.14
003: 8192 2.13
004: 8192 2.16
005: 8192 2.16
006: 8192 2.15
007: 8192 2.14
008: 8192 2.14
009: 8192 2.13
010: 8192 2.15
011: 8192 2.14
012: 8192 1.56
013: 8192 1.54
014: 8192 1.56
015: 8192 1.55
016: 8192 1.55
8192                    2.01
000: 16384 4.37
001: 16384 3.65
002: 16384 3.67
003: 16384 3.64
004: 16384 3.67
005: 16384 3.58
006: 16384 3.66
007: 16384 3.65
008: 16384 3.69
009: 16384 3.65
010: 16384 3.65
011: 16384 3.63
012: 16384 2.86
013: 16384 2.85
014: 16384 2.88
015: 16384 2.84
016: 16384 2.84
16384                   3.46
000: 32768 6.92
001: 32768 5.87
002: 32768 5.97
003: 32768 5.99
004: 32768 5.84
005: 32768 5.94
006: 32768 5.77
007: 32768 5.92
008: 32768 5.82
009: 32768 5.86
010: 32768 5.83
011: 32768 5.72
012: 32768 5.00
013: 32768 4.96
014: 32768 4.99
015: 32768 4.96
016: 32768 4.97
32768                   5.67
000: 65536 12.71
001: 65536 11.44
002: 65536 11.36
003: 65536 11.67
004: 65536 11.62
005: 65536 11.60
006: 65536 11.29
007: 65536 11.10
008: 65536 11.42
009: 65536 11.76
010: 65536 11.56
011: 65536 11.29
012: 65536 9.45
013: 65536 9.44
014: 65536 9.44
015: 65536 9.44
016: 65536 9.43
65536                  10.94
000: 131072 23.40
001: 131072 20.47
002: 131072 20.71
003: 131072 21.06
004: 131072 20.31
005: 131072 20.98
006: 131072 20.68
007: 131072 20.40
008: 131072 20.60
009: 131072 20.64
010: 131072 20.66
011: 131072 20.76
012: 131072 18.41
013: 131072 18.38
014: 131072 18.42
015: 131072 18.38
016: 131072 18.39
131072                 20.16
000: 262144 45.46
001: 262144 40.58
002: 262144 41.10
003: 262144 41.77
004: 262144 40.93
005: 262144 40.90
006: 262144 41.20
007: 262144 41.39
008: 262144 39.74
009: 262144 40.66
010: 262144 40.77
011: 262144 40.21
012: 262144 35.87
013: 262144 35.83
014: 262144 35.86
015: 262144 35.83
016: 262144 35.84
262144                 39.64
000: 524288 88.26
001: 524288 77.15
002: 524288 79.04
003: 524288 77.62
004: 524288 78.31
005: 524288 78.30
006: 524288 77.84
007: 524288 78.16
008: 524288 79.42
009: 524288 77.31
010: 524288 76.84
011: 524288 79.36
012: 524288 71.74
013: 524288 71.72
014: 524288 71.72
015: 524288 71.71
016: 524288 71.72
524288                 76.84
000: 1048576 169.18
001: 1048576 142.43
002: 1048576 139.48
003: 1048576 136.93
004: 1048576 138.83
005: 1048576 137.02
006: 1048576 140.91
007: 1048576 143.56
008: 1048576 137.71
009: 1048576 140.45
010: 1048576 142.61
011: 1048576 139.34
012: 1048576 144.94
013: 1048576 144.88
014: 1048576 144.90
015: 1048576 144.90
016: 1048576 144.89
1048576               143.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.50
001: 1 0.70
002: 1 0.69
003: 1 0.69
004: 1 0.70
005: 1 0.68
006: 1 0.69
007: 1 0.71
008: 1 0.70
009: 1 0.68
010: 1 0.71
011: 1 0.71
012: 1 0.41
013: 1 0.41
014: 1 0.40
015: 1 0.40
016: 1 0.40
1                       0.66
000: 2 1.57
001: 2 0.76
002: 2 0.75
003: 2 0.76
004: 2 0.75
005: 2 0.75
006: 2 0.75
007: 2 0.77
008: 2 0.76
009: 2 0.75
010: 2 0.76
011: 2 0.76
012: 2 0.45
013: 2 0.46
014: 2 0.46
015: 2 0.45
016: 2 0.46
2                       0.71
000: 4 1.49
001: 4 0.68
002: 4 0.66
003: 4 0.68
004: 4 0.67
005: 4 0.66
006: 4 0.65
007: 4 0.66
008: 4 0.66
009: 4 0.66
010: 4 0.68
011: 4 0.65
012: 4 0.38
013: 4 0.38
014: 4 0.38
015: 4 0.38
016: 4 0.38
4                       0.63
000: 8 1.50
001: 8 0.70
002: 8 0.68
003: 8 0.69
004: 8 0.69
005: 8 0.69
006: 8 0.70
007: 8 0.68
008: 8 0.68
009: 8 0.68
010: 8 0.68
011: 8 0.69
012: 8 0.40
013: 8 0.40
014: 8 0.40
015: 8 0.40
016: 8 0.40
8                       0.65
000: 16 1.52
001: 16 0.72
002: 16 0.71
003: 16 0.71
004: 16 0.70
005: 16 0.70
006: 16 0.70
007: 16 0.69
008: 16 0.71
009: 16 0.69
010: 16 0.70
011: 16 0.70
012: 16 0.42
013: 16 0.41
014: 16 0.41
015: 16 0.42
016: 16 0.42
16                      0.67
000: 32 1.51
001: 32 0.71
002: 32 0.68
003: 32 0.70
004: 32 0.70
005: 32 0.70
006: 32 0.69
007: 32 0.70
008: 32 0.70
009: 32 0.71
010: 32 0.70
011: 32 0.68
012: 32 0.40
013: 32 0.40
014: 32 0.40
015: 32 0.40
016: 32 0.40
32                      0.66
000: 64 1.54
001: 64 0.69
002: 64 0.69
003: 64 0.69
004: 64 0.68
005: 64 0.67
006: 64 0.68
007: 64 0.69
008: 64 0.68
009: 64 0.68
010: 64 0.68
011: 64 0.68
012: 64 0.39
013: 64 0.39
014: 64 0.39
015: 64 0.39
016: 64 0.39
64                      0.65
000: 128 1.52
001: 128 0.71
002: 128 0.70
003: 128 0.71
004: 128 0.68
005: 128 0.70
006: 128 0.69
007: 128 0.70
008: 128 0.69
009: 128 0.69
010: 128 0.71
011: 128 0.69
012: 128 0.40
013: 128 0.40
014: 128 0.39
015: 128 0.40
