
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.67
001: 1 0.15
002: 1 0.16
003: 1 0.16
004: 1 0.16
005: 1 0.16
006: 1 0.16
007: 1 0.15
008: 1 0.16
009: 1 0.16
010: 1 0.16
011: 1 0.16
1                       0.20
000: 2 0.64
001: 2 0.15
002: 2 0.14
003: 2 0.14
004: 2 0.14
005: 2 0.15
006: 2 0.13
007: 2 0.13
008: 2 0.15
009: 2 0.14
010: 2 0.14
011: 2 0.15
2                       0.18
000: 4 0.64
001: 4 0.15
002: 4 0.13
003: 4 0.14
004: 4 0.14
005: 4 0.15
006: 4 0.13
007: 4 0.14
008: 4 0.15
009: 4 0.14
010: 4 0.13
011: 4 0.15
4                       0.18
000: 8 0.63
001: 8 0.15
002: 8 0.13
003: 8 0.14
004: 8 0.14
005: 8 0.15
006: 8 0.13
007: 8 0.13
008: 8 0.15
009: 8 0.13
010: 8 0.13
011: 8 0.15
8                       0.18
000: 16 0.62
001: 16 0.14
002: 16 0.13
003: 16 0.13
004: 16 0.13
005: 16 0.15
006: 16 0.13
007: 16 0.13
008: 16 0.15
009: 16 0.13
010: 16 0.13
011: 16 0.15
16                      0.18
000: 32 0.65
001: 32 0.16
002: 32 0.14
003: 32 0.15
004: 32 0.14
005: 32 0.15
006: 32 0.13
007: 32 0.13
008: 32 0.17
009: 32 0.15
010: 32 0.14
011: 32 0.16
32                      0.19
000: 64 0.63
001: 64 0.16
002: 64 0.14
003: 64 0.14
004: 64 0.14
005: 64 0.15
006: 64 0.14
007: 64 0.14
008: 64 0.16
009: 64 0.15
010: 64 0.15
011: 64 0.16
64                      0.19
000: 128 0.64
001: 128 0.18
002: 128 0.16
003: 128 0.16
004: 128 0.16
005: 128 0.18
006: 128 0.16
007: 128 0.16
008: 128 0.18
009: 128 0.16
010: 128 0.16
011: 128 0.18
128                     0.21
000: 256 0.67
001: 256 0.20
002: 256 0.19
003: 256 0.19
004: 256 0.19
005: 256 0.20
006: 256 0.19
007: 256 0.19
008: 256 0.20
009: 256 0.19
010: 256 0.18
011: 256 0.20
256                     0.23
000: 512 0.74
001: 512 0.27
002: 512 0.27
003: 512 0.27
004: 512 0.27
005: 512 0.27
006: 512 0.28
007: 512 0.27
008: 512 0.28
009: 512 0.27
010: 512 0.27
011: 512 0.27
512                     0.31
000: 1024 0.88
001: 1024 0.37
002: 1024 0.37
003: 1024 0.38
004: 1024 0.37
005: 1024 0.37
006: 1024 0.37
007: 1024 0.37
008: 1024 0.38
009: 1024 0.38
010: 1024 0.37
011: 1024 0.38
1024                    0.42
000: 2048 1.03
001: 2048 0.51
002: 2048 0.53
003: 2048 0.54
004: 2048 0.54
005: 2048 0.51
006: 2048 0.54
007: 2048 0.52
008: 2048 0.52
009: 2048 0.54
010: 2048 0.50
011: 2048 0.53
2048                    0.57
000: 4096 1.18
001: 4096 0.67
002: 4096 0.68
003: 4096 0.66
004: 4096 0.64
005: 4096 0.66
006: 4096 0.67
007: 4096 0.65
008: 4096 0.68
009: 4096 0.67
010: 4096 0.68
011: 4096 0.66
4096                    0.71
000: 8192 1.60
001: 8192 1.10
002: 8192 1.09
003: 8192 1.10
004: 8192 1.12
005: 8192 1.09
006: 8192 1.09
007: 8192 1.09
008: 8192 1.09
009: 8192 1.09
010: 8192 1.09
011: 8192 1.09
8192                    1.14
000: 16384 2.45
001: 16384 1.90
002: 16384 1.93
003: 16384 1.94
004: 16384 1.92
005: 16384 1.94
006: 16384 1.93
007: 16384 1.93
008: 16384 1.90
009: 16384 1.94
010: 16384 1.95
011: 16384 1.93
16384                   1.97
000: 32768 4.19
001: 32768 3.67
002: 32768 3.68
003: 32768 3.71
004: 32768 3.68
005: 32768 3.64
006: 32768 3.68
007: 32768 3.66
008: 32768 3.64
009: 32768 3.70
010: 32768 3.69
011: 32768 3.67
32768                   3.72
000: 65536 7.41
001: 65536 6.86
002: 65536 6.87
003: 65536 6.88
004: 65536 6.87
005: 65536 6.85
006: 65536 6.86
007: 65536 6.88
008: 65536 6.84
009: 65536 6.89
010: 65536 6.88
011: 65536 6.88
65536                   6.91
000: 131072 13.61
001: 131072 13.09
002: 131072 13.06
003: 131072 13.06
004: 131072 13.06
005: 131072 13.06
006: 131072 13.06
007: 131072 13.07
008: 131072 13.05
009: 131072 13.06
010: 131072 13.07
011: 131072 13.06
131072                 13.11
000: 262144 26.40
001: 262144 25.83
002: 262144 25.84
003: 262144 25.84
004: 262144 25.86
005: 262144 25.83
006: 262144 25.86
007: 262144 25.84
008: 262144 25.86
009: 262144 25.85
010: 262144 25.82
011: 262144 25.86
262144                 25.89
000: 524288 52.12
001: 524288 51.60
002: 524288 51.59
003: 524288 51.60
004: 524288 51.59
005: 524288 51.58
006: 524288 51.58
007: 524288 51.60
008: 524288 51.57
009: 524288 51.59
010: 524288 51.58
011: 524288 51.60
524288                 51.63
000: 1048576 106.61
001: 1048576 106.08
002: 1048576 106.07
003: 1048576 106.06
004: 1048576 106.06
005: 1048576 106.02
006: 1048576 106.04
007: 1048576 106.08
008: 1048576 106.04
009: 1048576 106.06
010: 1048576 106.05
011: 1048576 106.03
1048576               106.10

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.69
001: 1 0.17
002: 1 0.18
003: 1 0.18
004: 1 0.17
005: 1 0.17
006: 1 0.16
007: 1 0.18
008: 1 0.17
009: 1 0.18
010: 1 0.17
011: 1 0.17
1                       0.22
000: 2 0.60
001: 2 0.14
002: 2 0.16
003: 2 0.17
004: 2 0.16
005: 2 0.15
006: 2 0.16
007: 2 0.15
008: 2 0.15
009: 2 0.16
010: 2 0.15
011: 2 0.16
2                       0.19
000: 4 0.59
001: 4 0.15
002: 4 0.16
003: 4 0.16
004: 4 0.16
005: 4 0.14
006: 4 0.14
007: 4 0.14
008: 4 0.14
009: 4 0.15
010: 4 0.14
011: 4 0.15
4                       0.18
000: 8 0.57
001: 8 0.13
002: 8 0.15
003: 8 0.16
004: 8 0.16
005: 8 0.13
006: 8 0.13
007: 8 0.13
008: 8 0.13
009: 8 0.14
010: 8 0.13
011: 8 0.14
8                       0.18
000: 16 0.57
001: 16 0.13
002: 16 0.15
003: 16 0.15
004: 16 0.16
005: 16 0.13
006: 16 0.13
007: 16 0.13
008: 16 0.13
009: 16 0.14
010: 16 0.13
011: 16 0.14
16                      0.18
000: 32 0.58
001: 32 0.15
002: 32 0.16
003: 32 0.16
004: 32 0.16
005: 32 0.13
006: 32 0.14
007: 32 0.13
008: 32 0.13
009: 32 0.14
010: 32 0.14
011: 32 0.14
32                      0.18
000: 64 0.59
001: 64 0.13
002: 64 0.16
003: 64 0.16
004: 64 0.16
005: 64 0.13
006: 64 0.14
007: 64 0.14
008: 64 0.14
009: 64 0.14
010: 64 0.14
011: 64 0.15
64                      0.18
000: 128 0.60
001: 128 0.16
002: 128 0.18
003: 128 0.18
004: 128 0.18
005: 128 0.16
006: 128 0.16
007: 128 0.16
008: 128 0.16
009: 128 0.16
010: 128 0.16
011: 128 0.16
128                     0.20
000: 256 0.65
001: 256 0.21
002: 256 0.22
003: 256 0.21
004: 256 0.22
005: 256 0.21
006: 256 0.21
007: 256 0.21
008: 256 0.22
009: 256 0.21
010: 256 0.21
011: 256 0.21
256                     0.25
000: 512 0.68
001: 512 0.24
002: 512 0.25
003: 512 0.25
004: 512 0.25
005: 512 0.24
006: 512 0.25
007: 512 0.24
008: 512 0.25
009: 512 0.24
010: 512 0.24
011: 512 0.25
512                     0.28
000: 1024 0.85
001: 1024 0.34
002: 1024 0.35
003: 1024 0.35
004: 1024 0.35
005: 1024 0.34
006: 1024 0.35
007: 1024 0.34
008: 1024 0.35
009: 1024 0.35
010: 1024 0.34
011: 1024 0.35
1024                    0.39
000: 2048 1.01
001: 2048 0.49
002: 2048 0.49
003: 2048 0.49
004: 2048 0.49
005: 2048 0.49
006: 2048 0.50
007: 2048 0.48
008: 2048 0.49
009: 2048 0.50
010: 2048 0.50
011: 2048 0.50
2048                    0.54
000: 4096 1.19
001: 4096 0.66
002: 4096 0.65
003: 4096 0.68
004: 4096 0.68
005: 4096 0.66
006: 4096 0.64
007: 4096 0.67
008: 4096 0.65
009: 4096 0.64
010: 4096 0.66
011: 4096 0.65
4096                    0.70
000: 8192 1.59
001: 8192 1.08
002: 8192 1.08
003: 8192 1.08
004: 8192 1.09
005: 8192 1.08
006: 8192 1.08
007: 8192 1.09
008: 8192 1.07
009: 8192 1.08
010: 8192 1.08
011: 8192 1.09
8192                    1.12
000: 16384 2.41
001: 16384 1.92
002: 16384 1.91
003: 16384 1.90
004: 16384 1.90
005: 16384 1.93
006: 16384 1.93
007: 16384 1.94
008: 16384 1.92
009: 16384 1.92
010: 16384 1.92
011: 16384 1.90
16384                   1.96
000: 32768 4.12
001: 32768 3.64
002: 32768 3.64
003: 32768 3.63
004: 32768 3.64
005: 32768 3.65
006: 32768 3.66
007: 32768 3.64
008: 32768 3.65
009: 32768 3.60
010: 32768 3.67
011: 32768 3.65
32768                   3.68
000: 65536 7.46
001: 65536 6.88
002: 65536 6.89
003: 65536 6.89
004: 65536 6.87
005: 65536 6.93
006: 65536 6.88
007: 65536 6.89
008: 65536 6.89
009: 65536 6.88
010: 65536 6.90
011: 65536 6.89
65536                   6.94
000: 131072 13.63
001: 131072 13.03
002: 131072 13.02
003: 131072 13.03
004: 131072 13.01
005: 131072 13.01
006: 131072 13.02
007: 131072 13.02
008: 131072 13.01
009: 131072 13.02
010: 131072 13.04
011: 131072 13.05
131072                 13.07
000: 262144 26.13
001: 262144 25.63
002: 262144 25.62
003: 262144 25.62
004: 262144 25.64
005: 262144 25.62
006: 262144 25.62
007: 262144 25.64
008: 262144 25.64
009: 262144 25.62
010: 262144 25.62
011: 262144 25.61
262144                 25.67
000: 524288 52.51
001: 524288 52.02
002: 524288 51.98
003: 524288 52.04
004: 524288 52.02
005: 524288 52.01
006: 524288 52.00
007: 524288 52.03
008: 524288 52.00
009: 524288 52.01
010: 524288 52.01
011: 524288 52.01
524288                 52.05
000: 1048576 107.35
001: 1048576 106.76
002: 1048576 106.76
003: 1048576 106.78
004: 1048576 106.79
005: 1048576 106.82
006: 1048576 106.76
007: 1048576 106.80
008: 1048576 106.79
009: 1048576 106.79
010: 1048576 106.82
011: 1048576 106.79
1048576               106.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 0.63
001: 1 0.17
002: 1 0.18
003: 1 0.17
004: 1 0.18
005: 1 0.16
006: 1 0.17
007: 1 0.17
008: 1 0.16
009: 1 0.18
010: 1 0.17
011: 1 0.16
1                       0.21
000: 2 0.62
001: 2 0.15
002: 2 0.15
003: 2 0.15
004: 2 0.17
005: 2 0.16
006: 2 0.16
007: 2 0.15
008: 2 0.15
009: 2 0.15
010: 2 0.15
011: 2 0.15
2                       0.19
000: 4 0.59
001: 4 0.14
002: 4 0.14
003: 4 0.14
004: 4 0.15
005: 4 0.15
006: 4 0.15
007: 4 0.14
008: 4 0.14
009: 4 0.14
010: 4 0.14
011: 4 0.14
4                       0.18
000: 8 0.61
001: 8 0.13
002: 8 0.15
003: 8 0.14
004: 8 0.17
005: 8 0.15
006: 8 0.15
007: 8 0.14
008: 8 0.14
009: 8 0.14
010: 8 0.14
011: 8 0.14
8                       0.18
000: 16 0.59
001: 16 0.14
002: 16 0.15
003: 16 0.14
004: 16 0.16
005: 16 0.15
006: 16 0.15
007: 16 0.14
008: 16 0.14
009: 16 0.14
010: 16 0.14
011: 16 0.14
16                      0.18
000: 32 0.59
001: 32 0.14
002: 32 0.16
003: 32 0.15
004: 32 0.16
005: 32 0.16
006: 32 0.16
007: 32 0.14
008: 32 0.14
009: 32 0.15
010: 32 0.14
011: 32 0.14
32                      0.19
000: 64 0.61
001: 64 0.14
002: 64 0.16
003: 64 0.14
004: 64 0.16
005: 64 0.16
006: 64 0.16
007: 64 0.14
008: 64 0.14
009: 64 0.14
010: 64 0.14
011: 64 0.14
64                      0.19
000: 128 0.60
001: 128 0.16
002: 128 0.18
003: 128 0.16
004: 128 0.18
005: 128 0.18
006: 128 0.18
007: 128 0.16
008: 128 0.16
009: 128 0.16
010: 128 0.16
011: 128 0.16
128                     0.20
000: 256 0.68
001: 256 0.18
002: 256 0.20
003: 256 0.19
004: 256 0.20
005: 256 0.20
006: 256 0.20
007: 256 0.19
008: 256 0.19
009: 256 0.19
010: 256 0.18
011: 256 0.19
256                     0.23
000: 512 0.76
001: 512 0.27
002: 512 0.27
003: 512 0.27
004: 512 0.27
005: 512 0.27
006: 512 0.27
007: 512 0.28
008: 512 0.28
009: 512 0.27
010: 512 0.28
011: 512 0.26
512                     0.31
000: 1024 0.94
001: 1024 0.39
002: 1024 0.39
003: 1024 0.38
004: 1024 0.38
005: 1024 0.38
006: 1024 0.38
007: 1024 0.38
008: 1024 0.38
009: 1024 0.38
010: 1024 0.38
011: 1024 0.38
1024                    0.43
000: 2048 1.05
001: 2048 0.53
002: 2048 0.53
003: 2048 0.54
004: 2048 0.53
005: 2048 0.52
006: 2048 0.52
007: 2048 0.53
008: 2048 0.54
009: 2048 0.54
010: 2048 0.53
011: 2048 0.53
2048                    0.57
000: 4096 1.18
001: 4096 0.65
002: 4096 0.68
003: 4096 0.69
004: 4096 0.67
005: 4096 0.68
006: 4096 0.68
007: 4096 0.64
008: 4096 0.67
009: 4096 0.68
010: 4096 0.66
011: 4096 0.65
4096                    0.71
000: 8192 1.59
001: 8192 1.10
002: 8192 1.10
003: 8192 1.09
004: 8192 1.10
005: 8192 1.11
006: 8192 1.10
007: 8192 1.11
008: 8192 1.10
009: 8192 1.11
010: 8192 1.10
011: 8192 1.10
8192                    1.14
000: 16384 2.50
001: 16384 1.95
002: 16384 1.95
003: 16384 1.96
004: 16384 1.95
005: 16384 1.93
006: 16384 1.91
007: 16384 1.97
008: 16384 1.94
009: 16384 1.98
010: 16384 1.95
011: 16384 1.95
16384                   2.00
000: 32768 4.13
001: 32768 3.66
002: 32768 3.67
003: 32768 3.69
004: 32768 3.67
005: 32768 3.68
006: 32768 3.67
007: 32768 3.65
008: 32768 3.66
009: 32768 3.70
010: 32768 3.67
011: 32768 3.71
32768                   3.71
000: 65536 7.26
001: 65536 6.78
002: 65536 6.79
003: 65536 6.79
004: 65536 6.78
005: 65536 6.77
006: 65536 6.75
007: 65536 6.80
008: 65536 6.79
009: 65536 6.77
010: 65536 6.79
011: 65536 6.79
65536                   6.82
000: 131072 13.61
001: 131072 13.04
002: 131072 13.05
003: 131072 13.06
004: 131072 13.01
005: 131072 13.05
