
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.37
001: 1 0.58
002: 1 0.61
003: 1 0.59
004: 1 0.58
005: 1 0.59
006: 1 0.61
007: 1 0.59
008: 1 0.59
009: 1 0.58
010: 1 0.61
011: 1 0.59
012: 1 0.36
013: 1 0.37
1                       0.61
000: 2 1.37
001: 2 0.59
002: 2 0.61
003: 2 0.61
004: 2 0.61
005: 2 0.63
006: 2 0.61
007: 2 0.61
008: 2 0.61
009: 2 0.61
010: 2 0.64
011: 2 0.62
012: 2 0.39
013: 2 0.41
2                       0.64
000: 4 1.36
001: 4 0.55
002: 4 0.55
003: 4 0.56
004: 4 0.57
005: 4 0.57
006: 4 0.56
007: 4 0.55
008: 4 0.55
009: 4 0.55
010: 4 0.58
011: 4 0.56
012: 4 0.35
013: 4 0.36
4                       0.59
000: 8 1.32
001: 8 0.58
002: 8 0.57
003: 8 0.57
004: 8 0.57
005: 8 0.58
006: 8 0.57
007: 8 0.56
008: 8 0.57
009: 8 0.57
010: 8 0.59
011: 8 0.57
012: 8 0.35
013: 8 0.37
8                       0.59
000: 16 1.37
001: 16 0.62
002: 16 0.61
003: 16 0.61
004: 16 0.62
005: 16 0.63
006: 16 0.62
007: 16 0.62
008: 16 0.62
009: 16 0.61
010: 16 0.62
011: 16 0.61
012: 16 0.36
013: 16 0.37
16                      0.64
000: 32 1.34
001: 32 0.60
002: 32 0.60
003: 32 0.59
004: 32 0.60
005: 32 0.60
006: 32 0.59
007: 32 0.61
008: 32 0.59
009: 32 0.61
010: 32 0.59
011: 32 0.59
012: 32 0.35
013: 32 0.37
32                      0.62
000: 64 1.35
001: 64 0.59
002: 64 0.59
003: 64 0.59
004: 64 0.59
005: 64 0.59
006: 64 0.60
007: 64 0.59
008: 64 0.59
009: 64 0.59
010: 64 0.60
011: 64 0.59
012: 64 0.35
013: 64 0.36
64                      0.61
000: 128 1.36
001: 128 0.57
002: 128 0.60
003: 128 0.59
004: 128 0.60
005: 128 0.60
006: 128 0.60
007: 128 0.59
008: 128 0.59
009: 128 0.58
010: 128 0.60
011: 128 0.59
012: 128 0.38
013: 128 0.39
128                     0.62
000: 256 1.40
001: 256 0.60
002: 256 0.62
003: 256 0.63
004: 256 0.62
005: 256 0.62
006: 256 0.62
007: 256 0.61
008: 256 0.62
009: 256 0.61
010: 256 0.62
