
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
000: 1 1.56
001: 1 0.64
002: 1 0.64
003: 1 0.65
004: 1 0.65
005: 1 0.65
006: 1 0.65
007: 1 0.63
008: 1 0.65
009: 1 0.67
010: 1 0.66
011: 1 0.65
012: 1 0.38
013: 1 0.40
014: 1 0.39
015: 1 0.40
016: 1 0.39
017: 1 0.39
018: 1 0.40
019: 1 0.39
020: 1 0.39
021: 1 0.39
022: 1 0.38
1                       0.57
000: 2 1.61
001: 2 0.69
002: 2 0.69
003: 2 0.70
004: 2 0.71
005: 2 0.70
006: 2 0.70
007: 2 0.69
008: 2 0.69
009: 2 0.70
010: 2 0.70
011: 2 0.69
012: 2 0.41
013: 2 0.43
014: 2 0.43
015: 2 0.42
016: 2 0.42
017: 2 0.43
018: 2 0.43
019: 2 0.42
020: 2 0.42
021: 2 0.42
022: 2 0.42
2                       0.61
000: 4 1.55
001: 4 0.64
002: 4 0.62
003: 4 0.64
004: 4 0.63
005: 4 0.63
006: 4 0.63
007: 4 0.62
008: 4 0.63
009: 4 0.64
010: 4 0.64
011: 4 0.63
012: 4 0.37
013: 4 0.38
014: 4 0.37
015: 4 0.38
016: 4 0.38
017: 4 0.38
018: 4 0.38
019: 4 0.38
020: 4 0.37
021: 4 0.38
022: 4 0.37
4                       0.55
000: 8 1.58
001: 8 0.69
002: 8 0.68
003: 8 0.70
004: 8 0.69
005: 8 0.68
006: 8 0.70
007: 8 0.69
008: 8 0.70
009: 8 0.70
010: 8 0.69
011: 8 0.69
012: 8 0.42
013: 8 0.42
014: 8 0.43
015: 8 0.42
016: 8 0.42
017: 8 0.42
018: 8 0.43
019: 8 0.42
020: 8 0.43
021: 8 0.43
022: 8 0.43
8                       0.60
000: 16 1.57
001: 16 0.68
002: 16 0.69
003: 16 0.68
004: 16 0.69
005: 16 0.68
006: 16 0.69
007: 16 0.68
008: 16 0.70
009: 16 0.69
010: 16 0.68
011: 16 0.69
012: 16 0.42
013: 16 0.42
014: 16 0.42
015: 16 0.42
016: 16 0.42
017: 16 0.42
018: 16 0.43
019: 16 0.42
020: 16 0.42
021: 16 0.42
022: 16 0.42
16                      0.60
000: 32 1.58
001: 32 0.66
002: 32 0.70
003: 32 0.66
004: 32 0.70
005: 32 0.68
006: 32 0.66
007: 32 0.69
008: 32 0.66
009: 32 0.67
010: 32 0.66
011: 32 0.69
012: 32 0.39
013: 32 0.39
014: 32 0.39
015: 32 0.40
016: 32 0.39
017: 32 0.40
018: 32 0.39
019: 32 0.39
020: 32 0.40
021: 32 0.40
022: 32 0.39
32                      0.58
000: 64 1.55
001: 64 0.64
002: 64 0.64
003: 64 0.64
004: 64 0.66
005: 64 0.64
006: 64 0.64
007: 64 0.64
008: 64 0.65
009: 64 0.65
010: 64 0.63
011: 64 0.66
012: 64 0.38
013: 64 0.37
014: 64 0.37
015: 64 0.37
016: 64 0.37
017: 64 0.39
018: 64 0.38
019: 64 0.37
020: 64 0.38
021: 64 0.37
022: 64 0.38
64                      0.55
000: 128 1.59
001: 128 0.65
002: 128 0.66
003: 128 0.66
004: 128 0.64
005: 128 0.64
006: 128 0.64
007: 128 0.66
008: 128 0.65
009: 128 0.65
010: 128 0.65
011: 128 0.66
012: 128 0.42
013: 128 0.41
014: 128 0.40
015: 128 0.42
016: 128 0.41
017: 128 0.42
