
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.47
4                       0.41
8                       0.43
16                      0.42
32                      0.43
64                      0.43
128                     0.56
256                     0.74
512                     1.00
1024                    0.93
2048                    1.12
4096                    1.40
8192                    2.13
16384                   3.48
32768                   6.82
65536                  12.50
131072                 23.95
262144                 47.39
524288                 93.16
1048576               181.56

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.44
4                       0.34
8                       0.35
16                      0.35
32                      0.37
64                      0.39
128                     0.71
256                     0.75
512                     1.04
1024                    0.96
2048                    1.18
4096                    1.44
8192                    2.17
16384                   3.55
32768                   6.64
65536                  12.49
131072                 24.52
262144                 48.14
524288                 95.53
1048576               177.41

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.33
2                       0.45
4                       0.34
8                       0.39
16                      0.35
32                      0.42
64                      0.38
128                     0.53
256                     0.76
512                     1.01
1024                    0.92
2048                    1.15
4096                    1.47
8192                    2.08
16384                   3.50
32768                   6.51
65536                  12.28
131072                 24.57
262144                 47.06
524288                 91.90
1048576               183.28

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.42
4                       0.38
8                       0.37
16                      0.38
32                      0.45
64                      0.54
128                     0.54
256                     0.80
512                     0.97
1024                    0.97
2048                    1.10
4096                    1.47
8192                    2.16
16384                   3.55
32768                   6.80
65536                  12.76
131072                 24.45
262144                 48.37
524288                 95.54
1048576               181.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.48
4                       0.35
8                       0.38
16                      0.48
32                      0.63
64                      0.38
128                     0.54
256                     0.73
512                     0.99
1024                    0.99
2048                    1.39
4096                    1.50
8192                    2.09
16384                   3.58
32768                   6.54
65536                  12.56
131072                 24.30
262144                 44.99
524288                 93.79
1048576               190.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.38
8                       0.41
16                      0.41
32                      0.41
64                      0.39
128                     0.55
256                     0.69
512                     1.05
1024                    0.95
2048                    1.15
4096                    1.40
8192                    2.14
16384                   3.44
32768                   6.63
65536                  12.33
131072                 24.14
262144                 46.28
524288                 93.44
1048576               177.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.46
4                       0.36
8                       0.36
16                      0.39
32                      0.40
64                      0.40
128                     0.55
256                     0.69
512                     0.93
1024                    0.92
2048                    1.16
4096                    1.50
8192                    2.40
16384                   3.97
32768                   6.94
65536                  13.09
131072                 25.42
262144                 49.78
524288                 99.18
1048576               193.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.47
4                       0.39
8                       0.40
16                      0.49
32                      0.43
64                      0.46
128                     0.56
256                     0.83
512                     0.92
1024                    0.94
2048                    1.54
4096                    1.55
8192                    2.13
16384                   3.55
32768                   6.82
65536                  12.93
131072                 24.88
262144                 48.56
524288                 99.82
1048576               195.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.46
4                       0.39
8                       0.37
16                      0.35
32                      0.41
64                      0.42
128                     0.54
256                     0.72
512                     0.96
1024                    0.96
2048                    1.12
4096                    1.38
8192                    2.03
16384                   3.47
32768                   6.57
65536                  12.20
131072                 23.77
262144                 49.10
524288                 96.23
1048576               189.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.50
8                       0.42
16                      0.49
32                      0.42
64                      0.40
128                     0.49
256                     0.72
512                     0.97
1024                    0.97
2048                    1.17
4096                    1.46
8192                    2.13
16384                   3.70
32768                   6.59
65536                  12.49
131072                 23.85
262144                 47.41
524288                 92.00
1048576               185.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.50
4                       0.36
8                       0.44
16                      0.34
32                      0.36
64                      0.38
128                     0.55
256                     0.84
512                     1.05
1024                    0.98
2048                    1.18
4096                    1.51
8192                    2.33
16384                   3.77
32768                   7.28
65536                  13.22
131072                 25.27
262144                 49.42
524288                 98.14
1048576               190.14

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.46
4                       0.38
8                       0.38
16                      0.41
32                      0.45
64                      0.41
128                     0.61
256                     0.68
512                     0.99
1024                    0.99
2048                    1.16
4096                    1.45
8192                    2.13
16384                   3.69
32768                   6.50
65536                  12.53
131072                 24.16
262144                 46.03
524288                 92.01
1048576               179.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.44
4                       0.37
8                       0.38
16                      0.40
32                      0.43
64                      0.40
128                     0.55
256                     0.78
512                     0.98
1024                    0.96
2048                    1.27
4096                    1.47
8192                    2.21
16384                   3.45
32768                   6.77
65536                  12.56
131072                 24.67
262144                 47.98
524288                 95.99
1048576               187.52

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.38
8                       0.37
16                      0.48
32                      0.42
64                      0.42
128                     0.57
256                     0.69
512                     0.95
1024                    0.96
2048                    1.19
4096                    1.46
8192                    2.14
16384                   3.50
32768                   6.61
65536                  12.43
131072                 23.38
262144                 47.26
524288                 93.55
1048576               179.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.43
2                       0.43
4                       0.36
8                       0.38
16                      0.39
32                      0.38
64                      0.39
128                     0.57
256                     0.92
512                     0.97
1024                    0.97
2048                    1.13
4096                    1.39
8192                    2.14
16384                   3.48
32768                   6.56
65536                  12.04
131072                 23.19
262144                 46.63
524288                 89.93
1048576               181.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.44
4                       0.35
8                       0.36
16                      0.34
32                      0.39
64                      0.37
128                     0.56
256                     0.68
512                     0.91
1024                    0.92
2048                    1.10
4096                    1.45
8192                    2.12
16384                   3.53
32768                   6.71
65536                  12.40
131072                 24.52
