
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
262144                 48.10
524288                 94.79
1048576               182.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.45
4                       0.39
8                       0.40
16                      0.39
32                      0.38
64                      0.40
128                     0.51
256                     0.77
512                     1.01
1024                    0.94
2048                    1.20
4096                    1.53
8192                    2.29
16384                   3.90
32768                   7.02
65536                  13.30
131072                 25.53
262144                 49.92
524288                 98.39
1048576               191.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.50
4                       0.37
8                       0.45
16                      0.52
32                      0.46
64                      0.39
128                     0.58
256                     0.72
512                     0.96
1024                    0.86
2048                    1.24
4096                    1.34
8192                    2.11
16384                   3.57
32768                   6.72
65536                  11.98
131072                 23.30
262144                 46.09
524288                 93.31
1048576               183.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.53
4                       0.41
8                       0.41
16                      0.44
32                      0.46
64                      0.42
128                     0.58
256                     0.73
512                     1.06
1024                    0.95
2048                    1.21
4096                    1.52
8192                    2.37
16384                   3.75
32768                   7.08
65536                  13.15
131072                 25.47
262144                 49.57
524288                100.08
1048576               183.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.52
4                       0.42
8                       0.44
16                      0.41
32                      0.43
64                      0.44
128                     0.61
256                     0.81
512                     0.94
1024                    1.01
2048                    1.20
4096                    1.49
8192                    2.34
16384                   3.76
32768                   7.11
65536                  13.16
131072                 25.31
262144                 49.55
524288                 98.25
1048576               193.89

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.54
4                       0.45
8                       0.39
16                      0.40
32                      0.43
64                      0.43
128                     0.59
256                     0.87
512                     0.96
1024                    0.98
2048                    1.11
4096                    1.38
8192                    2.08
16384                   3.45
32768                   6.55
65536                  12.41
131072                 24.58
262144                 47.29
524288                 92.21
1048576               175.91

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.45
4                       0.35
8                       0.38
16                      0.36
32                      0.36
64                      0.42
128                     0.56
256                     0.84
512                     0.92
1024                    0.94
2048                    1.12
4096                    1.52
8192                    2.12
16384                   3.74
32768                   6.55
65536                  12.61
131072                 24.48
262144                 48.44
524288                 94.40
1048576               179.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.42
4                       0.33
8                       0.39
16                      0.33
32                      0.41
64                      0.36
128                     0.52
256                     0.97
512                     0.95
1024                    0.92
2048                    1.15
4096                    1.37
8192                    2.09
16384                   3.62
32768                   6.60
65536                  12.28
131072                 23.18
262144                 45.23
524288                 90.86
1048576               176.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.44
4                       0.38
8                       0.42
16                      0.38
32                      0.42
64                      0.45
128                     0.54
256                     0.86
512                     0.96
1024                    0.89
2048                    1.16
4096                    1.44
8192                    2.17
16384                   3.59
32768                   6.81
65536                  12.67
131072                 24.68
262144                 47.72
524288                 94.07
1048576               179.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.49
4                       0.39
8                       0.39
16                      0.38
32                      0.45
64                      0.51
128                     0.58
256                     0.77
512                     0.96
1024                    0.93
2048                    1.19
4096                    1.50
8192                    2.20
16384                   3.59
32768                   6.60
65536                  12.49
131072                 23.66
262144                 46.78
524288                 93.80
1048576               178.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.46
4                       0.39
8                       0.38
16                      0.39
32                      0.45
64                      0.45
128                     0.59
256                     0.97
512                     1.02
1024                    0.91
2048                    1.16
4096                    1.38
8192                    2.09
16384                   3.50
32768                   6.63
65536                  12.70
131072                 24.65
262144                 47.31
524288                 92.09
1048576               180.86

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.33
2                       0.49
4                       0.37
8                       0.40
16                      0.39
32                      0.42
64                      0.37
128                     0.48
256                     0.73
512                     1.01
1024                    0.92
2048                    1.11
4096                    1.34
8192                    2.03
16384                   3.34
32768                   6.36
65536                  12.15
131072                 23.87
262144                 47.45
524288                 92.42
1048576               180.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.50
4                       0.43
8                       0.45
16                      0.46
32                      0.42
64                      0.45
128                     0.60
256                     0.70
512                     0.93
1024                    0.93
2048                    1.15
4096                    1.48
8192                    2.33
16384                   4.03
32768                   7.20
65536                  13.27
131072                 25.34
262144                 49.15
524288                 97.55
1048576               189.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.44
4                       0.37
8                       0.38
16                      0.41
32                      0.45
64                      0.41
128                     0.54
256                     0.79
512                     0.94
1024                    0.92
2048                    1.18
4096                    1.57
8192                    2.41
16384                   3.88
32768                   7.12
65536                  13.26
131072                 25.24
262144                 49.60
524288                 98.62
1048576               191.17

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.38
8                       0.38
16                      0.48
32                      0.40
64                      0.43
128                     0.57
256                     0.81
512                     1.06
1024                    1.00
2048                    1.21
4096                    1.60
8192                    2.33
16384                   3.77
32768                   7.48
65536                  13.16
131072                 25.47
262144                 49.20
524288                 98.31
1048576               195.01
