
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
128                     0.60
256                     0.71
512                     0.86
1024                    0.89
2048                    1.06
4096                    1.40
8192                    2.20
16384                   3.28
32768                   5.76
65536                  10.03
131072                 19.43
262144                 38.18
524288                 78.29
1048576               160.35

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.45
4                       0.36
8                       0.37
16                      0.36
32                      0.39
64                      0.40
128                     0.54
256                     0.77
512                     0.93
1024                    1.01
2048                    1.13
4096                    1.45
8192                    2.21
16384                   3.40
32768                   5.92
65536                  10.24
131072                 19.84
262144                 39.25
524288                 78.04
1048576               158.77

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.40
4                       0.38
8                       0.39
16                      0.40
32                      0.41
64                      0.42
128                     0.57
256                     0.81
512                     1.04
1024                    1.03
2048                    1.20
4096                    1.58
8192                    2.34
16384                   3.60
32768                   6.58
65536                  11.68
131072                 21.68
262144                 42.53
524288                 85.51
1048576               170.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.38
8                       0.42
16                      0.36
32                      0.41
64                      0.40
128                     0.57
256                     0.76
512                     0.94
1024                    0.98
2048                    1.19
4096                    1.42
8192                    2.24
16384                   3.35
32768                   5.94
65536                  10.32
131072                 19.55
262144                 38.64
524288                 77.88
1048576               159.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.53
4                       0.35
8                       0.35
16                      0.36
32                      0.36
64                      0.38
128                     0.60
256                     0.73
512                     1.02
1024                    1.02
2048                    1.29
4096                    1.58
8192                    2.38
16384                   3.73
32768                   6.90
65536                  11.99
131072                 22.33
262144                 42.60
524288                 85.88
1048576               170.72

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.44
4                       0.51
8                       0.38
16                      0.37
32                      0.38
64                      0.39
128                     0.53
256                     0.71
512                     1.06
1024                    1.02
2048                    1.09
4096                    1.47
8192                    2.24
16384                   3.42
32768                   6.00
65536                  10.55
131072                 19.64
262144                 38.79
524288                 78.17
1048576               159.84

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.46
4                       0.39
8                       0.40
16                      0.39
32                      0.40
64                      0.41
128                     0.56
256                     0.71
512                     1.09
1024                    1.08
2048                    1.33
4096                    1.60
8192                    2.37
16384                   3.81
32768                   6.83
65536                  12.09
131072                 22.48
262144                 43.95
524288                 86.69
1048576               168.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.51
4                       0.36
8                       0.38
16                      0.35
32                      0.39
64                      0.49
128                     0.57
256                     0.70
512                     1.02
1024                    1.02
2048                    1.25
4096                    1.49
8192                    2.34
16384                   3.64
32768                   6.45
65536                  12.02
131072                 22.67
262144                 43.77
524288                 86.61
1048576               169.74

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.44
4                       0.36
8                       0.37
16                      0.36
32                      0.38
64                      0.38
128                     0.49
256                     0.90
512                     1.03
1024                    0.91
2048                    1.06
4096                    1.36
8192                    2.25
16384                   3.43
32768                   5.89
65536                  10.64
131072                 20.22
262144                 38.19
524288                 77.80
1048576               157.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.39
8                       0.38
16                      0.39
32                      0.42
64                      0.43
128                     0.59
256                     0.69
512                     1.03
1024                    0.90
2048                    1.16
4096                    1.42
8192                    2.34
16384                   3.69
32768                   6.60
65536                  11.89
131072                 22.41
262144                 43.07
524288                 85.67
1048576               169.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.45
4                       0.35
8                       0.37
16                      0.37
32                      0.39
64                      0.39
128                     0.49
256                     0.86
512                     0.94
1024                    0.93
2048                    1.23
4096                    1.41
8192                    2.19
16384                   3.51
32768                   6.03
65536                  10.68
131072                 20.38
262144                 39.31
524288                 79.00
1048576               160.00

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.39
4                       0.39
8                       0.47
16                      0.42
32                      0.43
64                      0.43
128                     0.55
256                     0.85
512                     0.94
1024                    0.89
2048                    1.10
4096                    1.34
8192                    2.23
16384                   3.30
32768                   5.71
65536                  10.46
131072                 19.69
262144                 38.65
524288                 78.64
1048576               157.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.51
4                       0.42
8                       0.40
16                      0.40
32                      0.47
64                      0.43
128                     0.58
256                     0.86
512                     1.03
1024                    1.00
2048                    1.20
4096                    1.47
8192                    2.32
16384                   3.58
32768                   6.57
65536                  12.04
131072                 22.60
262144                 42.82
524288                 86.27
1048576               166.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.53
4                       0.40
8                       0.39
16                      0.39
32                      0.41
64                      0.44
128                     0.55
256                     0.83
512                     0.98
1024                    0.95
2048                    1.17
4096                    1.44
8192                    2.27
16384                   3.46
32768                   6.06
65536                  10.60
131072                 20.35
262144                 39.57
524288                 78.09
1048576               160.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.37
4                       0.38
8                       0.41
16                      0.41
32                      0.42
64                      0.41
128                     0.66
256                     0.86
512                     0.92
1024                    0.95
2048                    1.18
4096                    1.41
8192                    2.23
16384                   3.44
32768                   5.72
65536                  10.64
131072                 20.08
262144                 39.08
524288                 77.55
1048576               155.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.46
4                       0.38
8                       0.38
16                      0.45
32                      0.46
64                      0.41
128                     0.54
256                     0.80
512                     1.01
1024                    0.94
2048                    1.16
4096                    1.49
8192                    2.30
16384                   3.69
32768                   6.77
65536                  11.87
131072                 22.49
262144                 43.57
524288                 86.28
1048576               169.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.42
2                       0.51
4                       0.42
8                       0.50
16                      0.53
32                      0.45
64                      0.47
128                     0.65
256                     0.74
512                     1.06
1024                    1.06
2048                    1.12
4096                    1.50
8192                    2.26
16384                   3.47
32768                   5.89
65536                  10.40
131072                 19.71
262144                 39.54
524288                 79.13
1048576               159.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.51
4                       0.39
8                       0.44
16                      0.48
32                      0.41
64                      0.42
128                     0.56
256                     0.65
512                     0.90
1024                    0.88
2048                    1.10
4096                    1.42
8192                    2.20
16384                   3.60
32768                   5.90
65536                  10.61
131072                 19.92
262144                 39.01
524288                 78.21
1048576               156.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.49
4                       0.35
8                       0.36
16                      0.35
32                      0.41
64                      0.39
128                     0.58
256                     0.77
512                     0.97
1024                    0.93
2048                    1.20
4096                    1.50
8192                    2.26
16384                   3.48
32768                   5.98
65536                  10.68
131072                 19.81
262144                 39.24
524288                 78.45
1048576               159.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.43
2                       0.48
4                       0.38
8                       0.39
16                      0.38
32                      0.41
64                      0.40
128                     0.56
256                     0.85
512                     0.89
1024                    0.96
2048                    1.09
4096                    1.32
8192                    2.19
16384                   3.51
32768                   5.77
65536                  10.89
131072                 20.46
262144                 39.54
524288                 78.79
1048576               159.67
