
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.77
4                       0.79
8                       0.85
16                      0.77
32                      0.66
64                      0.69
128                     0.73
256                     0.80
512                     1.19
1024                    1.19
2048                    1.36
4096                    1.48
8192                    2.22
16384                   3.60
32768                   6.32
65536                  11.71
131072                 21.80
262144                 40.94
524288                 83.84
1048576               167.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.94
4                       0.90
8                       0.89
16                      0.89
32                      0.99
64                      1.00
128                     0.71
256                     0.80
512                     1.17
1024                    1.11
2048                    1.36
4096                    1.45
8192                    2.29
16384                   3.55
32768                   6.48
65536                  11.78
131072                 22.20
262144                 43.51
524288                 86.27
1048576               171.02

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.75
4                       0.66
8                       0.68
16                      0.72
32                      0.67
64                      0.63
128                     0.71
256                     0.79
512                     1.01
1024                    1.26
2048                    1.44
4096                    1.54
8192                    2.31
16384                   3.80
32768                   7.22
65536                  12.94
131072                 24.43
262144                 47.50
524288                 94.18
1048576               185.81

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.65
4                       0.71
8                       0.74
16                      0.71
32                      0.64
64                      0.64
128                     0.77
256                     0.79
512                     0.99
1024                    1.19
2048                    1.37
4096                    1.45
8192                    2.14
16384                   3.61
32768                   6.57
65536                  11.73
131072                 22.30
262144                 43.51
524288                 86.25
1048576               171.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.72
4                       0.75
8                       0.74
16                      0.77
32                      0.69
64                      0.70
128                     0.75
256                     1.01
512                     1.13
1024                    1.21
2048                    1.41
4096                    1.64
8192                    2.21
16384                   3.59
32768                   6.33
65536                  11.37
131072                 21.96
262144                 43.67
524288                 86.39
1048576               172.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.04
2                       0.92
4                       0.97
8                       0.96
16                      1.00
32                      1.04
64                      1.05
128                     0.85
256                     0.86
512                     1.08
1024                    1.15
2048                    1.33
4096                    1.51
8192                    2.35
16384                   3.66
32768                   6.59
65536                  11.75
131072                 22.30
262144                 43.48
524288                 86.07
1048576               171.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.75
2                       0.80
4                       0.77
8                       0.78
16                      0.79
32                      0.68
64                      0.70
128                     0.86
256                     0.79
512                     1.06
1024                    1.21
2048                    1.40
4096                    1.53
8192                    2.21
16384                   3.67
32768                   6.57
65536                  11.75
131072                 22.16
262144                 43.45
524288                 85.91
1048576               170.70

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.71
4                       0.80
8                       0.75
16                      0.73
32                      0.67
64                      0.66
128                     0.68
256                     0.72
512                     1.08
1024                    1.17
2048                    1.39
4096                    1.57
8192                    2.17
16384                   3.67
32768                   6.44
65536                  11.74
131072                 22.34
262144                 43.54
524288                 86.01
1048576               169.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.64
4                       0.64
8                       0.64
16                      0.63
32                      0.66
64                      0.66
128                     0.76
256                     0.74
512                     1.03
1024                    1.18
2048                    1.34
4096                    1.44
8192                    2.24
16384                   3.83
32768                   6.66
65536                  11.75
131072                 22.17
262144                 43.17
524288                 86.10
1048576               169.22

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.75
4                       0.73
8                       0.82
16                      0.73
32                      0.65
64                      0.66
128                     0.79
256                     0.76
512                     1.12
1024                    1.17
2048                    1.32
4096                    1.53
8192                    2.16
16384                   3.58
32768                   6.54
65536                  11.63
131072                 22.02
262144                 43.12
524288                 85.66
1048576               171.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.67
4                       0.67
8                       0.72
16                      0.70
32                      0.63
64                      0.70
128                     0.81
256                     0.77
512                     1.06
1024                    1.21
2048                    1.39
4096                    1.56
8192                    2.27
16384                   3.67
32768                   6.52
65536                  11.65
131072                 22.27
262144                 43.50
524288                 86.22
1048576               170.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.73
4                       0.68
