
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
8                       0.66
16                      0.62
32                      0.61
64                      0.61
128                     0.65
256                     0.71
512                     1.07
1024                    1.18
2048                    1.38
4096                    1.53
8192                    2.28
16384                   3.79
32768                   7.05
65536                  12.88
131072                 24.48
262144                 47.74
524288                 93.98
1048576               181.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.66
4                       0.69
8                       0.71
16                      0.70
32                      0.66
64                      0.65
128                     0.88
256                     0.81
512                     1.14
1024                    1.23
2048                    1.48
4096                    1.56
8192                    2.42
16384                   3.84
32768                   7.01
65536                  12.82
131072                 24.37
262144                 47.64
524288                 94.15
1048576               185.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.87
2                       0.81
4                       0.81
8                       0.79
16                      0.82
32                      1.01
64                      1.02
128                     0.84
256                     0.78
512                     1.07
1024                    1.19
2048                    1.39
4096                    1.55
8192                    2.26
16384                   3.67
32768                   6.62
65536                  11.58
131072                 22.17
262144                 43.61
524288                 86.19
1048576               172.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.82
4                       0.81
8                       0.84
16                      0.82
32                      0.81
64                      0.78
128                     0.81
256                     0.89
512                     1.17
1024                    1.32
2048                    1.47
4096                    1.67
8192                    2.50
16384                   4.10
32768                   7.19
65536                  13.06
131072                 24.34
262144                 47.50
524288                 94.13
1048576               182.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.68
4                       0.67
8                       0.65
16                      0.66
32                      0.66
64                      0.67
128                     0.90
256                     0.75
512                     1.20
1024                    1.21
2048                    1.39
4096                    1.57
8192                    2.31
16384                   3.60
32768                   6.59
65536                  11.68
131072                 22.09
262144                 43.23
524288                 85.97
1048576               172.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.72
4                       0.77
8                       0.70
16                      0.74
32                      0.67
64                      0.68
128                     0.73
256                     0.75
512                     1.24
1024                    1.22
2048                    1.44
4096                    1.52
8192                    2.30
16384                   3.89
32768                   6.34
65536                  11.40
131072                 21.51
262144                 43.29
524288                 85.82
1048576               171.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.76
4                       0.80
8                       0.77
16                      0.76
32                      0.67
64                      0.67
128                     0.71
256                     0.78
512                     1.18
1024                    1.19
2048                    1.32
4096                    1.48
8192                    2.22
16384                   3.63
32768                   6.59
65536                  11.64
131072                 22.05
262144                 43.37
524288                 86.05
1048576               172.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.58
2                       0.62
4                       0.61
8                       0.59
16                      0.59
32                      0.62
64                      0.60
128                     0.70
256                     0.70
512                     1.13
1024                    1.18
2048                    1.36
4096                    1.56
8192                    2.27
16384                   3.79
32768                   6.44
65536                  11.70
131072                 22.27
262144                 43.20
524288                 86.13
1048576               171.89

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.67
4                       0.68
8                       0.66
16                      0.68
32                      0.65
64                      0.66
128                     0.69
256                     0.84
512                     1.11
1024                    1.21
2048                    1.39
4096                    1.50
8192                    2.20
16384                   3.83
32768                   6.59
65536                  11.78
131072                 22.37
262144                 43.47
524288                 86.04
1048576               179.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.65
4                       0.64
8                       0.65
16                      0.65
32                      0.65
64                      0.68
128                     0.69
256                     0.73
512                     1.01
1024                    1.15
2048                    1.36
4096                    1.47
8192                    2.13
16384                   3.60
32768                   6.48
65536                  11.65
131072                 22.16
262144                 43.25
524288                 86.20
1048576               172.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.75
4                       0.73
8                       0.73
16                      0.74
32                      0.68
64                      0.65
128                     0.75
256                     0.76
512                     1.24
1024                    1.18
2048                    1.32
4096                    1.50
8192                    2.20
16384                   3.64
32768                   6.24
65536                  10.98
131072                 21.47
262144                 43.05
524288                 85.74
1048576               170.72

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.73
4                       0.71
8                       0.85
16                      0.70
32                      0.67
64                      0.66
128                     0.71
256                     0.74
512                     1.09
1024                    1.15
2048                    1.33
4096                    1.52
8192                    2.16
16384                   3.57
32768                   6.29
65536                  11.32
131072                 21.73
262144                 43.25
524288                 85.86
1048576               171.72

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.74
2                       0.74
4                       0.75
8                       0.74
16                      0.76
32                      0.69
64                      0.70
128                     0.72
256                     0.87
512                     1.11
1024                    1.18
2048                    1.35
4096                    1.48
8192                    2.20
16384                   3.68
32768                   6.57
65536                  11.57
131072                 22.31
262144                 43.36
524288                 85.22
1048576               171.40

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.71
2                       0.75
4                       0.75
8                       0.79
16                      0.79
32                      0.71
64                      0.77
128                     0.77
256                     0.83
512                     1.00
1024                    1.24
2048                    1.34
4096                    1.48
8192                    2.25
16384                   3.52
32768                   6.33
65536                  11.15
131072                 21.60
262144                 43.42
524288                 85.87
1048576               170.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.71
4                       0.73
8                       0.73
16                      0.80
32                      0.59
64                      0.60
128                     0.77
256                     0.77
512                     1.13
1024                    1.21
2048                    1.35
4096                    1.53
8192                    2.19
16384                   3.74
32768                   6.51
65536                  11.62
131072                 22.19
262144                 43.36
524288                 85.48
1048576               171.14

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.73
4                       0.68
8                       0.75
16                      0.73
32                      0.68
64                      0.74
128                     0.77
256                     0.78
512                     1.04
1024                    1.17
2048                    1.33
4096                    1.51
8192                    2.20
16384                   3.86
32768                   6.64
65536                  11.56
131072                 22.15
262144                 43.24
524288                 85.88
1048576               171.91

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.04
2                       1.02
4                       0.99
8                       1.06
16                      0.98
32                      1.00
64                      1.09
128                     0.92
256                     0.85
512                     1.10
1024                    1.18
2048                    1.34
4096                    1.47
8192                    2.29
16384                   3.78
32768                   6.57
65536                  11.56
131072                 22.05
262144                 43.14
524288                 86.13
1048576               170.35

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.72
4                       0.66
8                       0.76
16                      0.77
32                      0.65
64                      0.65
128                     0.70
256                     0.80
512                     1.08
1024                    1.25
2048                    1.46
4096                    1.52
8192                    2.23
16384                   3.55
32768                   6.21
65536                  11.37
131072                 21.54
262144                 42.82
524288                 86.29
1048576               171.00

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.69
4                       0.75
8                       0.67
16                      0.77
32                      0.70
64                      0.68
128                     0.78
256                     0.79
512                     1.22
1024                    1.20
2048                    1.39
4096                    1.53
8192                    2.36
16384                   3.84
32768                   7.31
65536                  12.92
131072                 24.39
262144                 47.66
524288                 94.31
1048576               183.03
