
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
32                      0.64
64                      0.63
128                     0.74
256                     0.79
512                     1.13
1024                    1.15
2048                    1.34
4096                    1.49
8192                    2.26
16384                   3.62
32768                   6.59
65536                  12.18
131072                 23.30
262144                 46.14
524288                 91.94
1048576               182.03

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.66
4                       0.68
8                       0.68
16                      0.74
32                      0.63
64                      0.62
128                     0.74
256                     0.70
512                     1.15
1024                    1.23
2048                    1.44
4096                    1.56
8192                    2.34
16384                   3.81
32768                   7.07
65536                  13.38
131072                 25.65
262144                 50.19
524288                100.27
1048576               193.32

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.73
4                       0.67
8                       0.70
16                      0.71
32                      0.67
64                      0.67
128                     0.81
256                     0.76
512                     1.20
1024                    1.19
2048                    1.38
4096                    1.58
8192                    2.30
16384                   3.62
32768                   6.52
65536                  11.98
131072                 23.39
262144                 46.04
524288                 96.98
1048576               195.00

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.95
2                       1.04
4                       0.96
8                       0.99
16                      1.00
32                      1.07
64                      0.98
128                     0.91
256                     0.78
512                     1.18
1024                    1.18
2048                    1.38
4096                    1.51
8192                    2.24
16384                   3.55
32768                   6.60
65536                  12.07
131072                 23.09
262144                 45.88
524288                 92.27
1048576               181.84

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.62
2                       0.71
4                       0.64
8                       0.67
16                      0.63
32                      0.66
64                      0.64
128                     0.66
256                     0.79
512                     1.06
1024                    1.15
2048                    1.40
4096                    1.59
8192                    2.32
16384                   3.85
32768                   7.18
65536                  13.28
131072                 25.69
262144                 50.53
524288                100.45
1048576               196.10

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.72
4                       0.68
8                       0.66
16                      0.77
32                      0.66
64                      0.67
128                     0.84
256                     0.79
512                     1.15
1024                    1.23
2048                    1.40
4096                    1.54
8192                    2.21
16384                   3.63
32768                   6.30
65536                  11.92
131072                 23.44
262144                 46.04
524288                 92.04
1048576               182.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.59
2                       0.63
4                       0.67
8                       0.65
16                      0.62
32                      0.63
64                      0.62
128                     0.79
256                     0.72
512                     1.20
1024                    1.16
2048                    1.43
4096                    1.56
8192                    2.35
16384                   3.88
32768                   7.32
65536                  13.40
131072                 25.82
262144                 50.59
524288                100.45
1048576               192.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.81
4                       0.71
8                       0.72
16                      0.70
32                      0.72
64                      0.69
128                     0.77
256                     0.77
512                     1.20
1024                    1.19
2048                    1.42
4096                    1.55
8192                    2.33
16384                   3.82
32768                   7.34
65536                  13.19
131072                 25.59
262144                 50.55
524288                100.68
1048576               196.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.64
4                       0.63
8                       0.64
16                      0.63
32                      0.66
64                      0.69
128                     0.74
256                     0.70
512                     1.14
1024                    1.30
2048                    1.36
4096                    1.56
8192                    2.26
16384                   3.56
32768                   6.71
65536                  12.09
131072                 23.25
262144                 46.02
524288                 92.13
1048576               182.49

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.72
4                       0.74
8                       0.66
16                      0.66
32                      0.63
64                      0.64
128                     0.77
256                     0.83
512                     1.04
1024                    1.15
2048                    1.32
4096                    1.46
8192                    2.17
16384                   3.79
32768                   6.89
65536                  12.08
131072                 23.49
262144                 46.12
524288                 92.05
1048576               179.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.75
4                       0.76
8                       0.77
16                      0.74
32                      0.70
64                      0.72
128                     0.76
256                     0.80
512                     1.09
1024                    1.24
2048                    1.33
4096                    1.49
8192                    2.27
16384                   3.59
32768                   6.47
65536                  12.08
131072                 23.46
262144                 46.18
524288                 91.95
1048576               180.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.74
4                       0.74
8                       0.68
16                      0.68
32                      0.63
64                      0.63
128                     0.66
256                     0.71
512                     1.04
1024                    1.18
2048                    1.40
4096                    1.53
8192                    2.23
16384                   3.52
32768                   6.23
65536                  11.64
131072                 22.46
262144                 44.36
524288                 91.09
1048576               182.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.68
4                       0.70
8                       0.67
16                      0.70
32                      0.69
64                      0.62
128                     0.73
256                     0.80
512                     1.16
1024                    1.12
2048                    1.37
4096                    1.47
8192                    2.19
16384                   3.54
32768                   6.51
65536                  12.11
131072                 23.45
262144                 46.23
524288                 92.35
1048576               182.10

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.69
4                       0.72
8                       0.67
16                      0.71
32                      0.64
64                      0.61
128                     0.71
256                     0.90
512                     1.20
1024                    1.22
2048                    1.40
4096                    1.48
8192                    2.24
16384                   3.92
32768                   7.19
65536                  13.27
131072                 25.87
262144                 50.47
524288                100.52
1048576               195.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.61
4                       0.72
8                       0.69
16                      0.65
32                      0.64
64                      0.63
128                     0.74
256                     0.70
512                     1.05
1024                    1.16
2048                    1.38
4096                    1.46
8192                    2.26
16384                   3.94
32768                   6.97
65536                  13.29
131072                 25.85
262144                 50.59
524288                100.84
1048576               192.74

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.73
4                       0.68
8                       0.72
16                      0.69
32                      0.64
64                      0.66
128                     0.81
256                     0.81
512                     1.03
1024                    1.24
2048                    1.43
4096                    1.53
8192                    2.31
16384                   3.83
32768                   7.15
65536                  13.37
131072                 25.89
262144                 50.51
524288                100.51
1048576               195.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.62
2                       0.74
4                       0.66
8                       0.73
16                      0.62
32                      0.72
64                      0.62
128                     0.69
256                     0.76
512                     1.13
1024                    1.22
2048                    1.35
4096                    1.56
8192                    2.24
16384                   3.66
32768                   6.81
65536                  11.98
131072                 23.36
262144                 46.24
524288                 92.18
1048576               178.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.78
4                       0.72
8                       0.73
16                      0.69
32                      0.62
64                      0.64
128                     0.72
256                     0.91
512                     1.17
1024                    1.20
2048                    1.44
4096                    1.60
8192                    2.29
16384                   3.90
32768                   7.09
65536                  13.37
131072                 25.74
262144                 50.58
524288                100.48
1048576               195.63

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.61
2                       0.61
4                       0.62
8                       0.62
16                      0.61
32                      0.65
64                      0.68
128                     0.82
256                     0.85
512                     1.16
1024                    1.18
2048                    1.40
4096                    1.54
8192                    2.21
16384                   3.60
32768                   6.63
65536                  11.94
131072                 23.26
262144                 45.90
524288                 92.01
1048576               181.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.75
4                       0.67
8                       0.69
16                      0.69
32                      0.72
64                      0.68
128                     0.84
256                     0.90
512                     1.18
1024                    1.25
2048                    1.40
4096                    1.52
8192                    2.38
16384                   3.61
32768                   6.49
65536                  12.01
131072                 23.30
262144                 46.17
524288                 92.37
1048576               181.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.60
2                       0.62
4                       0.61
8                       0.63
16                      0.63
32                      0.63
64                      0.62
128                     0.70
256                     0.72
512                     1.05
1024                    1.16
2048                    1.42
4096                    1.50
8192                    2.32
16384                   3.56
32768                   6.48
65536                  12.01
131072                 23.45
262144                 46.28
524288                 92.16
1048576               179.66

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.60
2                       0.73
4                       0.64
8                       0.69
16                      0.66
32                      0.64
64                      0.60
128                     0.66
256                     0.69
512                     1.15
1024                    1.18
2048                    1.37
4096                    1.53
8192                    2.28
16384                   3.69
32768                   6.39
65536                  12.08
131072                 23.28
262144                 46.18
524288                 92.03
1048576               181.89

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.78
4                       0.68
8                       0.65
16                      0.69
32                      0.64
64                      0.62
128                     0.72
256                     0.71
512                     1.05
1024                    1.17
2048                    1.30
4096                    1.48
8192                    2.18
16384                   3.58
32768                   6.64
65536                  12.02
131072                 23.38
262144                 46.11
524288                 92.06
1048576               182.48
