
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.68
4                       0.66
8                       0.65
16                      0.67
32                      0.68
64                      0.65
128                     0.74
256                     0.72
512                     1.02
1024                    1.17
2048                    1.35
4096                    1.58
8192                    2.27
16384                   3.59
32768                   6.66
65536                  11.94
131072                 23.46
262144                 46.20
524288                 92.25
1048576               182.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.75
2                       0.80
4                       0.79
8                       0.81
16                      0.72
32                      0.71
64                      0.70
128                     0.80
256                     0.76
512                     1.24
1024                    1.21
2048                    1.43
4096                    1.56
8192                    2.26
16384                   3.55
32768                   6.53
65536                  12.11
131072                 23.46
262144                 46.05
524288                 92.38
1048576               183.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.68
4                       0.70
8                       0.71
16                      0.69
32                      0.71
64                      0.69
128                     0.67
256                     0.71
512                     1.11
1024                    1.19
2048                    1.33
4096                    1.57
8192                    2.25
16384                   3.72
32768                   6.43
65536                  11.93
131072                 23.29
262144                 46.17
524288                 92.05
1048576               182.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.72
4                       0.70
8                       0.73
16                      0.81
32                      0.68
64                      0.68
128                     0.74
256                     0.76
512                     1.15
1024                    1.21
2048                    1.42
4096                    1.49
8192                    2.20
16384                   3.62
32768                   6.46
65536                  11.50
131072                 23.02
262144                 45.81
524288                 91.83
1048576               180.74

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.67
4                       0.68
8                       0.65
16                      0.67
32                      0.67
64                      0.67
128                     0.70
256                     0.89
512                     1.01
1024                    1.18
2048                    1.38
4096                    1.50
8192                    2.35
16384                   3.67
32768                   6.75
65536                  12.12
131072                 23.43
262144                 46.32
524288                 92.29
1048576               181.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.71
4                       0.69
8                       0.75
16                      0.73
32                      0.66
64                      0.61
128                     0.69
256                     0.79
512                     1.07
1024                    1.15
2048                    1.35
4096                    1.45
8192                    2.31
16384                   3.91
32768                   7.05
65536                  13.46
131072                 25.89
262144                 50.18
524288                100.26
1048576               194.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.74
4                       0.71
8                       0.68
16                      0.73
32                      0.66
64                      0.65
128                     0.69
256                     0.81
512                     1.09
1024                    1.19
2048                    1.38
4096                    1.50
8192                    2.24
16384                   3.59
32768                   6.44
65536                  11.55
131072                 23.08
262144                 46.32
524288                 92.75
1048576               182.47

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.72
4                       0.81
8                       0.72
16                      0.81
