
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
524288                 79.23
1048576               160.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.69
4                       0.66
8                       0.69
16                      0.67
32                      0.66
64                      0.62
128                     0.73
256                     0.86
512                     1.15
1024                    1.18
2048                    1.33
4096                    1.53
8192                    2.13
16384                   3.20
32768                   5.66
65536                  10.54
131072                 20.89
262144                 40.57
524288                 80.16
1048576               160.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.77
4                       0.69
8                       0.79
16                      0.71
32                      0.70
64                      0.63
128                     0.71
256                     0.82
512                     1.06
1024                    1.17
2048                    1.40
4096                    1.48
8192                    2.05
16384                   3.38
32768                   5.87
65536                  10.61
131072                 20.49
262144                 40.45
524288                 79.88
1048576               162.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.68
4                       0.64
8                       0.62
16                      0.65
32                      0.62
64                      0.62
128                     0.69
256                     0.81
512                     1.07
1024                    1.23
2048                    1.41
4096                    1.52
8192                    2.12
16384                   3.29
32768                   6.05
65536                  10.86
131072                 20.79
262144                 40.68
524288                 81.34
1048576               162.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.79
4                       0.72
8                       0.73
16                      0.77
32                      0.67
64                      0.67
128                     0.69
256                     0.81
512                     1.00
1024                    1.21
2048                    1.37
4096                    1.47
8192                    2.05
16384                   3.29
32768                   5.94
65536                  10.73
131072                 20.03
262144                 39.86
524288                 79.41
1048576               161.65
