
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
2                       0.49
4                       0.42
8                       0.44
16                      0.43
32                      0.43
64                      0.45
128                     0.56
256                     0.90
512                     1.00
1024                    0.91
2048                    1.37
4096                    1.65
8192                    1.94
16384                   3.21
32768                   5.82
65536                  10.71
131072                 20.38
262144                 39.78
524288                 79.69
1048576               161.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.47
4                       0.40
8                       0.43
16                      0.46
32                      0.43
64                      0.41
128                     0.56
256                     0.78
512                     0.94
1024                    0.96
2048                    1.47
4096                    1.68
8192                    2.01
16384                   3.30
32768                   5.86
65536                  10.61
131072                 20.24
262144                 39.71
524288                 79.67
1048576               161.50

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.48
4                       0.39
8                       0.37
16                      0.40
32                      0.40
64                      0.39
128                     0.55
256                     0.89
512                     1.00
1024                    0.94
2048                    1.46
4096                    1.66
8192                    1.95
16384                   3.34
32768                   5.77
65536                  10.81
131072                 20.21
262144                 39.58
524288                 78.58
1048576               159.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.33
2                       0.50
4                       0.34
8                       0.47
16                      0.34
32                      0.51
64                      0.35
128                     0.58
256                     0.67
512                     1.04
1024                    0.95
2048                    1.52
4096                    1.73
8192                    2.10
16384                   3.29
32768                   5.79
65536                  10.61
131072                 20.29
262144                 39.55
524288                 78.84
1048576               158.91

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.45
4                       0.39
8                       0.41
16                      0.38
32                      0.42
64                      0.40
128                     0.57
256                     0.74
512                     0.98
1024                    0.97
2048                    1.49
4096                    1.74
8192                    1.96
16384                   3.21
32768                   6.04
65536                  10.63
131072                 20.28
262144                 39.51
524288                 79.27
1048576               158.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.46
4                       0.42
8                       0.36
16                      0.34
32                      0.37
64                      0.37
128                     0.51
256                     0.85
512                     0.95
1024                    0.97
2048                    1.39
4096                    1.62
8192                    1.99
16384                   3.32
32768                   5.70
65536                  10.25
131072                 19.41
262144                 44.30
524288                 86.74
1048576               170.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.53
4                       0.38
8                       0.38
16                      0.39
32                      0.53
64                      0.43
128                     0.62
256                     1.01
512                     1.02
1024                    1.14
2048                    1.55
4096                    1.74
8192                    2.13
16384                   3.25
32768                   5.60
65536                  10.46
131072                 19.57
262144                 40.08
524288                 86.82
1048576               171.67

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.47
4                       0.36
8                       0.40
16                      0.36
32                      0.40
64                      0.43
128                     0.54
256                     0.80
512                     0.98
1024                    0.95
2048                    1.47
4096                    1.75
8192                    2.01
16384                   3.54
32768                   5.82
65536                  10.71
131072                 20.18
262144                 39.15
524288                 79.42
1048576               160.42

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.53
4                       0.41
8                       0.45
16                      0.38
32                      0.46
64                      0.40
128                     0.53
256                     0.82
512                     1.01
1024                    0.92
2048                    1.45
4096                    1.63
8192                    1.98
16384                   3.24
32768                   5.85
65536                  10.58
131072                 20.39
262144                 41.58
524288                 87.11
1048576               172.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.47
4                       0.46
8                       0.40
16                      0.38
32                      0.41
64                      0.41
128                     0.53
256                     0.81
512                     1.01
1024                    1.00
2048                    1.50
4096                    1.70
8192                    1.95
16384                   3.17
32768                   5.80
65536                  10.82
131072                 20.49
262144                 39.42
524288                 79.23
1048576               160.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.48
4                       0.37
8                       0.35
16                      0.35
32                      0.42
64                      0.41
128                     0.59
256                     0.78
512                     0.98
1024                    1.00
2048                    1.43
4096                    1.67
8192                    2.01
16384                   3.33
32768                   5.81
65536                  10.87
131072                 22.55
262144                 43.97
524288                 87.52
1048576               171.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.47
4                       0.37
8                       0.36
16                      0.36
32                      0.39
64                      0.39
128                     0.54
256                     0.86
512                     0.97
1024                    0.89
2048                    1.51
4096                    1.64
8192                    1.98
16384                   3.22
32768                   5.69
65536                  10.55
131072                 20.13
262144                 39.68
524288                 79.33
1048576               159.74

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.48
4                       0.37
8                       0.35
16                      0.41
32                      0.38
64                      0.39
128                     0.54
256                     0.68
512                     0.95
1024                    0.95
2048                    1.50
4096                    1.63
8192                    1.98
16384                   3.24
32768                   5.75
65536                  10.51
131072                 20.17
262144                 38.66
524288                 78.47
1048576               160.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.48
4                       0.38
8                       0.38
16                      0.47
32                      0.40
64                      0.50
128                     0.50
256                     0.87
512                     1.00
1024                    0.92
2048                    1.46
4096                    1.70
8192                    1.95
16384                   3.27
32768                   5.83
65536                  10.61
131072                 20.05
262144                 39.60
524288                 80.04
1048576               161.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.52
4                       0.44
8                       0.40
16                      0.44
32                      0.53
64                      0.45
128                     0.60
256                     0.67
512                     0.97
1024                    0.93
2048                    1.44
4096                    1.64
8192                    1.94
16384                   3.28
32768                   5.83
65536                  10.67
131072                 20.17
262144                 39.69
524288                 79.35
1048576               160.32

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.53
4                       0.42
8                       0.54
16                      0.37
32                      0.51
64                      0.53
128                     0.61
256                     0.74
512                     1.00
1024                    1.00
2048                    1.48
4096                    1.70
8192                    2.06
16384                   3.30
32768                   5.75
65536                  10.57
131072                 20.29
262144                 39.95
524288                 79.22
1048576               160.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.49
4                       0.38
8                       0.35
16                      0.37
32                      0.43
64                      0.38
128                     0.55
256                     0.77
512                     1.03
1024                    0.91
2048                    1.46
4096                    1.78
8192                    2.10
16384                   3.54
32768                   6.51
65536                  12.11
131072                 22.35
262144                 43.72
524288                 86.48
1048576               170.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.50
4                       0.46
8                       0.45
16                      0.48
32                      0.54
64                      0.55
128                     0.62
256                     0.80
512                     0.95
1024                    0.87
2048                    1.46
4096                    1.63
8192                    1.95
16384                   3.45
32768                   5.74
65536                  10.71
131072                 20.16
262144                 39.72
524288                 79.42
1048576               161.16

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.48
4                       0.42
8                       0.37
16                      0.39
32                      0.44
64                      0.49
128                     0.58
256                     0.71
512                     1.01
1024                    0.89
2048                    1.46
4096                    1.65
8192                    2.03
16384                   3.22
32768                   5.69
65536                  10.58
131072                 20.05
262144                 40.16
524288                 79.63
1048576               160.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.47
4                       0.37
8                       0.37
16                      0.41
32                      0.39
64                      0.43
128                     0.50
256                     0.82
512                     1.04
1024                    1.04
2048                    1.49
4096                    1.70
8192                    1.92
16384                   3.19
32768                   6.06
65536                  10.77
131072                 20.27
262144                 39.66
524288                 82.86
1048576               170.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.43
4                       0.36
8                       0.36
16                      0.38
32                      0.38
64                      0.39
128                     0.70
256                     0.78
512                     1.02
1024                    0.91
2048                    1.42
4096                    1.66
8192                    1.96
16384                   3.22
32768                   5.75
65536                  10.56
131072                 20.27
262144                 39.78
524288                 79.66
1048576               160.28

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.49
4                       0.47
8                       0.37
16                      0.36
32                      0.38
64                      0.42
128                     0.55
256                     0.80
512                     0.99
1024                    0.98
2048                    1.50
4096                    1.64
8192                    2.00
16384                   3.21
32768                   5.90
65536                  10.45
131072                 20.34
262144                 39.77
524288                 79.47
1048576               159.41
