
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.51
4                       0.33
8                       0.52
16                      0.55
32                      0.38
64                      0.37
128                     0.59
256                     0.76
512                     0.97
1024                    0.93
2048                    1.46
4096                    1.65
8192                    2.02
16384                   3.38
32768                   5.80
65536                  10.68
131072                 20.36
262144                 39.48
524288                 78.87
1048576               160.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.44
4                       0.38
8                       0.39
16                      0.39
32                      0.42
64                      0.41
128                     0.60
256                     0.84
512                     1.07
1024                    1.01
2048                    1.43
4096                    1.63
8192                    2.12
16384                   3.60
32768                   6.68
65536                  12.01
131072                 22.19
262144                 42.49
524288                 85.69
1048576               172.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.47
4                       0.49
8                       0.32
16                      0.33
32                      0.37
64                      0.39
128                     0.61
256                     0.69
512                     1.02
1024                    0.97
2048                    1.48
4096                    1.72
8192                    2.05
16384                   3.56
32768                   6.46
65536                  11.88
131072                 22.50
262144                 43.71
524288                 86.98
1048576               171.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.43
2                       0.47
4                       0.37
8                       0.37
16                      0.42
32                      0.41
64                      0.42
128                     0.65
256                     0.83
512                     0.95
1024                    0.98
2048                    1.43
4096                    1.66
8192                    2.09
16384                   3.69
32768                   6.57
65536                  11.97
131072                 22.42
262144                 43.92
524288                 87.49
1048576               172.22

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.48
4                       0.35
8                       0.36
16                      0.36
32                      0.36
64                      0.37
128                     0.54
256                     0.79
512                     0.98
1024                    1.02
2048                    1.42
4096                    1.71
8192                    2.00
16384                   3.32
32768                   5.81
65536                  10.51
131072                 20.25
262144                 43.60
524288                 87.68
1048576               172.57

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.49
4                       0.38
8                       0.41
16                      0.37
32                      0.39
64                      0.38
128                     0.58
256                     0.67
512                     1.01
1024                    0.98
2048                    1.45
4096                    1.70
8192                    2.05
16384                   3.32
32768                   5.76
65536                  10.74
131072                 20.38
262144                 39.91
524288                 79.43
1048576               160.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.48
4                       0.39
8                       0.41
16                      0.48
32                      0.40
64                      0.41
128                     0.56
256                     0.90
512                     1.04
1024                    0.97
2048                    1.43
4096                    1.62
8192                    2.01
16384                   3.20
32768                   5.81
65536                  10.80
131072                 20.18
262144                 39.83
524288                 78.95
1048576               160.51

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.46
4                       0.51
8                       0.35
16                      0.37
32                      0.42
64                      0.43
128                     0.53
256                     0.68
512                     1.08
1024                    0.99
2048                    1.45
4096                    1.64
8192                    2.01
16384                   3.21
32768                   5.74
65536                  10.59
131072                 20.18
262144                 40.07
524288                 79.33
1048576               158.85

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.42
