
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
root = 0
1                       0.63
2                       0.65
4                       0.68
8                       0.78
16                      0.68
32                      0.68
64                      0.68
128                     0.70
256                     0.75
512                     1.09
1024                    1.18
2048                    1.43
4096                    1.99
8192                    3.06
16384                   5.06
32768                   8.43
65536                  15.43
131072                 28.43
262144                 54.82
524288                106.90
1048576               225.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.72
4                       0.65
8                       0.69
16                      0.69
32                      0.63
64                      0.65
128                     0.73
256                     0.70
512                     1.13
1024                    1.26
2048                    1.47
4096                    1.98
8192                    3.08
16384                   5.00
32768                   9.00
65536                  15.12
131072                 28.45
262144                 52.91
524288                106.08
1048576               224.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.59
2                       0.60
4                       0.59
8                       0.60
16                      0.61
32                      0.65
64                      0.64
128                     0.72
256                     0.75
512                     1.06
1024                    1.17
2048                    1.32
4096                    1.99
8192                    3.04
16384                   5.08
32768                   8.66
65536                  15.98
131072                 28.84
262144                 54.98
524288                106.89
1048576               226.94

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.66
4                       0.75
8                       0.66
16                      0.67
32                      0.64
64                      0.61
128                     0.64
256                     0.77
512                     1.05
1024                    1.17
2048                    1.35
4096                    1.94
8192                    3.01
16384                   5.32
32768                   8.68
65536                  15.43
131072                 28.77
262144                 54.89
524288                106.33
1048576               226.10

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.03
2                       0.97
4                       1.05
8                       0.96
16                      1.03
32                      1.05
64                      1.02
128                     0.80
256                     0.91
512                     1.12
1024                    1.27
2048                    1.46
4096                    2.03
8192                    3.15
16384                   5.40
32768                   8.82
65536                  15.53
131072                 29.17
262144                 55.14
524288                108.22
1048576               226.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.78
4                       0.70
8                       0.74
16                      0.66
32                      0.69
64                      0.64
128                     0.70
256                     0.86
512                     1.20
1024                    1.21
2048                    1.38
4096                    1.89
8192                    3.00
16384                   5.07
32768                   8.70
65536                  15.34
131072                 28.56
262144                 55.36
524288                107.52
1048576               227.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.79
4                       0.66
8                       0.72
16                      0.68
32                      0.67
64                      0.66
128                     0.77
256                     0.76
512                     1.08
1024                    1.20
2048                    1.39
4096                    1.99
8192                    3.07
16384                   5.08
32768                   8.74
65536                  15.30
131072                 28.53
262144                 54.59
524288                106.34
1048576               224.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.64
4                       0.63
8                       0.66
16                      0.67
32                      0.67
64                      0.65
128                     0.73
256                     0.73
512                     1.15
1024                    1.19
2048                    1.40
4096                    1.95
8192                    3.02
16384                   5.07
32768                   8.62
65536                  15.49
131072                 29.16
262144                 54.36
524288                107.15
1048576               226.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.78
4                       0.74
8                       0.73
16                      0.68
32                      0.65
64                      0.68
128                     0.82
256                     0.78
512                     1.21
1024                    1.17
2048                    1.37
4096                    1.94
8192                    3.12
16384                   5.02
32768                   8.63
65536                  15.59
131072                 29.57
262144                 54.38
524288                106.70
1048576               223.92

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.65
2                       0.64
4                       0.65
8                       0.67
16                      0.70
32                      0.59
64                      0.61
128                     0.76
256                     0.84
512                     1.08
1024                    1.15
2048                    1.41
4096                    1.94
8192                    3.01
16384                   4.96
32768                   8.60
65536                  15.22
131072                 28.89
262144                 54.89
524288                106.68
1048576               224.41

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.72
4                       0.64
8                       0.67
16                      0.67
32                      0.64
64                      0.66
128                     0.70
256                     0.75
512                     1.20
1024                    1.19
2048                    1.37
4096                    2.05
8192                    3.06
16384                   5.28
32768                   8.73
65536                  15.87
131072                 29.20
262144                 54.99
524288                106.36
1048576               223.56

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.71
2                       0.79
4                       0.75
8                       0.74
16                      0.76
32                      0.68
64                      0.70
128                     0.71
256                     0.74
512                     1.06
1024                    1.19
2048                    1.41
4096                    2.01
8192                    3.16
16384                   5.23
32768                   8.86
65536                  16.06
131072                 30.95
262144                 59.74
524288                115.18
1048576               241.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.61
2                       0.62
4                       0.60
8                       0.62
16                      0.62
32                      0.64
64                      0.65
128                     1.01
256                     0.91
512                     1.14
1024                    1.21
2048                    1.40
4096                    2.00
8192                    3.14
16384                   5.16
32768                   8.77
65536                  15.88
131072                 29.18
262144                 54.28
524288                106.56
1048576               228.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.71
4                       0.73
8                       0.71
16                      0.75
32                      0.70
64                      0.68
128                     0.68
256                     0.75
512                     1.10
1024                    1.18
2048                    1.33
4096                    1.93
8192                    2.96
16384                   5.18
32768                   8.72
65536                  15.43
131072                 29.40
262144                 55.23
524288                107.64
1048576               227.14
