
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.73
4                       0.72
8                       0.81
16                      0.69
32                      0.69
64                      0.66
128                     0.71
256                     0.87
512                     1.18
1024                    1.18
2048                    1.41
4096                    1.57
8192                    2.29
16384                   4.08
32768                   7.33
65536                  13.34
131072                 25.98
262144                 50.74
524288                102.16
1048576               222.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.61
4                       0.62
8                       0.61
16                      0.63
32                      0.68
64                      0.67
128                     0.72
256                     0.74
512                     1.05
1024                    1.13
2048                    1.29
4096                    1.49
8192                    2.15
16384                   3.69
32768                   6.47
65536                  11.64
131072                 22.83
262144                 44.17
524288                 88.37
1048576               207.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.72
4                       0.68
8                       0.73
16                      0.77
32                      0.67
64                      0.65
128                     0.71
256                     0.84
512                     1.07
1024                    1.22
2048                    1.43
4096                    1.56
8192                    2.17
16384                   3.55
32768                   6.31
65536                  11.74
131072                 22.83
262144                 44.37
524288                 89.21
1048576               208.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.69
4                       0.83
8                       0.73
16                      0.79
32                      0.69
64                      0.67
128                     0.77
256                     0.97
512                     1.11
1024                    1.19
2048                    1.43
4096                    1.53
8192                    2.21
16384                   3.86
32768                   6.48
65536                  12.10
131072                 23.28
262144                 44.82
524288                 89.53
1048576               208.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.71
4                       0.72
8                       0.73
16                      0.72
32                      0.66
64                      0.67
128                     0.72
256                     0.79
512                     1.22
1024                    1.21
2048                    1.43
4096                    1.53
8192                    2.22
16384                   3.94
32768                   7.12
65536                  13.18
131072                 25.71
262144                 50.08
524288                101.27
1048576               225.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.64
4                       0.65
8                       0.68
16                      0.64
32                      0.65
64                      0.63
128                     0.80
256                     0.71
512                     1.17
1024                    1.25
2048                    1.44
4096                    1.56
8192                    2.16
16384                   3.71
32768                   6.67
65536                  11.64
131072                 22.97
262144                 44.70
524288                 89.48
1048576               208.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.67
4                       0.66
8                       0.66
16                      0.64
32                      0.63
64                      0.64
128                     0.81
256                     0.75
512                     1.23
1024                    1.20
2048                    1.41
4096                    1.52
8192                    2.32
16384                   4.03
32768                   7.24
65536                  13.31
131072                 25.58
262144                 50.50
524288                101.41
1048576               224.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.67
4                       0.59
8                       0.61
16                      0.60
32                      0.60
64                      0.62
128                     0.67
256                     0.81
512                     1.02
1024                    1.14
2048                    1.31
4096                    1.46
8192                    2.15
16384                   3.70
32768                   6.56
65536                  11.89
131072                 22.89
262144                 43.83
524288                 88.48
1048576               207.05

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.76
2                       0.79
4                       0.72
8                       0.79
16                      0.79
32                      0.67
64                      0.64
128                     0.68
256                     0.73
512                     1.16
1024                    1.22
2048                    1.42
4096                    1.54
8192                    2.16
16384                   3.79
32768                   6.91
65536                  12.13
131072                 23.26
262144                 45.05
524288                 89.52
1048576               204.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.75
2                       0.79
4                       0.72
8                       0.74
16                      0.77
32                      0.67
64                      0.69
128                     0.79
256                     0.85
512                     1.23
1024                    1.24
2048                    1.41
4096                    1.54
8192                    2.19
16384                   3.70
32768                   6.50
65536                  11.59
131072                 22.99
262144                 45.12
524288                 89.88
1048576               207.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.71
2                       0.73
4                       0.66
8                       0.65
16                      0.71
32                      0.66
64                      0.68
128                     0.69
256                     0.76
512                     1.06
1024                    1.21
2048                    1.36
4096                    1.52
8192                    2.23
16384                   3.85
32768                   6.54
65536                  12.09
131072                 22.98
262144                 44.95
524288                 89.37
1048576               205.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.64
4                       0.66
8                       0.73
16                      0.65
32                      0.65
64                      0.66
128                     0.69
256                     0.72
512                     1.14
1024                    1.21
2048                    1.41
4096                    1.54
8192                    2.15
16384                   3.68
32768                   6.51
65536                  12.14
131072                 23.00
262144                 44.17
524288                 90.10
1048576               202.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.70
4                       0.74
8                       0.77
16                      0.67
32                      0.67
64                      0.65
128                     0.69
256                     0.78
512                     1.15
1024                    1.15
2048                    1.43
4096                    1.51
8192                    2.38
16384                   4.15
32768                   7.30
65536                  13.59
131072                 26.23
262144                 51.68
524288                101.99
1048576               224.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.73
4                       0.64
8                       0.75
16                      0.73
32                      0.69
64                      0.64
128                     0.73
256                     0.68
512                     1.00
1024                    1.19
2048                    1.39
4096                    1.50
8192                    2.19
16384                   3.83
32768                   6.52
65536                  12.18
131072                 22.98
262144                 45.47
524288                 89.14
1048576               209.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.79
4                       0.79
8                       0.77
16                      0.75
32                      0.66
64                      0.66
128                     0.73
256                     0.76
512                     1.16
1024                    1.15
2048                    1.36
4096                    1.49
8192                    2.22
16384                   3.79
32768                   6.33
65536                  12.16
131072                 22.95
262144                 44.91
524288                 89.40
1048576               207.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.72
4                       0.68
8                       0.70
16                      0.74
32                      0.70
64                      0.68
128                     0.75
256                     0.85
512                     1.06
1024                    1.18
2048                    1.36
4096                    1.54
8192                    2.14
16384                   3.66
32768                   6.77
65536                  11.93
131072                 23.36
262144                 44.67
524288                 89.60
1048576               209.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.74
4                       0.77
8                       0.76
16                      0.75
32                      0.66
64                      0.66
128                     0.90
256                     0.71
512                     1.18
1024                    1.16
2048                    1.32
4096                    1.41
8192                    2.17
16384                   3.70
32768                   6.56
65536                  11.72
131072                 23.24
262144                 45.30
