
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.64
4                       0.64
8                       0.69
16                      0.63
32                      0.67
64                      0.65
128                     0.70
256                     0.81
512                     1.19
1024                    1.19
2048                    1.34
4096                    1.61
8192                    2.09
16384                   3.43
32768                   6.11
65536                  10.90
131072                 21.19
262144                 41.09
524288                 81.30
1048576               164.22

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.70
4                       0.67
8                       0.78
16                      0.73
32                      0.65
64                      0.67
128                     0.70
256                     0.76
512                     1.08
1024                    1.18
2048                    1.35
4096                    1.59
8192                    2.01
16384                   3.21
32768                   5.81
65536                  10.66
131072                 21.06
262144                 40.93
524288                 81.17
1048576               165.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.79
4                       0.71
8                       0.79
16                      0.67
32                      0.66
64                      0.66
128                     0.82
256                     0.84
512                     1.05
1024                    1.16
2048                    1.34
4096                    1.62
8192                    2.01
16384                   3.39
32768                   6.13
65536                  11.23
131072                 20.96
262144                 40.68
524288                 82.09
1048576               164.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.72
4                       0.66
8                       0.68
16                      0.63
32                      0.66
64                      0.67
128                     0.78
256                     0.87
512                     1.12
1024                    1.13
2048                    1.31
4096                    1.58
8192                    2.14
16384                   3.76
32768                   6.66
65536                  12.52
131072                 23.24
262144                 46.26
524288                 90.99
1048576               177.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.62
4                       0.62
8                       0.64
16                      0.62
32                      0.65
64                      0.63
128                     0.77
256                     0.86
512                     1.08
1024                    1.14
2048                    1.35
4096                    1.61
8192                    2.10
16384                   3.73
32768                   6.61
65536                  11.98
131072                 22.96
262144                 44.86
524288                 88.70
1048576               171.50

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.73
4                       0.66
8                       0.71
16                      0.73
32                      0.71
64                      0.66
128                     0.83
256                     0.89
512                     1.16
1024                    1.16
2048                    1.36
4096                    1.59
8192                    2.06
16384                   3.44
32768                   6.13
65536                  11.06
131072                 21.16
262144                 41.78
524288                 82.23
1048576               163.47

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.62
2                       0.68
4                       0.63
8                       0.63
16                      0.64
32                      0.64
64                      0.63
128                     0.89
256                     0.75
512                     0.97
1024                    1.14
2048                    1.34
4096                    1.59
8192                    2.05
16384                   3.42
32768                   6.15
65536                  11.11
131072                 21.27
262144                 41.52
524288                 82.16
1048576               161.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.62
4                       0.62
8                       0.63
16                      0.61
32                      0.67
64                      0.64
128                     0.66
256                     0.78
512                     1.13
1024                    1.25
2048                    1.31
4096                    1.58
8192                    2.12
16384                   3.38
32768                   6.17
65536                  10.74
131072                 21.11
262144                 41.51
524288                 82.19
1048576               164.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.77
4                       0.72
8                       0.77
16                      0.72
32                      0.69
64                      0.80
128                     0.83
256                     0.86
512                     1.15
1024                    1.19
2048                    1.37
4096                    1.64
8192                    2.13
16384                   3.94
32768                   6.63
65536                  12.14
131072                 22.61
262144                 43.83
524288                 87.40
1048576               173.56

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.68
2                       0.70
4                       0.67
8                       0.66
16                      0.72
32                      0.66
64                      0.65
128                     0.67
256                     0.71
512                     1.12
1024                    1.14
2048                    1.31
4096                    1.56
8192                    2.08
16384                   3.60
32768                   6.92
65536                  12.22
131072                 22.67
262144                 44.97
524288                 88.33
1048576               175.27

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.62
2                       0.67
4                       0.66
8                       0.63
16                      0.63
32                      0.61
64                      0.61
128                     0.66
256                     0.70
512                     1.05
1024                    1.12
2048                    1.32
4096                    1.51
8192                    1.98
16384                   3.29
32768                   5.90
65536                  10.94
131072                 21.11
262144                 41.25
524288                 82.73
1048576               166.17

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.66
2                       0.70
4                       0.69
8                       0.69
16                      0.66
32                      0.62
64                      0.62
128                     0.72
256                     0.82
512                     1.05
1024                    1.20
2048                    1.40
4096                    1.66
8192                    2.11
16384                   3.65
32768                   5.99
65536                  11.10
131072                 21.76
262144                 42.15
524288                 84.18
1048576               166.76

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.79
4                       0.70
8                       0.75
16                      0.76
32                      0.70
64                      0.70
128                     0.69
256                     0.79
512                     1.15
1024                    1.19
2048                    1.37
4096                    1.62
8192                    2.06
16384                   3.41
32768                   6.10
65536                  11.09
131072                 20.85
262144                 41.24
524288                 79.72
1048576               162.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.62
2                       0.67
4                       0.69
8                       0.70
16                      0.65
32                      0.66
64                      0.66
128                     0.69
256                     0.91
512                     1.04
1024                    1.20
2048                    1.36
4096                    1.64
8192                    2.03
16384                   3.33
32768                   6.28
65536                  11.08
131072                 20.87
262144                 41.01
524288                 81.67
1048576               166.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.72
2                       0.78
4                       0.69
8                       0.77
16                      0.79
32                      0.69
64                      0.65
128                     0.70
256                     0.87
512                     1.05
1024                    1.12
2048                    1.35
4096                    1.63
8192                    2.16
16384                   3.92
32768                   6.99
65536                  12.59
131072                 23.34
262144                 46.65
524288                 91.66
1048576               176.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.67
4                       0.62
8                       0.63
16                      0.66
32                      0.64
64                      0.64
128                     0.66
256                     0.70
512                     1.01
1024                    1.14
2048                    1.35
4096                    1.57
8192                    1.93
16384                   3.20
32768                   5.94
65536                  10.67
131072                 20.34
262144                 40.45
524288                 81.12
1048576               164.59

