
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.49
4                       0.52
8                       0.36
16                      0.47
32                      0.39
64                      0.41
128                     0.54
256                     0.92
512                     0.92
1024                    0.91
2048                    1.13
4096                    1.52
8192                    2.00
16384                   3.19
32768                   5.66
65536                  10.49
131072                 19.77
262144                 39.12
524288                 78.41
1048576               158.00

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.49
4                       0.39
8                       0.37
16                      0.39
32                      0.41
64                      0.41
128                     0.52
256                     0.85
512                     0.95
1024                    1.05
2048                    1.18
4096                    1.61
8192                    2.14
16384                   3.57
32768                   6.53
65536                  11.75
131072                 22.10
262144                 43.08
524288                 86.40
1048576               169.28

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.51
4                       0.42
8                       0.41
16                      0.44
32                      0.42
64                      0.45
128                     0.57
256                     0.90
512                     1.08
1024                    1.00
2048                    1.18
4096                    1.60
8192                    2.04
16384                   3.22
32768                   5.81
65536                  10.53
131072                 20.36
262144                 39.54
524288                 79.03
1048576               155.50

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.48
4                       0.53
8                       0.38
16                      0.36
32                      0.58
64                      0.51
128                     0.49
256                     0.70
512                     0.98
1024                    0.90
2048                    1.17
4096                    1.56
8192                    2.05
16384                   3.33
32768                   5.83
65536                  10.56
131072                 20.34
262144                 39.15
524288                 78.61
1048576               159.86

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.46
4                       0.35
8                       0.35
16                      0.35
32                      0.40
64                      0.39
128                     0.52
256                     0.72
512                     0.89
1024                    0.91
2048                    1.14
4096                    1.57
8192                    2.03
16384                   3.25
32768                   5.78
65536                  10.52
131072                 20.21
262144                 39.72
524288                 79.00
1048576               159.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.46
4                       0.32
8                       0.40
16                      0.44
32                      0.39
64                      0.36
128                     0.57
256                     0.70
512                     1.04
1024                    0.96
2048                    1.21
4096                    1.51
8192                    1.98
16384                   3.31
32768                   5.70
65536                  10.49
131072                 19.69
262144                 38.69
524288                 77.77
1048576               159.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.44
4                       0.38
8                       0.38
16                      0.48
32                      0.42
64                      0.53
128                     0.51
256                     0.80
512                     0.97
1024                    1.06
2048                    1.31
4096                    1.69
8192                    2.16
16384                   3.64
32768                   6.48
65536                  11.86
131072                 22.49
262144                 44.24
524288                 87.25
1048576               170.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.50
4                       0.45
8                       0.39
16                      0.40
32                      0.42
64                      0.42
128                     0.56
256                     0.68
512                     0.93
1024                    0.98
2048                    1.18
4096                    1.59
8192                    2.07
16384                   3.30
32768                   5.76
65536                  10.63
131072                 20.24
262144                 39.80
524288                 78.98
1048576               159.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.49
4                       0.39
8                       0.36
16                      0.38
32                      0.38
64                      0.38
128                     0.54
256                     0.66
512                     0.99
1024                    0.95
2048                    1.07
4096                    1.51
8192                    2.01
16384                   3.47
32768                   5.78
65536                  10.69
131072                 19.95
262144                 39.16
524288                 78.35
1048576               159.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.47
4                       0.50
8                       0.38
16                      0.38
32                      0.42
64                      0.44
128                     0.55
256                     0.78
512                     0.93
1024                    0.93
2048                    1.12
4096                    1.57
8192                    2.03
16384                   3.26
32768                   5.86
65536                  10.58
131072                 19.57
262144                 39.29
524288                 78.46
1048576               159.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.33
2                       0.49
4                       0.33
8                       0.34
16                      0.33
32                      0.36
64                      0.38
128                     0.64
256                     0.78
512                     0.97
1024                    1.00
2048                    1.15
4096                    1.60
8192                    2.10
16384                   3.41
32768                   5.95
65536                  10.43
131072                 20.16
262144                 39.19
524288                 78.29
1048576               157.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.43
4                       0.43
8                       0.41
16                      0.37
32                      0.40
64                      0.42
128                     0.59
256                     0.75
512                     0.92
1024                    1.03
2048                    1.27
4096                    1.64
8192                    2.15
16384                   3.61
32768                   6.59
65536                  11.94
131072                 22.23
262144                 43.79
524288                 86.93
1048576               165.23

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.42
2                       0.46
4                       0.40
8                       0.39
16                      0.56
32                      0.46
64                      0.41
128                     0.57
256                     0.76
512                     1.06
1024                    0.93
2048                    1.12
4096                    1.60
8192                    2.08
16384                   3.58
32768                   6.59
65536                  11.71
131072                 21.80
262144                 43.40
524288                 85.93
1048576               169.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.55
4                       0.42
8                       0.40
16                      0.41
32                      0.45
64                      0.44
128                     0.66
256                     0.82
512                     0.95
1024                    0.90
2048                    1.12
4096                    1.56
8192                    2.07
16384                   3.33
