
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
32768                   5.86
65536                  10.59
131072                 20.01
262144                 39.39
524288                 78.68
1048576               157.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.50
4                       0.38
8                       0.37
16                      0.36
32                      0.37
64                      0.36
128                     0.53
256                     0.76
512                     0.96
1024                    1.04
2048                    1.14
4096                    1.53
8192                    1.99
16384                   3.25
32768                   5.97
65536                  10.37
131072                 20.20
262144                 39.51
524288                 78.64
1048576               154.16

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.46
4                       0.33
8                       0.33
16                      0.34
32                      0.57
64                      0.38
128                     0.52
256                     0.92
512                     1.02
1024                    1.08
2048                    1.14
4096                    1.64
8192                    2.08
16384                   3.28
32768                   5.80
65536                  10.48
131072                 19.92
262144                 39.83
524288                 78.35
1048576               159.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.48
4                       0.37
8                       0.35
16                      0.39
32                      0.42
64                      0.45
128                     0.52
256                     0.79
512                     1.11
1024                    1.11
2048                    1.15
4096                    1.57
8192                    2.10
16384                   3.29
32768                   5.79
65536                  10.19
131072                 19.79
262144                 39.53
524288                 78.77
1048576               159.21

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.50
4                       0.46
8                       0.39
16                      0.39
32                      0.42
64                      0.41
128                     0.56
256                     0.91
512                     0.99
1024                    0.95
2048                    1.11
4096                    1.53
8192                    2.04
16384                   3.44
32768                   5.78
65536                  10.67
131072                 19.89
262144                 39.68
524288                 78.76
1048576               159.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.47
4                       0.36
8                       0.37
16                      0.35
32                      0.40
64                      0.40
128                     0.64
256                     0.71
512                     0.95
1024                    0.92
2048                    1.12
4096                    1.57
8192                    2.00
16384                   3.54
32768                   6.43
65536                  11.96
131072                 22.11
262144                 43.33
524288                 86.74
1048576               171.67

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.51
4                       0.39
8                       0.41
16                      0.39
32                      0.42
64                      0.42
128                     0.58
256                     0.68
512                     1.02
1024                    0.95
2048                    1.16
4096                    1.57
8192                    1.99
16384                   3.24
32768                   5.88
65536                  10.67
131072                 20.24
262144                 39.75
524288                 78.75
1048576               158.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.48
4                       0.38
8                       0.36
16                      0.45
32                      0.42
64                      0.37
128                     0.56
256                     0.82
512                     0.99
1024                    0.95
2048                    1.13
4096                    1.58
8192                    2.08
16384                   3.32
32768                   5.83
65536                  10.40
131072                 20.07
262144                 39.53
524288                 78.72
1048576               158.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.46
4                       0.35
8                       0.42
16                      0.35
32                      0.37
64                      0.40
128                     0.52
256                     0.80
512                     1.00
1024                    0.92
2048                    1.17
4096                    1.49
8192                    2.02
16384                   3.22
32768                   5.78
65536                  10.50
131072                 20.20
262144                 39.61
524288                 86.46
1048576               167.32

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.47
4                       0.43
8                       0.35
16                      0.39
32                      0.44
64                      0.46
128                     0.55
256                     0.75
512                     1.01
1024                    0.89
2048                    1.15
4096                    1.57
8192                    2.11
16384                   3.30
32768                   5.84
65536                  10.57
131072                 20.24
262144                 39.71
524288                 78.51
1048576               159.03

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.50
4                       0.40
8                       0.40
16                      0.47
32                      0.45
64                      0.43
128                     0.57
256                     0.79
512                     1.03
1024                    0.98
2048                    1.15
4096                    1.59
8192                    2.09
16384                   3.36
32768                   5.81
65536                  10.49
131072                 20.12
262144                 39.66
524288                 78.87
1048576               158.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.47
4                       0.36
8                       0.39
16                      0.37
32                      0.39
64                      0.39
128                     0.58
256                     0.69
512                     1.00
1024                    0.94
2048                    1.13
4096                    1.57
8192                    2.06
16384                   3.21
32768                   5.82
65536                  10.39
131072                 19.92
262144                 39.10
524288                 78.19
1048576               158.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.65
4                       0.39
8                       0.43
16                      0.44
32                      0.42
64                      0.41
128                     0.55
256                     0.72
512                     1.01
1024                    0.89
2048                    1.14
4096                    1.51
8192                    1.99
16384                   3.32
32768                   5.77
65536                  10.55
131072                 20.23
262144                 39.45
524288                 78.75
1048576               159.02

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.51
4                       0.48
8                       0.38
16                      0.37
32                      0.41
64                      0.49
128                     0.54
256                     0.68
512                     1.05
1024                    0.98
2048                    1.20
4096                    1.61
8192                    2.07
16384                   3.26
32768                   5.85
65536                  11.53
131072                 22.51
262144                 44.19
524288                 87.26
1048576               167.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.50
4                       0.39
8                       0.39
16                      0.40
32                      0.42
64                      0.41
128                     0.57
256                     0.82
512                     0.99
1024                    1.02
2048                    1.17
4096                    1.59
8192                    2.08
16384                   3.30
32768                   5.84
65536                  10.44
131072                 20.11
262144                 39.36
524288                 78.64
1048576               158.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.46
4                       0.36
8                       0.36
16                      0.36
32                      0.38
64                      0.39
128                     0.52
256                     0.87
512                     1.02
1024                    0.92
2048                    1.12
4096                    1.56
8192                    2.04
16384                   3.32
32768                   5.81
65536                  10.57
131072                 20.27
262144                 39.35
524288                 78.69
1048576               160.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.51
4                       0.42
8                       0.53
16                      0.58
32                      0.43
64                      0.43
128                     0.60
256                     0.72
512                     0.99
1024                    0.96
2048                    1.20
4096                    1.56
8192                    2.00
16384                   3.28
32768                   5.69
65536                  10.56
131072                 20.39
262144                 39.77
524288                 78.66
1048576               159.78
