
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.94
4                       0.93
8                       0.91
16                      0.99
32                      0.97
64                      0.96
128                     0.68
256                     0.71
512                     1.07
1024                    1.22
2048                    1.33
4096                    1.43
8192                    2.15
16384                   3.68
32768                   6.29
65536                  10.99
131072                 20.51
262144                 38.12
524288                 76.82
1048576               158.70

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.66
4                       0.66
8                       0.65
16                      0.66
32                      0.68
64                      0.69
128                     0.76
256                     0.74
512                     1.14
1024                    1.12
2048                    1.33
4096                    1.51
8192                    2.33
16384                   3.88
32768                   6.79
65536                  12.10
131072                 22.81
262144                 44.51
524288                 87.44
1048576               169.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.64
2                       0.77
4                       0.68
8                       0.73
16                      0.74
32                      0.63
64                      0.66
128                     0.73
256                     0.70
512                     0.98
1024                    1.16
2048                    1.28
4096                    1.43
8192                    2.24
16384                   3.58
32768                   6.28
65536                  10.68
131072                 20.04
262144                 38.49
524288                 86.57
1048576               170.25

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.70
4                       0.72
8                       0.69
16                      0.69
32                      0.67
64                      0.66
128                     0.67
256                     0.82
512                     1.16
1024                    1.19
2048                    1.38
4096                    1.53
8192                    2.28
16384                   3.62
32768                   6.29
65536                  10.76
131072                 19.77
262144                 38.74
524288                 77.54
1048576               158.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.73
4                       0.66
8                       0.69
16                      0.70
32                      0.64
64                      0.65
128                     0.81
256                     0.70
512                     1.17
1024                    1.12
2048                    1.34
4096                    1.47
8192                    2.23
16384                   3.92
32768                   6.18
65536                  11.03
131072                 20.04
262144                 38.06
524288                 77.32
1048576               157.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.70
2                       0.79
4                       0.73
8                       0.77
16                      0.70
32                      0.67
64                      0.67
128                     0.70
256                     0.72
512                     1.12
1024                    1.19
2048                    1.38
4096                    1.56
8192                    2.36
16384                   3.82
32768                   6.90
65536                  12.10
131072                 22.61
262144                 44.02
524288                 86.80
1048576               170.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.78
2                       0.89
4                       0.84
8                       0.85
16                      0.75
32                      0.66
64                      0.67
128                     0.79
256                     0.85
512                     1.17
1024                    1.22
2048                    1.36
4096                    1.48
8192                    2.20
16384                   3.76
32768                   6.24
65536                  10.69
131072                 19.89
262144                 38.47
524288                 77.38
1048576               157.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.67
4                       0.65
8                       0.74
16                      0.71
32                      0.65
64                      0.65
128                     0.77
256                     0.85
512                     1.20
1024                    1.19
2048                    1.35
4096                    1.47
8192                    2.26
16384                   3.87
32768                   6.02
65536                  10.55
131072                 20.05
262144                 37.73
524288                 75.76
1048576               156.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.69
2                       0.73
4                       0.74
8                       0.73
16                      0.71
32                      0.60
64                      0.61
128                     0.63
256                     0.69
512                     0.99
1024                    1.11
2048                    1.27
4096                    1.43
8192                    2.24
16384                   3.60
32768                   6.15
65536                  10.94
131072                 22.16
262144                 42.50
524288                 86.08
1048576               171.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.70
4                       0.71
8                       0.69
16                      0.67
32                      0.67
64                      0.65
128                     0.67
256                     0.72
512                     1.03
1024                    1.13
2048                    1.30
4096                    1.46
8192                    2.23
16384                   3.55
32768                   6.54
65536                  10.68
131072                 20.46
262144                 38.84
524288                 77.49
1048576               158.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.99
2                       1.01
4                       1.00
8                       1.05
16                      1.02
32                      1.11
64                      1.05
128                     0.85
256                     0.88
512                     1.18
1024                    1.22
2048                    1.42
4096                    1.60
8192                    2.31
16384                   3.80
32768                   6.82
65536                  12.25
131072                 22.88
262144                 44.18
524288                 86.55
1048576               166.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.58
2                       0.64
4                       0.62
8                       0.62
16                      0.61
32                      0.60
64                      0.64
128                     0.62
256                     0.65
512                     1.16
1024                    1.11
2048                    1.32
4096                    1.46
8192                    2.28
16384                   3.73
32768                   6.21
65536                  10.93
131072                 20.40
262144                 39.29
524288                 77.52
1048576               157.94

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.63
2                       0.67
4                       0.61
8                       0.60
16                      0.73
32                      0.61
64                      0.63
128                     0.64
256                     0.71
512                     1.11
1024                    1.17
2048                    1.33
4096                    1.54
8192                    2.29
16384                   3.65
32768                   6.28
65536                  10.79
131072                 20.25
262144                 38.70
524288                 77.71
1048576               158.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.71
2                       0.85
4                       0.80
8                       0.85
16                      0.86
32                      0.78
64                      0.75
128                     0.85
256                     0.88
512                     1.15
1024                    1.26
2048                    1.47
4096                    1.64
8192                    2.43
16384                   3.92
32768                   6.26
65536                  11.11
131072                 20.52
262144                 39.83
524288                 77.77
1048576               158.28
