
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
2                       0.49
4                       0.41
8                       0.39
16                      0.41
32                      0.40
64                      0.40
128                     0.65
256                     0.68
512                     0.98
1024                    0.95
2048                    1.14
4096                    1.60
8192                    2.20
16384                   3.69
32768                   6.88
65536                  13.03
131072                 25.22
262144                 49.52
524288                 97.84
1048576               187.16

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.49
4                       0.36
8                       0.40
16                      0.43
32                      0.45
64                      0.41
128                     0.59
256                     0.70
512                     1.08
1024                    1.04
2048                    1.12
4096                    1.41
8192                    2.12
16384                   3.46
32768                   6.87
65536                  12.53
131072                 24.33
262144                 47.63
524288                 93.52
1048576               176.70

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.43
4                       0.40
8                       0.37
16                      0.37
32                      0.43
64                      0.39
128                     0.56
256                     0.77
512                     0.94
1024                    0.90
2048                    1.07
4096                    1.40
8192                    2.11
16384                   3.70
32768                   6.66
65536                  12.43
131072                 24.16
262144                 48.97
524288                 98.79
1048576               189.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.42
2                       0.46
4                       0.38
8                       0.44
16                      0.43
32                      0.39
64                      0.46
128                     0.56
256                     0.85
512                     0.99
1024                    0.95
2048                    1.21
4096                    1.46
8192                    2.22
16384                   3.60
32768                   7.03
65536                  12.56
131072                 24.73
262144                 47.94
524288                 95.34
1048576               184.35

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.43
4                       0.37
8                       0.37
16                      0.37
32                      0.42
64                      0.41
128                     0.63
256                     0.80
512                     0.99
1024                    1.02
2048                    1.19
4096                    1.51
8192                    2.32
16384                   3.67
32768                   6.96
65536                  13.13
131072                 25.50
262144                 49.57
524288                 98.79
1048576               193.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.31
2                       0.45
4                       0.30
8                       0.31
16                      0.36
32                      0.37
64                      0.50
128                     0.61
256                     0.65
512                     1.02
1024                    0.93
2048                    1.18
4096                    1.50
8192                    2.31
16384                   3.89
32768                   6.90
65536                  12.95
131072                 24.58
262144                 48.57
524288                 95.42
1048576               188.19
