
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1024                    1.00
2048                    1.21
4096                    1.47
8192                    2.13
16384                   3.41
32768                   6.36
65536                  11.41
131072                 21.19
262144                 41.58
524288                 85.47
1048576               171.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.47
4                       0.37
8                       0.37
16                      0.48
32                      0.43
64                      0.41
128                     0.56
256                     0.93
512                     1.02
1024                    1.10
2048                    1.26
4096                    1.53
8192                    2.35
16384                   3.71
32768                   7.03
65536                  13.05
131072                 25.04
262144                 49.52
524288                 99.29
1048576               186.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.51
4                       0.39
8                       0.42
16                      0.40
32                      0.41
64                      0.48
128                     0.59
256                     0.83
512                     1.01
1024                    0.92
2048                    1.20
4096                    1.47
8192                    2.17
16384                   3.60
32768                   6.67
65536                  12.45
131072                 23.92
262144                 47.60
524288                 93.09
1048576               178.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.45
4                       0.36
8                       0.43
16                      0.41
32                      0.38
64                      0.37
128                     0.56
256                     0.90
512                     1.08
1024                    0.92
2048                    1.15
4096                    1.46
8192                    2.06
16384                   3.63
32768                   6.77
65536                  12.22
131072                 23.50
262144                 47.25
524288                 92.37
1048576               177.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.52
4                       0.38
8                       0.41
16                      0.48
32                      0.44
64                      0.41
128                     0.62
256                     0.82
512                     1.10
1024                    0.92
2048                    1.11
4096                    1.45
8192                    2.17
16384                   3.68
32768                   6.50
65536                  12.14
131072                 23.60
262144                 46.29
524288                 91.75
1048576               173.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.46
4                       0.38
8                       0.44
16                      0.36
32                      0.39
64                      0.41
128                     0.55
256                     0.88
512                     0.97
1024                    0.91
2048                    1.13
4096                    1.44
8192                    2.22
16384                   3.54
32768                   6.74
65536                  12.40
131072                 24.54
262144                 47.57
524288                 94.05
1048576               182.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.55
4                       0.43
8                       0.41
16                      0.49
32                      0.46
64                      0.44
128                     0.56
256                     0.70
512                     0.93
1024                    0.96
2048                    1.23
4096                    1.43
8192                    2.20
16384                   3.50
32768                   6.64
65536                  12.29
131072                 24.32
262144                 47.95
524288                 93.55
1048576               183.29

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.35
2                       0.49
4                       0.35
8                       0.35
16                      0.40
32                      0.37
64                      0.42
128                     0.58
256                     0.86
512                     1.05
1024                    1.05
2048                    1.23
4096                    1.63
8192                    2.33
16384                   3.83
32768                   7.03
65536                  13.17
131072                 25.15
262144                 49.24
524288                 99.17
1048576               188.05

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.50
4                       0.36
8                       0.39
16                      0.35
32                      0.39
64                      0.37
128                     0.56
256                     0.84
512                     0.96
1024                    1.02
2048                    1.16
4096                    1.47
8192                    2.12
16384                   3.47
32768                   6.61
65536                  12.38
131072                 23.99
262144                 46.96
524288                 93.28
1048576               180.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.40
4                       0.35
8                       0.36
16                      0.41
32                      0.43
64                      0.41
128                     0.54
256                     0.66
512                     0.92
1024                    0.90
2048                    1.10
4096                    1.48
8192                    2.09
16384                   3.55
32768                   6.60
65536                  12.29
131072                 23.60
262144                 45.52
524288                 91.05
1048576               179.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.39
2                       0.50
4                       0.37
8                       0.42
16                      0.37
32                      0.40
64                      0.38
128                     0.47
256                     0.90
512                     0.91
1024                    1.01
2048                    1.19
4096                    1.40
8192                    2.10
16384                   3.53
32768                   6.67
65536                  12.36
131072                 24.19
262144                 47.44
524288                 93.56
1048576               183.22

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.50
4                       0.38
8                       0.37
16                      0.40
32                      0.41
64                      0.44
128                     0.58
256                     0.79
512                     1.02
1024                    0.97
2048                    1.20
4096                    1.46
8192                    2.33
16384                   3.70
32768                   7.05
65536                  13.21
131072                 25.33
262144                 49.54
524288                 99.03
1048576               193.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.49
4                       0.38
8                       0.44
16                      0.47
32                      0.43
64                      0.41
128                     0.54
256                     0.96
512                     0.94
1024                    0.92
2048                    1.09
4096                    1.41
8192                    2.13
16384                   3.42
32768                   6.82
65536                  12.49
131072                 24.97
262144                 48.00
524288                 94.41
1048576               183.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.48
4                       0.40
8                       0.43
16                      0.45
32                      0.58
64                      0.52
128                     0.57
256                     0.86
512                     1.05
1024                    0.94
2048                    1.12
4096                    1.41
8192                    2.15
16384                   3.50
32768                   6.60
65536                  12.73
131072                 24.86
262144                 48.22
524288                 95.72
1048576               187.35

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.55
4                       0.37
8                       0.49
16                      0.36
32                      0.41
64                      0.39
128                     0.57
256                     0.75
512                     0.99
1024                    1.02
2048                    1.13
4096                    1.36
8192                    2.12
16384                   3.51
32768                   6.71
65536                  12.42
131072                 24.30
262144                 47.44
524288                 92.94
1048576               179.47

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.43
4                       0.34
8                       0.35
16                      0.35
32                      0.36
64                      0.37
128                     0.51
256                     0.65
512                     0.93
1024                    0.96
2048                    1.17
4096                    1.46
8192                    2.30
16384                   4.02
32768                   6.99
65536                  13.02
131072                 25.31
262144                 49.40
524288                 97.88
1048576               188.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.33
2                       0.42
4                       0.34
8                       0.38
16                      0.33
32                      0.35
64                      0.48
128                     0.54
256                     0.74
512                     1.00
1024                    0.95
2048                    1.10
4096                    1.38
8192                    2.20
16384                   3.52
32768                   6.71
65536                  12.38
131072                 24.85
262144                 48.57
524288                 94.60
1048576               180.27

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.46
4                       0.46
8                       0.36
16                      0.35
32                      0.41
64                      0.41
128                     0.59
256                     0.88
512                     1.04
1024                    0.91
2048                    1.12
4096                    1.45
8192                    2.17
16384                   3.59
32768                   6.84
65536                  12.88
131072                 24.84
262144                 48.70
524288                 94.76
1048576               183.95

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.42
2                       0.47
4                       0.40
8                       0.38
16                      0.41
32                      0.43
64                      0.45
128                     0.55
256                     0.75
512                     1.03
1024                    0.95
2048                    1.21
4096                    1.54
8192                    2.37
16384                   3.83
32768                   7.02
65536                  13.11
131072                 25.45
262144                 49.41
524288                 98.63
1048576               189.29

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.37
2                       0.50
4                       0.36
8                       0.43
16                      0.36
32                      0.38
64                      0.41
128                     0.50
256                     0.75
512                     0.97
1024                    0.97
2048                    1.14
4096                    1.42
8192                    2.15
16384                   3.58
32768                   6.71
65536                  12.51
131072                 23.94
262144                 47.51
524288                 94.50
1048576               181.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.43
2                       0.47
4                       0.38
8                       0.38
16                      0.48
32                      0.40
64                      0.40
128                     0.56
256                     0.67
512                     1.02
1024                    0.92
2048                    1.12
4096                    1.36
8192                    2.11
16384                   3.49
32768                   6.69
65536                  12.50
131072                 24.02
262144                 47.13
524288                 92.88
1048576               187.84

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.43
4                       0.38
8                       0.39
16                      0.39
32                      0.43
64                      0.41
128                     0.57
256                     0.83
512                     0.95
1024                    0.90
2048                    1.12
4096                    1.43
8192                    2.22
16384                   3.54
32768                   6.74
65536                  12.52
131072                 24.53
262144                 48.16
524288                 96.02
1048576               186.95
