
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.40
2                       0.60
4                       0.38
8                       0.39
16                      0.38
32                      0.44
64                      0.40
128                     0.55
256                     0.80
512                     0.99
1024                    0.94
2048                    1.18
4096                    1.38
8192                    2.04
16384                   3.54
32768                   6.69
65536                  12.48
131072                 24.26
262144                 47.46
524288                 93.46
1048576               180.32

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.50
4                       0.41
8                       0.43
16                      0.43
32                      0.45
64                      0.44
128                     0.59
256                     0.73
512                     1.03
1024                    0.98
2048                    1.20
4096                    1.43
8192                    2.15
16384                   3.61
32768                   6.69
65536                  12.52
131072                 24.77
262144                 47.40
524288                 91.60
1048576               179.37

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.45
4                       0.37
8                       0.45
16                      0.38
32                      0.41
64                      0.38
128                     0.60
256                     0.71
512                     1.05
1024                    0.99
2048                    1.13
4096                    1.40
8192                    2.19
16384                   3.57
32768                   6.61
65536                  12.66
131072                 24.55
262144                 47.56
524288                 93.60
1048576               176.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.34
2                       0.41
4                       0.32
8                       0.33
16                      0.52
32                      0.36
64                      0.36
128                     0.49
256                     0.83
512                     1.03
1024                    0.88
2048                    1.10
4096                    1.40
8192                    2.06
16384                   3.47
32768                   6.45
65536                  12.29
131072                 23.32
262144                 46.57
524288                 90.91
1048576               178.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.43
2                       0.49
4                       0.41
8                       0.37
16                      0.42
32                      0.39
64                      0.39
128                     0.55
256                     0.80
512                     0.99
1024                    1.04
2048                    1.18
4096                    1.40
8192                    2.14
16384                   3.64
32768                   6.81
65536                  12.57
131072                 24.36
262144                 48.02
524288                 94.07
1048576               179.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.41
2                       0.49
4                       0.41
8                       0.44
16                      0.42
32                      0.46
64                      0.45
128                     0.61
256                     0.81
512                     1.03
1024                    0.91
2048                    1.14
4096                    1.42
8192                    2.28
16384                   3.84
32768                   7.00
65536                  12.41
131072                 24.67
262144                 47.37
524288                 94.47
1048576               180.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.38
2                       0.44
4                       0.38
8                       0.42
16                      0.45
32                      0.43
64                      0.42
128                     0.52
256                     0.82
512                     0.93
1024                    0.92
2048                    1.11
4096                    1.45
8192                    2.15
16384                   3.55
32768                   6.70
65536                  12.37
131072                 24.81
262144                 47.72
524288                 93.32
1048576               191.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.36
2                       0.43
4                       0.40
8                       0.40
16                      0.37
32                      0.40
64                      0.40
128                     0.53
256                     0.93
512                     1.04
1024                    0.97
2048                    1.12
4096                    1.39
8192                    2.15
16384                   3.44
32768                   6.50
65536                  12.43
131072                 24.67
262144                 47.26
524288                 96.22
1048576               187.65

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.40
4                       0.38
8                       0.41
16                      0.38
32                      0.39
64                      0.46
128                     0.53
256                     0.79
512                     0.97
