
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.76
001: 1 0.47
002: 1 0.46
003: 1 0.47
004: 1 0.47
005: 1 0.46
006: 1 0.46
007: 1 0.47
008: 1 0.46
009: 1 0.46
010: 1 0.47
011: 1 0.46
012: 1 0.47
013: 1 0.47
014: 1 0.46
015: 1 0.47
016: 1 0.46
017: 1 0.46
018: 1 0.48
019: 1 0.47
020: 1 0.46
021: 1 0.46
022: 1 0.46
023: 1 0.46
024: 1 0.44
025: 1 0.44
026: 1 0.44
027: 1 0.44
028: 1 0.44
029: 1 0.44
030: 1 0.44
031: 1 0.44
032: 1 0.44
033: 1 0.43
034: 1 0.44
035: 1 0.45
036: 1 0.45
037: 1 0.45
038: 1 0.45
039: 1 0.45
040: 1 0.44
041: 1 0.44
042: 1 0.45
1                       0.48
000: 2 1.79
001: 2 0.47
002: 2 0.46
003: 2 0.47
004: 2 0.48
005: 2 0.48
006: 2 0.47
007: 2 0.47
008: 2 0.48
009: 2 0.46
010: 2 0.47
011: 2 0.47
012: 2 0.48
013: 2 0.47
014: 2 0.47
015: 2 0.46
016: 2 0.47
017: 2 0.47
018: 2 0.47
019: 2 0.47
020: 2 0.47
021: 2 0.47
022: 2 0.46
023: 2 0.47
024: 2 0.44
025: 2 0.44
026: 2 0.44
027: 2 0.44
028: 2 0.44
029: 2 0.44
030: 2 0.44
031: 2 0.44
032: 2 0.44
033: 2 0.44
034: 2 0.44
035: 2 0.44
036: 2 0.44
037: 2 0.44
038: 2 0.44
039: 2 0.44
040: 2 0.44
041: 2 0.44
042: 2 0.44
2                       0.49
000: 4 1.76
001: 4 0.46
002: 4 0.46
003: 4 0.47
004: 4 0.46
005: 4 0.47
006: 4 0.46
007: 4 0.46
008: 4 0.47
009: 4 0.46
010: 4 0.46
011: 4 0.45
012: 4 0.46
013: 4 0.46
014: 4 0.46
015: 4 0.46
016: 4 0.46
017: 4 0.46
018: 4 0.46
019: 4 0.46
020: 4 0.46
021: 4 0.46
022: 4 0.46
023: 4 0.46
024: 4 0.45
025: 4 0.45
026: 4 0.45
027: 4 0.45
028: 4 0.45
029: 4 0.45
030: 4 0.45
031: 4 0.44
032: 4 0.45
033: 4 0.45
034: 4 0.45
035: 4 0.45
036: 4 0.45
037: 4 0.45
038: 4 0.45
039: 4 0.45
040: 4 0.45
041: 4 0.45
042: 4 0.45
4                       0.49
000: 8 1.75
001: 8 0.47
002: 8 0.46
003: 8 0.47
004: 8 0.47
005: 8 0.47
006: 8 0.46
007: 8 0.46
008: 8 0.47
009: 8 0.46
010: 8 0.46
011: 8 0.46
012: 8 0.46
013: 8 0.47
014: 8 0.46
015: 8 0.46
016: 8 0.46
017: 8 0.46
018: 8 0.46
019: 8 0.47
020: 8 0.47
021: 8 0.46
022: 8 0.46
023: 8 0.46
024: 8 0.43
025: 8 0.44
026: 8 0.43
027: 8 0.44
028: 8 0.43
029: 8 0.44
030: 8 0.44
031: 8 0.44
032: 8 0.44
033: 8 0.44
034: 8 0.44
035: 8 0.44
036: 8 0.44
037: 8 0.44
038: 8 0.44
039: 8 0.44
040: 8 0.44
041: 8 0.44
042: 8 0.44
8                       0.48
000: 16 1.74
001: 16 0.46
002: 16 0.45
003: 16 0.46
004: 16 0.46
005: 16 0.46
006: 16 0.45
007: 16 0.45
008: 16 0.46
009: 16 0.45
010: 16 0.45
011: 16 0.45
012: 16 0.46
013: 16 0.46
014: 16 0.45
015: 16 0.45
016: 16 0.45
017: 16 0.44
018: 16 0.46
019: 16 0.45
020: 16 0.45
021: 16 0.45
022: 16 0.45
023: 16 0.45
024: 16 0.43
025: 16 0.43
026: 16 0.43
027: 16 0.43
028: 16 0.43
029: 16 0.43
030: 16 0.43
031: 16 0.43
032: 16 0.43
033: 16 0.43
034: 16 0.43
035: 16 0.43
036: 16 0.44
037: 16 0.43
038: 16 0.43
039: 16 0.44
040: 16 0.43
041: 16 0.43
042: 16 0.44
16                      0.47
000: 32 1.77
001: 32 0.48
002: 32 0.47
003: 32 0.47
004: 32 0.48
005: 32 0.47
006: 32 0.47
007: 32 0.47
008: 32 0.47
009: 32 0.47
010: 32 0.48
011: 32 0.46
012: 32 0.46
013: 32 0.48
014: 32 0.47
015: 32 0.47
016: 32 0.47
017: 32 0.47
018: 32 0.47
019: 32 0.47
020: 32 0.47
021: 32 0.47
