
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.29
001: 1 0.43
002: 1 0.42
003: 1 0.42
004: 1 0.42
005: 1 0.42
006: 1 0.42
007: 1 0.42
008: 1 0.42
009: 1 0.41
010: 1 0.42
011: 1 0.41
012: 1 0.42
013: 1 0.42
014: 1 0.41
015: 1 0.41
016: 1 0.41
017: 1 0.41
018: 1 0.42
019: 1 0.42
020: 1 0.42
021: 1 0.41
022: 1 0.42
023: 1 0.41
024: 1 0.44
025: 1 0.43
1                       0.45
000: 2 1.29
001: 2 0.42
002: 2 0.42
003: 2 0.41
004: 2 0.41
005: 2 0.41
006: 2 0.41
007: 2 0.41
008: 2 0.42
009: 2 0.41
010: 2 0.41
011: 2 0.40
012: 2 0.41
013: 2 0.42
014: 2 0.41
015: 2 0.41
016: 2 0.41
017: 2 0.40
018: 2 0.42
019: 2 0.41
020: 2 0.42
021: 2 0.41
022: 2 0.41
023: 2 0.41
024: 2 0.43
025: 2 0.43
2                       0.45
000: 4 1.28
001: 4 0.41
002: 4 0.41
003: 4 0.41
004: 4 0.40
005: 4 0.41
006: 4 0.41
007: 4 0.41
008: 4 0.41
009: 4 0.41
010: 4 0.40
011: 4 0.40
012: 4 0.40
013: 4 0.41
014: 4 0.40
015: 4 0.41
016: 4 0.40
017: 4 0.40
018: 4 0.40
019: 4 0.41
020: 4 0.40
021: 4 0.40
022: 4 0.41
023: 4 0.40
024: 4 0.43
025: 4 0.42
4                       0.44
000: 8 1.28
001: 8 0.42
002: 8 0.42
003: 8 0.41
004: 8 0.40
005: 8 0.41
006: 8 0.41
007: 8 0.41
008: 8 0.40
009: 8 0.41
010: 8 0.41
011: 8 0.40
012: 8 0.41
013: 8 0.42
014: 8 0.40
015: 8 0.41
016: 8 0.41
017: 8 0.40
018: 8 0.41
019: 8 0.40
020: 8 0.41
021: 8 0.41
022: 8 0.41
023: 8 0.41
024: 8 0.44
025: 8 0.43
8                       0.44
000: 16 1.29
001: 16 0.43
002: 16 0.43
003: 16 0.42
004: 16 0.42
005: 16 0.42
006: 16 0.41
007: 16 0.42
008: 16 0.42
009: 16 0.41
010: 16 0.42
011: 16 0.41
012: 16 0.42
013: 16 0.42
014: 16 0.41
015: 16 0.41
016: 16 0.42
017: 16 0.41
018: 16 0.42
019: 16 0.41
020: 16 0.41
021: 16 0.41
022: 16 0.41
023: 16 0.41
024: 16 0.45
025: 16 0.44
16                      0.45
000: 32 1.29
001: 32 0.43
002: 32 0.43
003: 32 0.43
004: 32 0.42
005: 32 0.43
006: 32 0.42
007: 32 0.42
008: 32 0.43
009: 32 0.42
010: 32 0.44
011: 32 0.42
012: 32 0.43
013: 32 0.44
014: 32 0.42
015: 32 0.42
016: 32 0.42
017: 32 0.41
018: 32 0.43
019: 32 0.43
020: 32 0.42
021: 32 0.42
022: 32 0.43
023: 32 0.42
024: 32 0.45
025: 32 0.44
32                      0.46
000: 64 1.32
001: 64 0.43
002: 64 0.44
003: 64 0.44
004: 64 0.43
005: 64 0.43
006: 64 0.43
007: 64 0.43
008: 64 0.43
009: 64 0.42
010: 64 0.42
011: 64 0.43
012: 64 0.43
013: 64 0.43
014: 64 0.43
015: 64 0.43
016: 64 0.43
017: 64 0.42
018: 64 0.44
019: 64 0.43
020: 64 0.43
021: 64 0.43
022: 64 0.43
023: 64 0.43
024: 64 0.45
025: 64 0.44
64                      0.46
000: 128 1.28
001: 128 0.42
002: 128 0.42
003: 128 0.42
004: 128 0.41
005: 128 0.41
006: 128 0.41
007: 128 0.41
008: 128 0.41
009: 128 0.41
010: 128 0.42
