
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.60
001: 1 0.48
002: 1 0.48
003: 1 0.48
004: 1 0.48
005: 1 0.47
006: 1 0.47
007: 1 0.48
008: 1 0.48
009: 1 0.48
010: 1 0.47
011: 1 0.47
012: 1 0.48
013: 1 0.47
014: 1 0.47
015: 1 0.48
016: 1 0.47
017: 1 0.47
018: 1 0.48
019: 1 0.48
020: 1 0.48
021: 1 0.47
022: 1 0.48
023: 1 0.47
024: 1 0.53
025: 1 0.53
026: 1 0.53
027: 1 0.53
028: 1 0.53
029: 1 0.53
030: 1 0.53
031: 1 0.53
032: 1 0.52
1                       0.52
000: 2 1.57
001: 2 0.45
002: 2 0.46
003: 2 0.45
004: 2 0.45
005: 2 0.45
006: 2 0.45
007: 2 0.45
008: 2 0.45
009: 2 0.45
010: 2 0.45
011: 2 0.46
012: 2 0.45
013: 2 0.46
014: 2 0.44
015: 2 0.45
016: 2 0.45
017: 2 0.45
018: 2 0.46
019: 2 0.45
020: 2 0.45
021: 2 0.45
022: 2 0.45
023: 2 0.45
024: 2 0.51
025: 2 0.51
026: 2 0.51
027: 2 0.51
028: 2 0.51
029: 2 0.51
030: 2 0.51
031: 2 0.51
032: 2 0.51
2                       0.50
000: 4 1.60
001: 4 0.46
002: 4 0.46
003: 4 0.46
004: 4 0.46
005: 4 0.46
006: 4 0.46
007: 4 0.46
008: 4 0.46
009: 4 0.46
010: 4 0.46
011: 4 0.47
012: 4 0.46
013: 4 0.46
014: 4 0.45
015: 4 0.46
016: 4 0.45
017: 4 0.45
018: 4 0.46
019: 4 0.46
020: 4 0.46
021: 4 0.46
022: 4 0.45
023: 4 0.45
024: 4 0.52
025: 4 0.52
026: 4 0.52
027: 4 0.52
028: 4 0.52
029: 4 0.52
030: 4 0.52
031: 4 0.52
032: 4 0.52
4                       0.51
000: 8 1.59
001: 8 0.46
002: 8 0.46
003: 8 0.45
004: 8 0.46
005: 8 0.45
006: 8 0.46
007: 8 0.46
008: 8 0.46
009: 8 0.46
010: 8 0.46
011: 8 0.46
012: 8 0.46
013: 8 0.46
014: 8 0.45
015: 8 0.46
016: 8 0.46
017: 8 0.45
018: 8 0.46
019: 8 0.46
020: 8 0.46
021: 8 0.45
022: 8 0.46
023: 8 0.45
024: 8 0.52
025: 8 0.52
026: 8 0.52
027: 8 0.52
028: 8 0.52
029: 8 0.52
030: 8 0.52
031: 8 0.52
032: 8 0.52
8                       0.51
000: 16 1.62
001: 16 0.45
002: 16 0.45
003: 16 0.45
004: 16 0.44
005: 16 0.44
006: 16 0.45
007: 16 0.45
008: 16 0.45
009: 16 0.45
