
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.82
001: 1 0.39
002: 1 0.39
003: 1 0.39
004: 1 0.38
005: 1 0.40
006: 1 0.39
007: 1 0.40
008: 1 0.40
009: 1 0.39
010: 1 0.39
011: 1 0.39
012: 1 0.39
013: 1 0.39
014: 1 0.39
015: 1 0.38
016: 1 0.39
017: 1 0.40
018: 1 0.40
019: 1 0.40
020: 1 0.40
021: 1 0.40
022: 1 0.40
023: 1 0.40
024: 1 0.47
025: 1 0.47
026: 1 0.48
027: 1 0.47
028: 1 0.47
029: 1 0.47
030: 1 0.47
031: 1 0.47
032: 1 0.47
033: 1 0.47
034: 1 0.47
035: 1 0.47
036: 1 0.48
037: 1 0.47
038: 1 0.47
039: 1 0.47
040: 1 0.47
041: 1 0.47
042: 1 0.47
043: 1 0.47
1                       0.46
000: 2 1.82
001: 2 0.38
002: 2 0.39
003: 2 0.39
004: 2 0.38
005: 2 0.39
006: 2 0.39
007: 2 0.39
008: 2 0.38
009: 2 0.39
010: 2 0.38
011: 2 0.39
012: 2 0.39
013: 2 0.39
014: 2 0.39
015: 2 0.38
016: 2 0.39
017: 2 0.39
018: 2 0.39
019: 2 0.38
020: 2 0.39
021: 2 0.39
022: 2 0.39
023: 2 0.39
024: 2 0.48
025: 2 0.48
026: 2 0.48
027: 2 0.48
028: 2 0.48
029: 2 0.48
030: 2 0.48
031: 2 0.48
032: 2 0.48
033: 2 0.48
034: 2 0.48
035: 2 0.48
036: 2 0.48
037: 2 0.48
038: 2 0.48
039: 2 0.48
040: 2 0.48
041: 2 0.48
042: 2 0.48
043: 2 0.48
2                       0.46
000: 4 1.86
001: 4 0.39
002: 4 0.39
003: 4 0.39
004: 4 0.39
005: 4 0.39
006: 4 0.40
007: 4 0.40
008: 4 0.39
009: 4 0.39
010: 4 0.39
011: 4 0.39
012: 4 0.39
013: 4 0.40
014: 4 0.40
015: 4 0.38
016: 4 0.39
017: 4 0.40
018: 4 0.39
019: 4 0.39
020: 4 0.39
021: 4 0.39
022: 4 0.40
023: 4 0.39
024: 4 0.47
025: 4 0.47
026: 4 0.47
027: 4 0.47
028: 4 0.47
029: 4 0.47
030: 4 0.47
031: 4 0.47
032: 4 0.47
033: 4 0.47
034: 4 0.47
035: 4 0.47
036: 4 0.47
037: 4 0.47
038: 4 0.47
039: 4 0.47
040: 4 0.47
041: 4 0.47
042: 4 0.47
043: 4 0.47
4                       0.46
000: 8 1.82
001: 8 0.38
002: 8 0.38
003: 8 0.37
004: 8 0.37
005: 8 0.38
006: 8 0.38
007: 8 0.38
008: 8 0.38
009: 8 0.38
010: 8 0.38
011: 8 0.38
012: 8 0.38
013: 8 0.38
014: 8 0.38
015: 8 0.37
016: 8 0.38
017: 8 0.38
018: 8 0.38
019: 8 0.38
020: 8 0.38
021: 8 0.38
022: 8 0.38
023: 8 0.38
024: 8 0.47
025: 8 0.47
026: 8 0.47
027: 8 0.47
028: 8 0.46
029: 8 0.47
030: 8 0.47
031: 8 0.46
032: 8 0.46
033: 8 0.46
034: 8 0.47
035: 8 0.47
036: 8 0.47
037: 8 0.47
038: 8 0.47
039: 8 0.47
