
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.56
001: 1 0.41
002: 1 0.40
003: 1 0.40
004: 1 0.39
005: 1 0.40
006: 1 0.39
007: 1 0.40
008: 1 0.41
009: 1 0.40
010: 1 0.41
011: 1 0.40
012: 1 0.41
013: 1 0.40
014: 1 0.39
015: 1 0.40
016: 1 0.40
017: 1 0.40
018: 1 0.39
019: 1 0.40
020: 1 0.40
021: 1 0.40
022: 1 0.40
023: 1 0.41
024: 1 0.42
025: 1 0.42
026: 1 0.42
027: 1 0.42
028: 1 0.42
029: 1 0.42
1                       0.44
000: 2 1.58
001: 2 0.40
002: 2 0.39
003: 2 0.41
004: 2 0.40
005: 2 0.41
006: 2 0.40
007: 2 0.40
008: 2 0.41
009: 2 0.40
010: 2 0.41
011: 2 0.40
012: 2 0.41
013: 2 0.41
014: 2 0.40
015: 2 0.40
016: 2 0.40
017: 2 0.39
018: 2 0.40
019: 2 0.40
020: 2 0.40
021: 2 0.41
022: 2 0.41
023: 2 0.41
024: 2 0.42
025: 2 0.42
026: 2 0.41
027: 2 0.42
028: 2 0.42
029: 2 0.42
2                       0.45
000: 4 1.56
001: 4 0.40
002: 4 0.39
003: 4 0.40
004: 4 0.40
005: 4 0.40
006: 4 0.39
007: 4 0.41
008: 4 0.41
009: 4 0.40
010: 4 0.41
011: 4 0.40
012: 4 0.40
013: 4 0.41
014: 4 0.39
015: 4 0.40
016: 4 0.40
017: 4 0.39
018: 4 0.39
019: 4 0.40
020: 4 0.41
021: 4 0.39
022: 4 0.40
023: 4 0.40
024: 4 0.42
025: 4 0.42
026: 4 0.41
027: 4 0.42
028: 4 0.42
029: 4 0.42
4                       0.44
000: 8 1.57
001: 8 0.40
002: 8 0.40
003: 8 0.40
004: 8 0.40
005: 8 0.41
006: 8 0.40
007: 8 0.41
008: 8 0.40
009: 8 0.40
010: 8 0.41
011: 8 0.40
012: 8 0.41
013: 8 0.40
014: 8 0.40
015: 8 0.40
016: 8 0.40
017: 8 0.40
018: 8 0.40
019: 8 0.40
020: 8 0.41
021: 8 0.40
022: 8 0.41
023: 8 0.41
024: 8 0.42
025: 8 0.41
026: 8 0.41
027: 8 0.42
028: 8 0.42
029: 8 0.41
8                       0.44
000: 16 1.58
001: 16 0.40
002: 16 0.40
003: 16 0.40
004: 16 0.40
005: 16 0.41
006: 16 0.40
007: 16 0.40
008: 16 0.41
009: 16 0.40
010: 16 0.42
011: 16 0.41
012: 16 0.40
013: 16 0.41
014: 16 0.40
015: 16 0.40
016: 16 0.40
017: 16 0.40
018: 16 0.40
019: 16 0.39
020: 16 0.41
021: 16 0.40
022: 16 0.41
023: 16 0.41
024: 16 0.42
025: 16 0.42
026: 16 0.42
027: 16 0.42
028: 16 0.42
029: 16 0.42
16                      0.45
000: 32 1.56
001: 32 0.40
002: 32 0.39
003: 32 0.39
004: 32 0.39
005: 32 0.40
006: 32 0.39
007: 32 0.39
008: 32 0.40
009: 32 0.40
010: 32 0.39
011: 32 0.39
012: 32 0.40
013: 32 0.39
014: 32 0.39
015: 32 0.39
016: 32 0.40
017: 32 0.39
018: 32 0.39
019: 32 0.39
020: 32 0.40
021: 32 0.39
022: 32 0.40
023: 32 0.40
024: 32 0.42
025: 32 0.42
026: 32 0.41
027: 32 0.42
028: 32 0.42
029: 32 0.42
32                      0.44
000: 64 1.57
001: 64 0.39
002: 64 0.38
003: 64 0.39
004: 64 0.39
005: 64 0.40
006: 64 0.39
007: 64 0.39
008: 64 0.39
009: 64 0.39
010: 64 0.39
011: 64 0.39
012: 64 0.40
013: 64 0.40
014: 64 0.39
015: 64 0.39
016: 64 0.40
017: 64 0.38
018: 64 0.38
019: 64 0.39
020: 64 0.39
021: 64 0.39
022: 64 0.40
023: 64 0.40
024: 64 0.41
025: 64 0.41
026: 64 0.41
027: 64 0.41
028: 64 0.41
029: 64 0.41
64                      0.44
000: 128 1.59
001: 128 0.44
002: 128 0.44
003: 128 0.44
004: 128 0.44
005: 128 0.43
006: 128 0.44
007: 128 0.44
008: 128 0.44
009: 128 0.44
010: 128 0.44
011: 128 0.44
012: 128 0.44
013: 128 0.44
014: 128 0.43
015: 128 0.44
016: 128 0.44
017: 128 0.43
018: 128 0.43
019: 128 0.43
020: 128 0.44
021: 128 0.44
022: 128 0.44
023: 128 0.44
024: 128 0.43
025: 128 0.43
026: 128 0.43
027: 128 0.43
028: 128 0.43
029: 128 0.43
128                     0.47
000: 256 1.60
001: 256 0.45
002: 256 0.45
003: 256 0.45
004: 256 0.44
005: 256 0.46
006: 256 0.45
007: 256 0.44
008: 256 0.45
009: 256 0.45
010: 256 0.46
011: 256 0.45
012: 256 0.45
013: 256 0.45
014: 256 0.44
015: 256 0.45
016: 256 0.44
017: 256 0.44
018: 256 0.44
019: 256 0.45
020: 256 0.45
021: 256 0.46
022: 256 0.45
023: 256 0.45
024: 256 0.48
025: 256 0.48
026: 256 0.47
027: 256 0.48
028: 256 0.48
029: 256 0.48
256                     0.49
000: 512 1.61
001: 512 0.55
002: 512 0.55
003: 512 0.56
004: 512 0.56
005: 512 0.56
006: 512 0.56
007: 512 0.56
008: 512 0.56
009: 512 0.56
010: 512 0.56
011: 512 0.56
012: 512 0.55
013: 512 0.55
014: 512 0.56
015: 512 0.56
016: 512 0.56
017: 512 0.55
018: 512 0.55
