
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.76
001: 1 0.48
002: 1 0.48
003: 1 0.48
004: 1 0.46
005: 1 0.48
006: 1 0.47
007: 1 0.48
008: 1 0.48
009: 1 0.47
010: 1 0.48
011: 1 0.47
012: 1 0.48
013: 1 0.46
014: 1 0.47
015: 1 0.46
016: 1 0.46
017: 1 0.48
018: 1 0.46
019: 1 0.48
020: 1 0.46
021: 1 0.48
022: 1 0.48
023: 1 0.47
024: 1 0.43
025: 1 0.43
026: 1 0.43
027: 1 0.43
028: 1 0.43
029: 1 0.43
030: 1 0.43
031: 1 0.43
032: 1 0.43
033: 1 0.43
034: 1 0.43
035: 1 0.43
036: 1 0.43
037: 1 0.43
038: 1 0.43
039: 1 0.43
040: 1 0.43
041: 1 0.43
1                       0.48
000: 2 1.76
001: 2 0.47
002: 2 0.46
003: 2 0.46
004: 2 0.45
005: 2 0.46
006: 2 0.45
007: 2 0.46
008: 2 0.46
009: 2 0.45
010: 2 0.47
011: 2 0.46
012: 2 0.46
013: 2 0.45
014: 2 0.46
015: 2 0.44
016: 2 0.45
017: 2 0.45
018: 2 0.45
019: 2 0.46
020: 2 0.44
021: 2 0.46
022: 2 0.46
023: 2 0.46
024: 2 0.42
025: 2 0.42
026: 2 0.43
027: 2 0.42
028: 2 0.43
029: 2 0.42
030: 2 0.43
031: 2 0.42
032: 2 0.43
033: 2 0.43
034: 2 0.42
035: 2 0.43
036: 2 0.43
037: 2 0.43
038: 2 0.43
039: 2 0.43
040: 2 0.42
041: 2 0.43
2                       0.47
000: 4 1.77
001: 4 0.46
002: 4 0.47
003: 4 0.47
004: 4 0.46
005: 4 0.47
006: 4 0.46
007: 4 0.47
008: 4 0.48
009: 4 0.45
010: 4 0.47
011: 4 0.47
012: 4 0.47
013: 4 0.46
014: 4 0.46
015: 4 0.45
016: 4 0.46
017: 4 0.46
018: 4 0.46
019: 4 0.47
020: 4 0.45
021: 4 0.47
022: 4 0.46
023: 4 0.47
024: 4 0.42
025: 4 0.42
026: 4 0.42
027: 4 0.43
028: 4 0.42
029: 4 0.42
030: 4 0.43
031: 4 0.43
032: 4 0.42
033: 4 0.43
034: 4 0.43
035: 4 0.43
036: 4 0.43
037: 4 0.43
038: 4 0.43
039: 4 0.43
040: 4 0.43
041: 4 0.42
4                       0.48
000: 8 1.73
001: 8 0.46
002: 8 0.46
003: 8 0.45
004: 8 0.45
005: 8 0.45
006: 8 0.45
007: 8 0.46
008: 8 0.46
009: 8 0.45
010: 8 0.46
011: 8 0.46
012: 8 0.46
013: 8 0.45
014: 8 0.45
015: 8 0.44
016: 8 0.44
017: 8 0.45
018: 8 0.45
019: 8 0.45
020: 8 0.44
021: 8 0.45
022: 8 0.45
023: 8 0.45
024: 8 0.42
025: 8 0.42
026: 8 0.42
027: 8 0.42
028: 8 0.42
029: 8 0.42
030: 8 0.42
031: 8 0.42
032: 8 0.42
033: 8 0.42
034: 8 0.42
035: 8 0.42
036: 8 0.43
037: 8 0.43
038: 8 0.42
039: 8 0.43
040: 8 0.42
041: 8 0.42
8                       0.47
000: 16 1.75
001: 16 0.47
002: 16 0.47
003: 16 0.47
004: 16 0.45
005: 16 0.46
006: 16 0.46
007: 16 0.47
008: 16 0.47
009: 16 0.46
010: 16 0.47
011: 16 0.47
012: 16 0.47
013: 16 0.46
014: 16 0.46
015: 16 0.45
016: 16 0.45
017: 16 0.47
018: 16 0.45
019: 16 0.46
