
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.69
001: 1 0.44
002: 1 0.42
003: 1 0.42
004: 1 0.43
005: 1 0.43
006: 1 0.42
007: 1 0.43
008: 1 0.43
009: 1 0.44
010: 1 0.42
011: 1 0.42
012: 1 0.43
013: 1 0.43
014: 1 0.43
015: 1 0.43
016: 1 0.43
017: 1 0.43
018: 1 0.43
019: 1 0.43
020: 1 0.44
021: 1 0.42
022: 1 0.43
023: 1 0.43
024: 1 0.49
025: 1 0.49
026: 1 0.49
027: 1 0.49
028: 1 0.49
029: 1 0.49
030: 1 0.49
031: 1 0.49
032: 1 0.49
033: 1 0.49
034: 1 0.49
035: 1 0.49
036: 1 0.49
037: 1 0.50
1                       0.48
000: 2 1.68
001: 2 0.43
002: 2 0.42
003: 2 0.43
004: 2 0.43
005: 2 0.43
006: 2 0.42
007: 2 0.43
008: 2 0.42
009: 2 0.42
010: 2 0.42
011: 2 0.41
012: 2 0.43
013: 2 0.43
014: 2 0.42
015: 2 0.42
016: 2 0.43
017: 2 0.43
018: 2 0.44
019: 2 0.43
020: 2 0.44
021: 2 0.43
022: 2 0.43
023: 2 0.41
024: 2 0.50
025: 2 0.50
026: 2 0.49
027: 2 0.50
028: 2 0.50
029: 2 0.50
030: 2 0.50
031: 2 0.50
032: 2 0.50
033: 2 0.50
034: 2 0.50
035: 2 0.50
036: 2 0.49
037: 2 0.50
2                       0.49
000: 4 1.67
001: 4 0.42
002: 4 0.42
003: 4 0.42
004: 4 0.42
005: 4 0.43
006: 4 0.42
007: 4 0.43
008: 4 0.42
009: 4 0.42
010: 4 0.42
011: 4 0.41
012: 4 0.42
013: 4 0.43
014: 4 0.42
015: 4 0.43
016: 4 0.43
017: 4 0.43
018: 4 0.43
019: 4 0.43
020: 4 0.43
021: 4 0.42
022: 4 0.42
023: 4 0.42
024: 4 0.50
025: 4 0.50
026: 4 0.50
027: 4 0.50
028: 4 0.50
029: 4 0.50
030: 4 0.50
031: 4 0.51
032: 4 0.50
033: 4 0.50
034: 4 0.51
035: 4 0.50
036: 4 0.50
037: 4 0.50
4                       0.49
000: 8 1.67
001: 8 0.42
002: 8 0.41
003: 8 0.42
004: 8 0.42
005: 8 0.42
006: 8 0.41
007: 8 0.42
008: 8 0.42
009: 8 0.42
010: 8 0.41
011: 8 0.41
012: 8 0.42
013: 8 0.42
014: 8 0.42
015: 8 0.41
016: 8 0.42
017: 8 0.42
018: 8 0.43
019: 8 0.42
020: 8 0.43
021: 8 0.42
022: 8 0.42
023: 8 0.41
024: 8 0.50
025: 8 0.49
026: 8 0.50
027: 8 0.50
028: 8 0.50
029: 8 0.50
030: 8 0.49
031: 8 0.50
032: 8 0.50
033: 8 0.50
034: 8 0.50
035: 8 0.49
036: 8 0.50
037: 8 0.49
8                       0.48
000: 16 1.67
001: 16 0.42
002: 16 0.41
003: 16 0.42
004: 16 0.41
005: 16 0.41
006: 16 0.41
007: 16 0.42
008: 16 0.42
009: 16 0.41
010: 16 0.41
011: 16 0.40
012: 16 0.42
013: 16 0.41
014: 16 0.41
015: 16 0.42
016: 16 0.42
017: 16 0.42
018: 16 0.42
019: 16 0.41
020: 16 0.42
021: 16 0.42
022: 16 0.42
023: 16 0.41
024: 16 0.49
025: 16 0.49
026: 16 0.49
027: 16 0.49
028: 16 0.50
029: 16 0.49
030: 16 0.49
031: 16 0.50
032: 16 0.50
033: 16 0.49
034: 16 0.50
035: 16 0.49
036: 16 0.49
037: 16 0.49
16                      0.48
000: 32 1.66
001: 32 0.40
002: 32 0.40
003: 32 0.40
004: 32 0.40
005: 32 0.40
006: 32 0.39
007: 32 0.41
008: 32 0.39
009: 32 0.39
010: 32 0.40
011: 32 0.39
012: 32 0.41
013: 32 0.40
014: 32 0.40
015: 32 0.39
016: 32 0.40
017: 32 0.40
018: 32 0.40
019: 32 0.40
020: 32 0.41
021: 32 0.39
022: 32 0.40
023: 32 0.39
024: 32 0.49
025: 32 0.49
026: 32 0.49
027: 32 0.49
028: 32 0.49
029: 32 0.49
030: 32 0.49
031: 32 0.50
032: 32 0.49
033: 32 0.49
034: 32 0.49
035: 32 0.49
036: 32 0.49
037: 32 0.49
32                      0.47
000: 64 1.66
001: 64 0.41
002: 64 0.40
003: 64 0.41
004: 64 0.41
005: 64 0.40
006: 64 0.40
007: 64 0.41
008: 64 0.41
009: 64 0.40
010: 64 0.40
011: 64 0.39
