
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.71
001: 1 0.40
002: 1 0.39
003: 1 0.40
004: 1 0.39
005: 1 0.39
006: 1 0.39
007: 1 0.40
008: 1 0.39
009: 1 0.39
010: 1 0.39
011: 1 0.39
012: 1 0.39
013: 1 0.39
014: 1 0.40
015: 1 0.39
016: 1 0.39
017: 1 0.40
018: 1 0.39
019: 1 0.40
020: 1 0.39
021: 1 0.39
022: 1 0.39
023: 1 0.39
024: 1 0.53
025: 1 0.52
026: 1 0.52
027: 1 0.53
028: 1 0.52
029: 1 0.52
030: 1 0.52
031: 1 0.53
032: 1 0.52
033: 1 0.52
034: 1 0.52
035: 1 0.52
036: 1 0.52
037: 1 0.52
038: 1 0.52
039: 1 0.52
040: 1 0.52
1                       0.48
000: 2 1.71
001: 2 0.40
002: 2 0.39
003: 2 0.39
004: 2 0.39
005: 2 0.40
006: 2 0.39
007: 2 0.41
008: 2 0.40
009: 2 0.40
010: 2 0.39
011: 2 0.39
012: 2 0.39
013: 2 0.39
014: 2 0.40
015: 2 0.40
016: 2 0.39
017: 2 0.40
018: 2 0.39
019: 2 0.39
020: 2 0.39
021: 2 0.40
022: 2 0.39
023: 2 0.39
024: 2 0.53
025: 2 0.53
026: 2 0.52
027: 2 0.53
028: 2 0.53
029: 2 0.53
030: 2 0.53
031: 2 0.53
032: 2 0.53
033: 2 0.53
034: 2 0.53
035: 2 0.52
036: 2 0.52
037: 2 0.52
038: 2 0.52
039: 2 0.52
040: 2 0.52
2                       0.48
000: 4 1.71
001: 4 0.40
002: 4 0.38
003: 4 0.39
004: 4 0.38
005: 4 0.39
006: 4 0.38
007: 4 0.39
008: 4 0.40
009: 4 0.39
010: 4 0.39
011: 4 0.38
012: 4 0.39
013: 4 0.38
014: 4 0.39
015: 4 0.39
016: 4 0.39
017: 4 0.39
018: 4 0.38
019: 4 0.40
020: 4 0.38
021: 4 0.39
022: 4 0.38
023: 4 0.39
024: 4 0.52
025: 4 0.52
026: 4 0.52
027: 4 0.52
028: 4 0.51
029: 4 0.52
030: 4 0.52
031: 4 0.52
032: 4 0.52
033: 4 0.52
034: 4 0.52
035: 4 0.52
036: 4 0.51
037: 4 0.51
038: 4 0.52
039: 4 0.51
040: 4 0.52
4                       0.47
000: 8 1.69
001: 8 0.40
002: 8 0.39
003: 8 0.40
004: 8 0.39
005: 8 0.39
006: 8 0.39
007: 8 0.40
008: 8 0.39
009: 8 0.40
010: 8 0.39
011: 8 0.39
012: 8 0.39
013: 8 0.39
014: 8 0.39
015: 8 0.39
016: 8 0.39
017: 8 0.39
018: 8 0.39
019: 8 0.39
020: 8 0.39
021: 8 0.39
022: 8 0.39
023: 8 0.39
024: 8 0.53
025: 8 0.52
026: 8 0.52
027: 8 0.52
028: 8 0.52
029: 8 0.52
030: 8 0.52
031: 8 0.53
032: 8 0.52
033: 8 0.52
034: 8 0.52
035: 8 0.52
036: 8 0.52
037: 8 0.52
038: 8 0.52
039: 8 0.52
040: 8 0.52
8                       0.48
000: 16 1.68
001: 16 0.39
002: 16 0.38
003: 16 0.39
004: 16 0.38
005: 16 0.39
006: 16 0.38
007: 16 0.39
008: 16 0.39
009: 16 0.38
010: 16 0.39
011: 16 0.38
012: 16 0.38
013: 16 0.38
014: 16 0.40
015: 16 0.39
016: 16 0.38
017: 16 0.39
018: 16 0.38
019: 16 0.39
020: 16 0.39
021: 16 0.39
022: 16 0.38
023: 16 0.39
024: 16 0.52
025: 16 0.52
026: 16 0.52
027: 16 0.52
028: 16 0.52
029: 16 0.52
030: 16 0.52
031: 16 0.52
032: 16 0.52
033: 16 0.52
034: 16 0.52
035: 16 0.52
036: 16 0.51
037: 16 0.51
038: 16 0.51
039: 16 0.52
040: 16 0.51
16                      0.47
000: 32 1.69
001: 32 0.38
002: 32 0.37
003: 32 0.38
004: 32 0.37
005: 32 0.38
006: 32 0.37
007: 32 0.38
008: 32 0.37
009: 32 0.38
010: 32 0.38
011: 32 0.37
012: 32 0.37
013: 32 0.37
014: 32 0.38
015: 32 0.38
016: 32 0.37
017: 32 0.37
018: 32 0.37
019: 32 0.37
020: 32 0.37
021: 32 0.38
022: 32 0.37
023: 32 0.38
024: 32 0.52
025: 32 0.52
026: 32 0.52
027: 32 0.52
028: 32 0.52
029: 32 0.52
030: 32 0.52
031: 32 0.52
032: 32 0.52
033: 32 0.52
034: 32 0.52
035: 32 0.52
036: 32 0.52
037: 32 0.52
038: 32 0.52
039: 32 0.52
040: 32 0.52
32                      0.47
000: 64 1.74
001: 64 0.39
002: 64 0.38
003: 64 0.39
004: 64 0.38
005: 64 0.39
006: 64 0.38
007: 64 0.40
008: 64 0.39
009: 64 0.39
010: 64 0.39
011: 64 0.38
012: 64 0.38
013: 64 0.38
014: 64 0.40
015: 64 0.39
016: 64 0.39
017: 64 0.39
018: 64 0.39
019: 64 0.39
020: 64 0.38
021: 64 0.39
022: 64 0.39
023: 64 0.39
024: 64 0.53
025: 64 0.53
026: 64 0.53
027: 64 0.53
028: 64 0.52
029: 64 0.53
030: 64 0.52
031: 64 0.53
032: 64 0.52
033: 64 0.52
034: 64 0.53
035: 64 0.53
036: 64 0.52
037: 64 0.52
038: 64 0.52
039: 64 0.52
040: 64 0.52
64                      0.48
000: 128 1.73
001: 128 0.41
002: 128 0.40
003: 128 0.40
004: 128 0.40
005: 128 0.40
006: 128 0.41
007: 128 0.41
008: 128 0.41
009: 128 0.40
010: 128 0.40
011: 128 0.40
012: 128 0.41
013: 128 0.40
014: 128 0.41
015: 128 0.41
016: 128 0.41
017: 128 0.40
018: 128 0.40
019: 128 0.41
020: 128 0.41
021: 128 0.40
022: 128 0.40
023: 128 0.41
024: 128 0.53
025: 128 0.53
026: 128 0.53
027: 128 0.53
028: 128 0.53
029: 128 0.53
030: 128 0.53
031: 128 0.54
032: 128 0.53
033: 128 0.53
034: 128 0.53
035: 128 0.53
036: 128 0.53
037: 128 0.53
038: 128 0.53
039: 128 0.53
040: 128 0.53
128                     0.49
000: 256 1.73
001: 256 0.44
002: 256 0.43
003: 256 0.43
004: 256 0.43
005: 256 0.43
006: 256 0.43
007: 256 0.45
008: 256 0.43
009: 256 0.44
010: 256 0.43
011: 256 0.43
012: 256 0.43
013: 256 0.44
014: 256 0.44
015: 256 0.44
016: 256 0.43
017: 256 0.43
018: 256 0.43
019: 256 0.44
020: 256 0.44
021: 256 0.43
022: 256 0.43
023: 256 0.44
024: 256 0.56
025: 256 0.56
026: 256 0.56
027: 256 0.56
028: 256 0.55
029: 256 0.55
030: 256 0.56
031: 256 0.56
032: 256 0.55
033: 256 0.55
034: 256 0.56
035: 256 0.56
036: 256 0.56
037: 256 0.55
038: 256 0.56
039: 256 0.55
040: 256 0.55
256                     0.52
000: 512 1.75
001: 512 0.49
002: 512 0.48
003: 512 0.48
004: 512 0.49
005: 512 0.49
006: 512 0.48
007: 512 0.49
008: 512 0.49
009: 512 0.48
010: 512 0.48
011: 512 0.48
012: 512 0.49
013: 512 0.49
014: 512 0.49
015: 512 0.49
016: 512 0.49
017: 512 0.48
018: 512 0.48
019: 512 0.48
020: 512 0.48
021: 512 0.48
022: 512 0.48
023: 512 0.48
024: 512 0.63
025: 512 0.63
026: 512 0.63
027: 512 0.63
028: 512 0.63
029: 512 0.63
030: 512 0.63
031: 512 0.64
032: 512 0.62
033: 512 0.63
034: 512 0.63
035: 512 0.63
036: 512 0.63
037: 512 0.63
038: 512 0.62
039: 512 0.63
040: 512 0.63
512                     0.58
000: 1024 1.73
001: 1024 0.55
002: 1024 0.54
003: 1024 0.55
004: 1024 0.55
005: 1024 0.55
006: 1024 0.55
007: 1024 0.55
008: 1024 0.55
009: 1024 0.55
010: 1024 0.55
011: 1024 0.55
012: 1024 0.56
013: 1024 0.55
014: 1024 0.55
015: 1024 0.55
016: 1024 0.56
017: 1024 0.55
018: 1024 0.55
019: 1024 0.56
020: 1024 0.55
021: 1024 0.56
022: 1024 0.55
023: 1024 0.55
024: 1024 0.64
025: 1024 0.64
026: 1024 0.63
027: 1024 0.64
028: 1024 0.64
029: 1024 0.64
030: 1024 0.64
031: 1024 0.64
032: 1024 0.64
033: 1024 0.64
034: 1024 0.64
035: 1024 0.63
036: 1024 0.63
037: 1024 0.63
038: 1024 0.64
039: 1024 0.64
040: 1024 0.63
1024                    0.62
000: 2048 1.84
001: 2048 0.69
002: 2048 0.68
003: 2048 0.68
004: 2048 0.68
005: 2048 0.69
006: 2048 0.69
007: 2048 0.69
008: 2048 0.69
009: 2048 0.69
010: 2048 0.69
011: 2048 0.69
012: 2048 0.69
013: 2048 0.69
014: 2048 0.69
015: 2048 0.69
016: 2048 0.69
017: 2048 0.69
018: 2048 0.69
019: 2048 0.69
020: 2048 0.69
021: 2048 0.69
022: 2048 0.69
023: 2048 0.69
024: 2048 0.79
025: 2048 0.78
026: 2048 0.78
027: 2048 0.78
028: 2048 0.78
029: 2048 0.78
030: 2048 0.78
031: 2048 0.78
032: 2048 0.78
033: 2048 0.78
034: 2048 0.78
035: 2048 0.78
036: 2048 0.78
037: 2048 0.78
038: 2048 0.78
039: 2048 0.78
040: 2048 0.78
2048                    0.76
000: 4096 2.09
001: 4096 0.97
002: 4096 0.96
003: 4096 0.97
004: 4096 0.96
005: 4096 0.97
006: 4096 0.97
007: 4096 0.97
008: 4096 0.97
009: 4096 0.97
010: 4096 0.97
011: 4096 0.97
012: 4096 0.97
013: 4096 0.97
014: 4096 0.97
015: 4096 0.97
016: 4096 0.97
017: 4096 0.96
018: 4096 0.97
019: 4096 0.97
020: 4096 0.97
021: 4096 0.98
022: 4096 0.97
023: 4096 0.97
024: 4096 1.10
025: 4096 1.10
026: 4096 1.10
027: 4096 1.10
028: 4096 1.10
029: 4096 1.10
030: 4096 1.10
031: 4096 1.10
032: 4096 1.09
033: 4096 1.10
034: 4096 1.10
035: 4096 1.09
036: 4096 1.10
037: 4096 1.10
038: 4096 1.10
039: 4096 1.10
040: 4096 1.10
4096                    1.05
000: 8192 2.67
001: 8192 1.54
002: 8192 1.53
003: 8192 1.54
004: 8192 1.54
005: 8192 1.54
006: 8192 1.54
007: 8192 1.55
008: 8192 1.54
009: 8192 1.54
010: 8192 1.54
011: 8192 1.54
012: 8192 1.54
013: 8192 1.54
014: 8192 1.54
015: 8192 1.54
016: 8192 1.54
017: 8192 1.54
018: 8192 1.54
019: 8192 1.54
020: 8192 1.54
021: 8192 1.55
022: 8192 1.54
023: 8192 1.54
024: 8192 1.73
025: 8192 1.73
026: 8192 1.72
027: 8192 1.73
028: 8192 1.72
029: 8192 1.73
