
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.64
001: 1 0.48
002: 1 0.49
003: 1 0.48
004: 1 0.47
005: 1 0.48
006: 1 0.48
007: 1 0.48
008: 1 0.48
009: 1 0.48
010: 1 0.49
011: 1 0.48
012: 1 0.49
013: 1 0.48
014: 1 0.48
015: 1 0.49
016: 1 0.50
017: 1 0.48
018: 1 0.49
019: 1 0.48
020: 1 0.49
021: 1 0.49
022: 1 0.49
023: 1 0.49
024: 1 0.47
025: 1 0.47
026: 1 0.47
027: 1 0.47
028: 1 0.47
029: 1 0.47
030: 1 0.47
031: 1 0.47
1                       0.52
000: 2 1.64
001: 2 0.48
002: 2 0.48
003: 2 0.47
004: 2 0.48
005: 2 0.47
006: 2 0.48
007: 2 0.47
008: 2 0.48
009: 2 0.48
010: 2 0.48
011: 2 0.48
012: 2 0.48
013: 2 0.48
014: 2 0.48
015: 2 0.49
016: 2 0.48
017: 2 0.48
018: 2 0.48
019: 2 0.47
020: 2 0.48
021: 2 0.47
022: 2 0.48
023: 2 0.47
024: 2 0.47
025: 2 0.47
026: 2 0.46
027: 2 0.47
028: 2 0.46
029: 2 0.46
030: 2 0.46
031: 2 0.47
2                       0.51
000: 4 1.63
001: 4 0.49
002: 4 0.48
003: 4 0.47
004: 4 0.48
005: 4 0.48
006: 4 0.48
007: 4 0.48
008: 4 0.48
009: 4 0.48
010: 4 0.49
011: 4 0.48
012: 4 0.49
013: 4 0.48
014: 4 0.48
015: 4 0.49
016: 4 0.49
017: 4 0.47
018: 4 0.48
019: 4 0.48
020: 4 0.49
021: 4 0.48
022: 4 0.49
023: 4 0.48
024: 4 0.48
025: 4 0.47
026: 4 0.47
027: 4 0.47
028: 4 0.47
029: 4 0.47
030: 4 0.47
031: 4 0.48
4                       0.51
000: 8 1.65
001: 8 0.47
002: 8 0.48
003: 8 0.48
004: 8 0.47
005: 8 0.47
006: 8 0.46
007: 8 0.47
008: 8 0.48
009: 8 0.48
010: 8 0.48
011: 8 0.48
012: 8 0.48
013: 8 0.48
014: 8 0.48
015: 8 0.48
016: 8 0.49
017: 8 0.47
018: 8 0.48
019: 8 0.48
020: 8 0.48
021: 8 0.47
022: 8 0.48
023: 8 0.48
024: 8 0.47
025: 8 0.47
026: 8 0.47
027: 8 0.47
028: 8 0.47
029: 8 0.47
030: 8 0.47
031: 8 0.47
8                       0.51
000: 16 1.66
001: 16 0.48
002: 16 0.48
003: 16 0.47
004: 16 0.47
005: 16 0.47
006: 16 0.47
007: 16 0.47
008: 16 0.47
009: 16 0.47
010: 16 0.48
011: 16 0.47
012: 16 0.48
013: 16 0.48
014: 16 0.47
015: 16 0.48
016: 16 0.48
017: 16 0.47
018: 16 0.48
019: 16 0.48
020: 16 0.48
021: 16 0.47
022: 16 0.48
023: 16 0.48
024: 16 0.47
025: 16 0.46
026: 16 0.47
027: 16 0.47
028: 16 0.46
029: 16 0.47
030: 16 0.47
031: 16 0.47
16                      0.51
000: 32 1.65
001: 32 0.49
002: 32 0.48
003: 32 0.48
004: 32 0.49
005: 32 0.49
006: 32 0.48
007: 32 0.47
008: 32 0.48
009: 32 0.48
010: 32 0.49
011: 32 0.49
012: 32 0.49
013: 32 0.49
014: 32 0.48
015: 32 0.49
016: 32 0.50
017: 32 0.48
018: 32 0.49
019: 32 0.49
020: 32 0.50
021: 32 0.48
022: 32 0.50
023: 32 0.48
024: 32 0.47
025: 32 0.47
026: 32 0.47
027: 32 0.47
028: 32 0.46
029: 32 0.47
030: 32 0.47
031: 32 0.47
32                      0.52
000: 64 1.63
001: 64 0.47
002: 64 0.47
003: 64 0.47
004: 64 0.47
005: 64 0.46
006: 64 0.47
007: 64 0.47
008: 64 0.46
009: 64 0.47
010: 64 0.47
011: 64 0.47
012: 64 0.48
013: 64 0.47
014: 64 0.47
015: 64 0.48
016: 64 0.47
017: 64 0.47
018: 64 0.47
019: 64 0.47
020: 64 0.48
021: 64 0.46
022: 64 0.48
023: 64 0.47
024: 64 0.47
025: 64 0.46
026: 64 0.46
027: 64 0.46
028: 64 0.46
029: 64 0.47
030: 64 0.47
031: 64 0.47
64                      0.51
000: 128 1.62
001: 128 0.48
002: 128 0.48
003: 128 0.48
004: 128 0.47
005: 128 0.48
006: 128 0.47
007: 128 0.47
008: 128 0.47
009: 128 0.48
010: 128 0.48
011: 128 0.47
012: 128 0.48
013: 128 0.48
014: 128 0.48
015: 128 0.48
016: 128 0.49
017: 128 0.47
018: 128 0.48
019: 128 0.48
020: 128 0.48
021: 128 0.48
022: 128 0.48
023: 128 0.48
024: 128 0.47
025: 128 0.47
026: 128 0.47
027: 128 0.47
028: 128 0.47
029: 128 0.47
030: 128 0.47
031: 128 0.47
128                     0.51
000: 256 1.64
001: 256 0.49
002: 256 0.49
003: 256 0.49
004: 256 0.49
005: 256 0.49
006: 256 0.49
007: 256 0.48
008: 256 0.49
009: 256 0.50
010: 256 0.49
011: 256 0.49
012: 256 0.50
013: 256 0.50
014: 256 0.49
015: 256 0.50
016: 256 0.51
017: 256 0.49
018: 256 0.50
019: 256 0.49
020: 256 0.50
021: 256 0.49
022: 256 0.50
023: 256 0.49
024: 256 0.49
025: 256 0.49
026: 256 0.49
027: 256 0.49
028: 256 0.49
029: 256 0.49
030: 256 0.49
031: 256 0.49
256                     0.53
000: 512 1.66
001: 512 0.57
002: 512 0.57
003: 512 0.56
004: 512 0.56
005: 512 0.56
006: 512 0.56
007: 512 0.55
008: 512 0.55
009: 512 0.56
010: 512 0.57
011: 512 0.56
012: 512 0.56
013: 512 0.55
014: 512 0.56
015: 512 0.56
016: 512 0.56
017: 512 0.56
018: 512 0.56
019: 512 0.57
020: 512 0.56
021: 512 0.56
022: 512 0.57
023: 512 0.56
024: 512 0.55
025: 512 0.55
026: 512 0.54
027: 512 0.54
028: 512 0.54
029: 512 0.55
030: 512 0.54
031: 512 0.54
512                     0.59
000: 1024 1.69
001: 1024 0.63
002: 1024 0.62
003: 1024 0.63
004: 1024 0.63
005: 1024 0.63
006: 1024 0.63
007: 1024 0.63
008: 1024 0.63
009: 1024 0.63
010: 1024 0.64
011: 1024 0.64
012: 1024 0.63
013: 1024 0.63
014: 1024 0.62
015: 1024 0.63
016: 1024 0.63
017: 1024 0.63
018: 1024 0.64
019: 1024 0.63
020: 1024 0.63
021: 1024 0.63
022: 1024 0.63
023: 1024 0.63
024: 1024 0.60
025: 1024 0.60
026: 1024 0.60
027: 1024 0.60
028: 1024 0.60
