
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.77
001: 1 0.43
002: 1 0.42
003: 1 0.43
004: 1 0.42
005: 1 0.43
006: 1 0.42
007: 1 0.43
008: 1 0.43
009: 1 0.42
010: 1 0.43
011: 1 0.41
012: 1 0.42
013: 1 0.43
014: 1 0.41
015: 1 0.43
016: 1 0.43
017: 1 0.41
018: 1 0.42
019: 1 0.42
020: 1 0.42
021: 1 0.42
022: 1 0.42
023: 1 0.42
024: 1 0.53
025: 1 0.53
026: 1 0.53
027: 1 0.53
028: 1 0.53
029: 1 0.53
030: 1 0.53
031: 1 0.53
032: 1 0.53
033: 1 0.53
034: 1 0.53
035: 1 0.53
036: 1 0.53
037: 1 0.53
038: 1 0.53
039: 1 0.53
040: 1 0.53
041: 1 0.53
042: 1 0.53
043: 1 0.53
044: 1 0.53
045: 1 0.53
046: 1 0.53
047: 1 0.53
1                       0.51
000: 2 1.72
001: 2 0.39
002: 2 0.37
003: 2 0.39
004: 2 0.38
005: 2 0.38
006: 2 0.38
007: 2 0.39
008: 2 0.39
009: 2 0.38
010: 2 0.39
011: 2 0.37
012: 2 0.38
013: 2 0.39
014: 2 0.38
015: 2 0.38
016: 2 0.38
017: 2 0.37
018: 2 0.37
019: 2 0.38
020: 2 0.37
021: 2 0.37
022: 2 0.37
023: 2 0.38
024: 2 0.49
025: 2 0.49
026: 2 0.49
027: 2 0.49
028: 2 0.49
029: 2 0.49
030: 2 0.49
031: 2 0.49
032: 2 0.49
033: 2 0.49
034: 2 0.49
035: 2 0.48
036: 2 0.49
037: 2 0.49
038: 2 0.49
039: 2 0.49
040: 2 0.49
041: 2 0.49
042: 2 0.49
043: 2 0.49
044: 2 0.49
045: 2 0.49
046: 2 0.49
047: 2 0.49
2                       0.46
000: 4 1.73
001: 4 0.39
002: 4 0.38
003: 4 0.39
004: 4 0.38
005: 4 0.38
006: 4 0.38
007: 4 0.39
008: 4 0.39
009: 4 0.37
010: 4 0.38
011: 4 0.37
012: 4 0.38
013: 4 0.39
014: 4 0.38
015: 4 0.38
016: 4 0.38
017: 4 0.37
018: 4 0.37
019: 4 0.37
020: 4 0.37
021: 4 0.38
022: 4 0.37
023: 4 0.37
024: 4 0.49
025: 4 0.49
026: 4 0.49
027: 4 0.49
028: 4 0.49
029: 4 0.49
030: 4 0.49
031: 4 0.49
032: 4 0.49
033: 4 0.49
034: 4 0.49
035: 4 0.48
036: 4 0.50
037: 4 0.49
038: 4 0.49
039: 4 0.49
040: 4 0.49
041: 4 0.49
042: 4 0.49
043: 4 0.49
044: 4 0.49
045: 4 0.49
046: 4 0.49
047: 4 0.49
4                       0.46
000: 8 1.73
001: 8 0.39
002: 8 0.38
003: 8 0.39
004: 8 0.38
005: 8 0.39
006: 8 0.38
007: 8 0.39
008: 8 0.39
009: 8 0.37
010: 8 0.38
011: 8 0.37
012: 8 0.37
013: 8 0.39
014: 8 0.37
015: 8 0.38
016: 8 0.39
017: 8 0.37
018: 8 0.37
019: 8 0.38
020: 8 0.37
021: 8 0.37
022: 8 0.37
023: 8 0.38
024: 8 0.50
025: 8 0.49
026: 8 0.49
027: 8 0.49
028: 8 0.49
029: 8 0.49
030: 8 0.49
031: 8 0.49
032: 8 0.49
033: 8 0.49
034: 8 0.49
035: 8 0.49
036: 8 0.49
037: 8 0.49
038: 8 0.49
039: 8 0.50
040: 8 0.49
041: 8 0.49
042: 8 0.49
043: 8 0.49
044: 8 0.49
045: 8 0.49
046: 8 0.49
047: 8 0.49
8                       0.46
000: 16 1.72
001: 16 0.38
002: 16 0.37
003: 16 0.37
004: 16 0.37
005: 16 0.37
006: 16 0.37
007: 16 0.37
008: 16 0.37
009: 16 0.35
010: 16 0.37
011: 16 0.36
012: 16 0.36
013: 16 0.38
014: 16 0.36
015: 16 0.36
016: 16 0.37
017: 16 0.36
018: 16 0.36
019: 16 0.36
020: 16 0.36
021: 16 0.36
022: 16 0.36
023: 16 0.36
024: 16 0.49
025: 16 0.48
026: 16 0.49
027: 16 0.49
028: 16 0.48
029: 16 0.48
030: 16 0.48
031: 16 0.48
032: 16 0.49
033: 16 0.49
034: 16 0.48
035: 16 0.48
036: 16 0.49
037: 16 0.48
038: 16 0.49
039: 16 0.49
040: 16 0.49
041: 16 0.49
042: 16 0.49
043: 16 0.49
044: 16 0.49
045: 16 0.48
046: 16 0.48
047: 16 0.48
16                      0.45
000: 32 1.75
001: 32 0.39
002: 32 0.38
003: 32 0.39
004: 32 0.38
005: 32 0.39
006: 32 0.37
007: 32 0.39
008: 32 0.39
009: 32 0.38
010: 32 0.38
011: 32 0.37
012: 32 0.38
013: 32 0.39
014: 32 0.38
015: 32 0.38
016: 32 0.39
017: 32 0.37
018: 32 0.37
019: 32 0.38
020: 32 0.37
021: 32 0.37
022: 32 0.38
023: 32 0.38
024: 32 0.50
025: 32 0.50
026: 32 0.49
027: 32 0.50
028: 32 0.49
029: 32 0.50
030: 32 0.49
031: 32 0.49
032: 32 0.49
033: 32 0.49
034: 32 0.49
035: 32 0.49
036: 32 0.50
037: 32 0.49
038: 32 0.50
039: 32 0.50
040: 32 0.50
041: 32 0.49
042: 32 0.50
043: 32 0.49
044: 32 0.49
045: 32 0.49
046: 32 0.49
047: 32 0.49
32                      0.47
000: 64 1.72
001: 64 0.38
002: 64 0.37
003: 64 0.38
004: 64 0.37
005: 64 0.37
006: 64 0.37
007: 64 0.38
008: 64 0.37
009: 64 0.36
010: 64 0.37
011: 64 0.36
012: 64 0.36
013: 64 0.37
014: 64 0.37
015: 64 0.37
016: 64 0.37
017: 64 0.37
018: 64 0.36
019: 64 0.36
020: 64 0.36
021: 64 0.37
022: 64 0.36
023: 64 0.36
024: 64 0.49
025: 64 0.49
026: 64 0.49
027: 64 0.49
028: 64 0.49
029: 64 0.49
030: 64 0.48
031: 64 0.49
032: 64 0.49
033: 64 0.49
034: 64 0.48
035: 64 0.48
036: 64 0.49
037: 64 0.49
038: 64 0.48
039: 64 0.49
040: 64 0.49
041: 64 0.48
042: 64 0.49
043: 64 0.49
044: 64 0.48
045: 64 0.48
046: 64 0.48
047: 64 0.48
64                      0.46
000: 128 1.74
001: 128 0.39
002: 128 0.39
003: 128 0.40
004: 128 0.39
005: 128 0.40
006: 128 0.38
007: 128 0.40
008: 128 0.39
009: 128 0.39
010: 128 0.40
011: 128 0.38
012: 128 0.39
013: 128 0.39
014: 128 0.38
015: 128 0.38
016: 128 0.39
017: 128 0.38
018: 128 0.38
019: 128 0.39
