
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.82
001: 1 0.42
002: 1 0.43
003: 1 0.43
004: 1 0.43
005: 1 0.42
006: 1 0.43
007: 1 0.43
008: 1 0.42
009: 1 0.42
010: 1 0.42
011: 1 0.43
012: 1 0.44
013: 1 0.43
014: 1 0.43
015: 1 0.44
016: 1 0.43
017: 1 0.42
018: 1 0.42
019: 1 0.43
020: 1 0.42
021: 1 0.42
022: 1 0.43
023: 1 0.43
024: 1 0.51
025: 1 0.51
026: 1 0.51
027: 1 0.51
028: 1 0.51
029: 1 0.51
030: 1 0.51
031: 1 0.51
032: 1 0.51
033: 1 0.51
034: 1 0.51
035: 1 0.51
036: 1 0.51
037: 1 0.51
038: 1 0.51
039: 1 0.51
040: 1 0.51
041: 1 0.51
042: 1 0.51
043: 1 0.51
044: 1 0.51
045: 1 0.51
046: 1 0.51
1                       0.50
000: 2 1.81
001: 2 0.39
002: 2 0.40
003: 2 0.39
004: 2 0.39
005: 2 0.38
006: 2 0.38
007: 2 0.39
008: 2 0.39
009: 2 0.39
010: 2 0.39
011: 2 0.39
012: 2 0.40
013: 2 0.40
014: 2 0.40
015: 2 0.39
016: 2 0.40
017: 2 0.39
018: 2 0.39
019: 2 0.40
020: 2 0.39
021: 2 0.38
022: 2 0.39
023: 2 0.39
024: 2 0.49
025: 2 0.49
026: 2 0.49
027: 2 0.49
028: 2 0.49
029: 2 0.49
030: 2 0.49
031: 2 0.49
032: 2 0.49
033: 2 0.49
034: 2 0.49
035: 2 0.49
036: 2 0.49
037: 2 0.49
038: 2 0.49
039: 2 0.49
040: 2 0.49
041: 2 0.49
042: 2 0.49
043: 2 0.49
044: 2 0.49
045: 2 0.49
046: 2 0.49
2                       0.47
000: 4 1.82
001: 4 0.42
002: 4 0.42
003: 4 0.40
004: 4 0.42
005: 4 0.40
006: 4 0.41
007: 4 0.41
008: 4 0.41
009: 4 0.41
010: 4 0.41
011: 4 0.42
012: 4 0.42
013: 4 0.42
014: 4 0.42
015: 4 0.42
016: 4 0.42
017: 4 0.41
018: 4 0.42
019: 4 0.41
020: 4 0.41
021: 4 0.41
022: 4 0.42
023: 4 0.41
024: 4 0.49
025: 4 0.49
026: 4 0.49
027: 4 0.49
028: 4 0.49
029: 4 0.49
030: 4 0.49
031: 4 0.49
032: 4 0.49
033: 4 0.49
034: 4 0.49
035: 4 0.49
036: 4 0.49
037: 4 0.49
038: 4 0.49
039: 4 0.49
040: 4 0.49
041: 4 0.49
042: 4 0.49
043: 4 0.49
044: 4 0.49
045: 4 0.49
046: 4 0.49
4                       0.48
000: 8 1.80
001: 8 0.39
002: 8 0.39
003: 8 0.39
004: 8 0.39
005: 8 0.38
006: 8 0.39
007: 8 0.39
008: 8 0.39
009: 8 0.39
010: 8 0.38
011: 8 0.39
012: 8 0.40
013: 8 0.39
014: 8 0.39
015: 8 0.40
016: 8 0.39
017: 8 0.38
018: 8 0.39
019: 8 0.39
020: 8 0.39
021: 8 0.38
022: 8 0.40
023: 8 0.38
024: 8 0.49
025: 8 0.49
026: 8 0.49
027: 8 0.49
028: 8 0.49
029: 8 0.49
030: 8 0.49
031: 8 0.49
032: 8 0.49
033: 8 0.49
034: 8 0.49
035: 8 0.49
036: 8 0.49
037: 8 0.49
038: 8 0.49
039: 8 0.49
040: 8 0.49
041: 8 0.49
042: 8 0.49
043: 8 0.49
044: 8 0.49
045: 8 0.49
046: 8 0.49
8                       0.47
000: 16 1.83
001: 16 0.42
002: 16 0.42
003: 16 0.41
004: 16 0.42
005: 16 0.40
006: 16 0.41
007: 16 0.41
008: 16 0.41
009: 16 0.41
010: 16 0.40
011: 16 0.41
012: 16 0.42
013: 16 0.42
014: 16 0.42
015: 16 0.42
016: 16 0.41
017: 16 0.41
018: 16 0.41
019: 16 0.41
020: 16 0.41
021: 16 0.41
022: 16 0.41
023: 16 0.41
024: 16 0.50
025: 16 0.50
026: 16 0.50
027: 16 0.50
028: 16 0.50
029: 16 0.50
030: 16 0.50
031: 16 0.50
032: 16 0.50
033: 16 0.50
034: 16 0.50
035: 16 0.50
036: 16 0.50
037: 16 0.50
038: 16 0.50
039: 16 0.50
040: 16 0.50
041: 16 0.50
042: 16 0.50
043: 16 0.50
044: 16 0.50
045: 16 0.50
046: 16 0.50
16                      0.48
000: 32 1.84
001: 32 0.39
002: 32 0.40
003: 32 0.38
004: 32 0.40
005: 32 0.38
006: 32 0.40
007: 32 0.39
008: 32 0.39
009: 32 0.40
010: 32 0.39
011: 32 0.39
012: 32 0.40
013: 32 0.40
014: 32 0.41
015: 32 0.40
016: 32 0.40
017: 32 0.39
018: 32 0.40
019: 32 0.39
020: 32 0.39
021: 32 0.39
022: 32 0.40
023: 32 0.39
024: 32 0.49
025: 32 0.49
026: 32 0.49
027: 32 0.49
028: 32 0.49
029: 32 0.49
030: 32 0.50
031: 32 0.49
032: 32 0.49
033: 32 0.49
034: 32 0.49
035: 32 0.49
036: 32 0.49
037: 32 0.49
038: 32 0.49
039: 32 0.49
040: 32 0.49
041: 32 0.49
042: 32 0.49
043: 32 0.49
044: 32 0.49
045: 32 0.49
046: 32 0.49
32                      0.47
000: 64 1.81
001: 64 0.38
002: 64 0.39
003: 64 0.38
004: 64 0.39
005: 64 0.38
006: 64 0.38
007: 64 0.38
008: 64 0.38
009: 64 0.38
010: 64 0.38
011: 64 0.39
012: 64 0.39
013: 64 0.39
014: 64 0.38
015: 64 0.39
016: 64 0.39
017: 64 0.38
018: 64 0.39
019: 64 0.39
020: 64 0.38
021: 64 0.38
022: 64 0.39
023: 64 0.38
024: 64 0.48
025: 64 0.48
026: 64 0.48
027: 64 0.48
028: 64 0.48
029: 64 0.48
030: 64 0.48
031: 64 0.48
032: 64 0.48
033: 64 0.48
034: 64 0.48
035: 64 0.48
036: 64 0.48
037: 64 0.48
038: 64 0.48
039: 64 0.48
040: 64 0.48
041: 64 0.48
042: 64 0.48
043: 64 0.48
044: 64 0.48
045: 64 0.48
046: 64 0.48
64                      0.46
000: 128 1.84
001: 128 0.41
002: 128 0.41
003: 128 0.41
004: 128 0.41
005: 128 0.40
006: 128 0.40
007: 128 0.41
008: 128 0.41
009: 128 0.42
010: 128 0.41
011: 128 0.41
012: 128 0.42
013: 128 0.42
014: 128 0.42
015: 128 0.42
016: 128 0.42
017: 128 0.41
018: 128 0.41
019: 128 0.41
020: 128 0.41
021: 128 0.41
022: 128 0.41
023: 128 0.41
024: 128 0.51
025: 128 0.51
026: 128 0.51
027: 128 0.51
028: 128 0.51
029: 128 0.51
030: 128 0.51
031: 128 0.51
032: 128 0.51
033: 128 0.51
034: 128 0.51
035: 128 0.51
036: 128 0.51
037: 128 0.51
038: 128 0.51
039: 128 0.51
040: 128 0.51
041: 128 0.51
042: 128 0.51
043: 128 0.51
044: 128 0.51
045: 128 0.51
046: 128 0.51
128                     0.49
000: 256 1.83
001: 256 0.42
002: 256 0.43
003: 256 0.43
004: 256 0.42
005: 256 0.41
006: 256 0.42
007: 256 0.43
008: 256 0.43
009: 256 0.43
010: 256 0.43
011: 256 0.42
012: 256 0.44
013: 256 0.43
014: 256 0.42
015: 256 0.43
016: 256 0.43
017: 256 0.42
018: 256 0.42
019: 256 0.43
020: 256 0.43
021: 256 0.42
022: 256 0.43
023: 256 0.42
024: 256 0.54
025: 256 0.54
026: 256 0.54
027: 256 0.53
028: 256 0.54
029: 256 0.53
030: 256 0.54
031: 256 0.54
032: 256 0.54
033: 256 0.54
034: 256 0.54
035: 256 0.53
036: 256 0.54
037: 256 0.54
038: 256 0.53
039: 256 0.53
040: 256 0.54
041: 256 0.54
042: 256 0.53
043: 256 0.53
044: 256 0.54
045: 256 0.54
046: 256 0.54
256                     0.51
000: 512 1.92
001: 512 0.49
002: 512 0.49
003: 512 0.49
004: 512 0.49
005: 512 0.48
006: 512 0.49
007: 512 0.49
008: 512 0.49
009: 512 0.49
010: 512 0.49
011: 512 0.49
012: 512 0.49
013: 512 0.49
014: 512 0.49
015: 512 0.49
016: 512 0.49
017: 512 0.48
018: 512 0.48
019: 512 0.49
020: 512 0.49
021: 512 0.49
022: 512 0.49
023: 512 0.49
024: 512 0.60
025: 512 0.60
026: 512 0.60
027: 512 0.60
028: 512 0.61
029: 512 0.60
