
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 1.45
001: 1 0.46
002: 1 0.45
003: 1 0.46
004: 1 0.47
005: 1 0.45
006: 1 0.46
007: 1 0.47
008: 1 0.46
009: 1 0.46
010: 1 0.47
011: 1 0.47
012: 1 0.47
013: 1 0.46
014: 1 0.46
015: 1 0.46
016: 1 0.46
017: 1 0.46
018: 1 0.46
019: 1 0.46
020: 1 0.46
021: 1 0.47
022: 1 0.47
023: 1 0.47
024: 1 0.43
025: 1 0.43
026: 1 0.43
027: 1 0.44
028: 1 0.44
1                       0.49
000: 2 1.50
001: 2 0.46
002: 2 0.46
003: 2 0.45
004: 2 0.46
005: 2 0.44
006: 2 0.46
007: 2 0.46
008: 2 0.46
009: 2 0.46
010: 2 0.46
011: 2 0.47
012: 2 0.46
013: 2 0.46
014: 2 0.45
015: 2 0.46
016: 2 0.45
017: 2 0.46
018: 2 0.46
019: 2 0.46
020: 2 0.46
021: 2 0.46
022: 2 0.46
023: 2 0.46
024: 2 0.44
025: 2 0.43
026: 2 0.43
027: 2 0.43
028: 2 0.43
2                       0.49
000: 4 1.51
001: 4 0.46
002: 4 0.46
003: 4 0.45
004: 4 0.46
005: 4 0.46
006: 4 0.46
007: 4 0.47
008: 4 0.46
009: 4 0.46
010: 4 0.46
011: 4 0.46
012: 4 0.46
013: 4 0.46
014: 4 0.45
015: 4 0.46
016: 4 0.46
017: 4 0.45
018: 4 0.46
019: 4 0.46
020: 4 0.46
021: 4 0.47
022: 4 0.47
023: 4 0.46
024: 4 0.43
025: 4 0.43
026: 4 0.43
027: 4 0.42
028: 4 0.43
4                       0.49
000: 8 1.50
001: 8 0.46
002: 8 0.46
003: 8 0.46
004: 8 0.47
005: 8 0.47
006: 8 0.47
007: 8 0.48
008: 8 0.47
009: 8 0.47
010: 8 0.47
011: 8 0.47
012: 8 0.47
013: 8 0.47
014: 8 0.47
015: 8 0.47
016: 8 0.46
017: 8 0.46
018: 8 0.47
019: 8 0.47
020: 8 0.47
021: 8 0.47
022: 8 0.48
023: 8 0.47
024: 8 0.43
025: 8 0.43
026: 8 0.43
027: 8 0.43
028: 8 0.43
8                       0.50
000: 16 1.48
001: 16 0.46
002: 16 0.46
003: 16 0.45
004: 16 0.47
005: 16 0.46
006: 16 0.47
007: 16 0.48
008: 16 0.46
009: 16 0.47
010: 16 0.47
011: 16 0.47
012: 16 0.46
013: 16 0.46
014: 16 0.46
015: 16 0.46
016: 16 0.46
017: 16 0.47
018: 16 0.47
019: 16 0.47
020: 16 0.47
021: 16 0.47
022: 16 0.48
023: 16 0.47
024: 16 0.43
025: 16 0.43
026: 16 0.42
027: 16 0.43
028: 16 0.43
16                      0.49
000: 32 1.51
001: 32 0.46
002: 32 0.46
003: 32 0.45
004: 32 0.46
005: 32 0.46
006: 32 0.46
007: 32 0.47
008: 32 0.46
009: 32 0.46
010: 32 0.46
011: 32 0.47
012: 32 0.46
013: 32 0.46
014: 32 0.45
015: 32 0.46
016: 32 0.45
017: 32 0.46
018: 32 0.47
019: 32 0.47
020: 32 0.47
021: 32 0.47
022: 32 0.46
023: 32 0.47
024: 32 0.43
025: 32 0.43
026: 32 0.43
