
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 0.59
001: 1 0.19
002: 1 0.19
003: 1 0.19
004: 1 0.19
005: 1 0.19
006: 1 0.19
007: 1 0.18
008: 1 0.18
009: 1 0.19
010: 1 0.19
011: 1 0.18
1                       0.22
000: 2 0.59
001: 2 0.19
002: 2 0.18
003: 2 0.19
004: 2 0.19
005: 2 0.19
006: 2 0.19
007: 2 0.19
008: 2 0.18
009: 2 0.19
010: 2 0.19
011: 2 0.18
2                       0.22
000: 4 0.63
001: 4 0.19
002: 4 0.19
003: 4 0.19
004: 4 0.19
005: 4 0.19
006: 4 0.19
007: 4 0.19
008: 4 0.19
009: 4 0.19
010: 4 0.19
011: 4 0.19
4                       0.23
000: 8 0.63
001: 8 0.19
002: 8 0.19
003: 8 0.19
004: 8 0.19
005: 8 0.19
006: 8 0.19
007: 8 0.19
008: 8 0.18
009: 8 0.19
010: 8 0.19
011: 8 0.19
8                       0.22
000: 16 0.60
001: 16 0.19
002: 16 0.19
003: 16 0.19
004: 16 0.19
005: 16 0.19
006: 16 0.19
007: 16 0.18
008: 16 0.18
009: 16 0.19
010: 16 0.19
011: 16 0.19
16                      0.22
000: 32 0.60
001: 32 0.19
002: 32 0.19
003: 32 0.19
004: 32 0.19
005: 32 0.19
006: 32 0.19
007: 32 0.19
008: 32 0.18
009: 32 0.19
010: 32 0.19
011: 32 0.18
32                      0.22
000: 64 0.62
001: 64 0.20
002: 64 0.20
003: 64 0.20
004: 64 0.20
005: 64 0.20
006: 64 0.20
007: 64 0.20
008: 64 0.20
009: 64 0.20
010: 64 0.20
011: 64 0.20
64                      0.24
000: 128 0.62
001: 128 0.21
002: 128 0.21
003: 128 0.21
004: 128 0.21
005: 128 0.21
006: 128 0.21
007: 128 0.21
008: 128 0.21
009: 128 0.21
010: 128 0.21
011: 128 0.21
128                     0.24
000: 256 0.64
001: 256 0.23
002: 256 0.23
003: 256 0.23
004: 256 0.23
005: 256 0.23
006: 256 0.23
007: 256 0.23
008: 256 0.22
009: 256 0.23
010: 256 0.22
011: 256 0.23
256                     0.26
000: 512 0.66
001: 512 0.26
002: 512 0.26
003: 512 0.26
004: 512 0.26
005: 512 0.26
006: 512 0.26
007: 512 0.26
008: 512 0.25
009: 512 0.26
010: 512 0.26
011: 512 0.25
512                     0.29
000: 1024 0.78
001: 1024 0.37
002: 1024 0.37
003: 1024 0.37
004: 1024 0.37
005: 1024 0.37
006: 1024 0.37
007: 1024 0.37
008: 1024 0.36
009: 1024 0.37
010: 1024 0.37
011: 1024 0.38
1024                    0.40
000: 2048 0.90
001: 2048 0.49
002: 2048 0.49
003: 2048 0.49
004: 2048 0.49
005: 2048 0.49
006: 2048 0.49
007: 2048 0.49
008: 2048 0.49
009: 2048 0.50
010: 2048 0.49
011: 2048 0.50
2048                    0.53
000: 4096 1.13
001: 4096 0.72
002: 4096 0.73
003: 4096 0.72
004: 4096 0.73
005: 4096 0.73
006: 4096 0.73
007: 4096 0.72
008: 4096 0.72
009: 4096 0.73
010: 4096 0.73
011: 4096 0.73
4096                    0.76
000: 8192 1.67
001: 8192 1.26
002: 8192 1.26
003: 8192 1.26
004: 8192 1.26
005: 8192 1.26
006: 8192 1.26
007: 8192 1.26
008: 8192 1.25
009: 8192 1.26
