
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
000: 1 0.56
001: 1 0.16
002: 1 0.16
003: 1 0.16
004: 1 0.16
005: 1 0.16
006: 1 0.16
007: 1 0.16
008: 1 0.16
1                       0.20
000: 2 0.57
001: 2 0.16
002: 2 0.16
003: 2 0.16
004: 2 0.16
005: 2 0.16
006: 2 0.16
007: 2 0.16
008: 2 0.16
2                       0.20
000: 4 0.57
001: 4 0.16
002: 4 0.16
003: 4 0.16
004: 4 0.16
005: 4 0.16
006: 4 0.16
007: 4 0.16
008: 4 0.16
4                       0.20
000: 8 0.54
001: 8 0.16
002: 8 0.16
003: 8 0.16
004: 8 0.16
005: 8 0.16
006: 8 0.16
007: 8 0.16
008: 8 0.16
8                       0.20
000: 16 0.56
001: 16 0.16
002: 16 0.15
003: 16 0.16
004: 16 0.16
005: 16 0.16
006: 16 0.16
007: 16 0.16
008: 16 0.16
16                      0.20
000: 32 0.55
001: 32 0.16
002: 32 0.16
003: 32 0.16
004: 32 0.16
005: 32 0.16
006: 32 0.16
007: 32 0.16
008: 32 0.16
32                      0.20
000: 64 0.56
001: 64 0.17
002: 64 0.16
003: 64 0.16
004: 64 0.17
005: 64 0.17
006: 64 0.17
007: 64 0.17
008: 64 0.17
64                      0.21
000: 128 0.58
001: 128 0.20
002: 128 0.19
003: 128 0.20
004: 128 0.20
005: 128 0.20
006: 128 0.20
007: 128 0.20
008: 128 0.20
128                     0.24
000: 256 0.59
001: 256 0.21
002: 256 0.21
003: 256 0.21
004: 256 0.21
005: 256 0.21
006: 256 0.21
007: 256 0.22
008: 256 0.22
256                     0.25
000: 512 0.62
001: 512 0.23
002: 512 0.22
003: 512 0.23
004: 512 0.23
005: 512 0.23
006: 512 0.23
007: 512 0.23
008: 512 0.23
512                     0.27
000: 1024 0.71
001: 1024 0.32
002: 1024 0.32
003: 1024 0.33
004: 1024 0.33
005: 1024 0.33
006: 1024 0.33
007: 1024 0.32
008: 1024 0.33
1024                    0.37
000: 2048 0.82
001: 2048 0.44
002: 2048 0.43
003: 2048 0.44
004: 2048 0.44
005: 2048 0.44
006: 2048 0.44
007: 2048 0.44
008: 2048 0.43
2048                    0.48
000: 4096 1.05
001: 4096 0.66
002: 4096 0.66
003: 4096 0.66
004: 4096 0.66
005: 4096 0.66
006: 4096 0.66
007: 4096 0.66
008: 4096 0.66
4096                    0.71
000: 8192 1.50
001: 8192 1.12
002: 8192 1.12
003: 8192 1.13
004: 8192 1.13
005: 8192 1.13
006: 8192 1.13
007: 8192 1.12
008: 8192 1.12
8192                    1.17
000: 16384 2.45
001: 16384 2.06
002: 16384 2.05
003: 16384 2.06
004: 16384 2.06
005: 16384 2.06
006: 16384 2.06
007: 16384 2.06
008: 16384 2.06
16384                   2.10
000: 32768 4.20
001: 32768 3.84
002: 32768 3.83
003: 32768 3.83
004: 32768 3.83
005: 32768 3.84
006: 32768 3.84
007: 32768 3.84
008: 32768 3.83
32768                   3.88
000: 65536 5.95
001: 65536 5.48
002: 65536 5.47
003: 65536 5.47
004: 65536 5.46
005: 65536 5.47
006: 65536 5.47
007: 65536 5.47
008: 65536 5.47
65536                   5.52
000: 131072 9.13
001: 131072 8.70
002: 131072 8.70
003: 131072 8.70
004: 131072 8.70
005: 131072 8.70
006: 131072 8.70
007: 131072 8.70
008: 131072 8.70
131072                  8.75
000: 262144 15.52
001: 262144 15.08
002: 262144 15.07
003: 262144 15.08
004: 262144 15.07
005: 262144 15.08
006: 262144 15.07
007: 262144 15.08
008: 262144 15.08
262144                 15.12
000: 524288 27.70
