
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.92
2                       1.05
4                       1.03
8                       0.96
16                      0.96
32                      0.95
64                      0.97
128                     1.06
256                     1.16
512                     1.66
1024                    1.66
2048                    1.97
4096                    2.33
8192                    3.44
16384                   4.32
32768                   7.30
65536                  11.63
131072                 20.73
262144                 38.74
524288                 78.34
1048576               180.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.97
4                       0.96
8                       1.00
16                      0.98
32                      0.94
64                      0.95
128                     1.05
256                     1.21
512                     1.57
1024                    1.72
2048                    1.90
4096                    2.16
8192                    3.33
16384                   4.61
32768                   7.64
65536                  11.70
131072                 21.76
262144                 40.55
524288                 78.58
1048576               168.50

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.96
2                       0.94
4                       0.93
8                       0.92
16                      0.91
32                      0.94
64                      0.95
128                     1.16
256                     1.31
512                     1.75
1024                    1.51
2048                    1.84
4096                    2.00
8192                    3.00
16384                   4.18
32768                   6.73
65536                  11.36
131072                 21.25
262144                 40.94
524288                 80.02
1048576               167.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.80
4                       0.81
8                       0.80
16                      0.80
32                      0.83
64                      0.82
128                     1.23
256                     1.20
512                     1.57
1024                    1.56
2048                    1.72
4096                    2.06
8192                    3.07
16384                   4.24
32768                   7.01
65536                  11.44
131072                 21.48
262144                 41.13
524288                 79.25
1048576               168.21

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.90
2                       0.87
4                       0.88
8                       0.92
16                      0.87
32                      1.05
64                      0.90
128                     1.05
256                     1.15
512                     1.69
1024                    1.58
2048                    1.79
4096                    2.08
8192                    2.92
16384                   4.19
32768                   6.96
65536                  11.12
131072                 20.45
262144                 41.30
524288                 80.03
1048576               169.41

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.89
4                       0.90
8                       0.84
16                      0.85
32                      0.86
64                      0.84
128                     0.99
256                     1.08
512                     1.46
1024                    1.49
2048                    1.71
4096                    2.01
8192                    3.04
16384                   4.33
32768                   7.00
65536                  11.51
131072                 21.15
262144                 42.30
524288                 81.56
1048576               176.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.83
4                       0.80
8                       0.81
16                      0.88
32                      0.86
64                      0.84
128                     1.07
256                     1.13
512                     1.55
1024                    1.53
2048                    1.78
4096                    2.11
8192                    3.01
16384                   4.29
32768                   7.01
65536                  11.64
131072                 21.17
262144                 40.57
524288                 77.78
1048576               166.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.81
4                       0.83
8                       0.82
16                      0.85
32                      0.87
64                      0.89
128                     1.04
256                     1.07
512                     1.45
1024                    1.54
2048                    1.79
4096                    2.02
8192                    2.96
16384                   4.05
32768                   7.11
65536                  11.86
131072                 21.31
262144                 42.10
524288                 79.91
1048576               157.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.84
4                       0.85
8                       0.86
16                      0.82
32                      0.87
64                      0.91
128                     1.13
256                     1.10
512                     1.52
1024                    1.60
2048                    1.73
4096                    2.06
8192                    3.07
16384                   4.45
32768                   6.83
65536                  11.60
131072                 21.09
262144                 39.84
524288                 76.19
1048576               169.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.87
4                       0.87
8                       0.87
16                      0.87
32                      0.84
64                      0.88
128                     1.00
256                     1.13
512                     1.60
1024                    1.56
2048                    1.76
4096                    2.10
8192                    2.98
16384                   4.28
32768                   6.96
65536                  11.78
131072                 21.45
262144                 40.78
524288                 80.82
1048576               179.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.82
4                       0.91
8                       0.85
16                      0.90
32                      0.85
64                      0.83
128                     1.01
256                     1.22
512                     1.55
1024                    1.53
2048                    1.76
4096                    1.95
8192                    2.91
16384                   4.42
32768                   7.07
65536                  12.08
131072                 21.84
262144                 41.03
524288                 77.90
1048576               171.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.92
4                       0.86
8                       0.95
16                      0.90
32                      0.85
64                      0.87
128                     0.98
256                     1.05
512                     1.60
1024                    1.57
2048                    1.80
4096                    1.99
8192                    3.01
16384                   4.45
32768                   6.97
65536                  12.12
131072                 22.22
262144                 40.45
524288                 80.76
1048576               166.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.89
4                       0.89
8                       0.86
16                      0.94
32                      0.96
64                      0.96
128                     1.25
256                     1.31
512                     1.66
1024                    1.60
2048                    1.78
4096                    2.18
8192                    3.18
