
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.58
4                       0.65
8                       0.56
16                      0.56
32                      0.49
64                      0.58
128                     0.66
256                     1.03
512                     1.28
1024                    1.07
2048                    1.49
4096                    1.79
8192                    2.81
16384                   4.56
32768                   8.30
65536                  12.76
131072                 22.30
262144                 43.11
524288                 91.01
1048576               195.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.49
4                       0.62
8                       0.50
16                      0.51
32                      0.53
64                      0.65
128                     0.61
256                     0.99
512                     1.32
1024                    1.29
2048                    1.52
4096                    2.06
8192                    2.90
16384                   4.66
32768                   8.08
65536                  13.48
131072                 23.97
262144                 45.44
524288                 92.42
1048576               215.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.50
4                       0.57
8                       0.57
16                      0.52
32                      0.50
64                      0.51
128                     0.65
256                     1.01
512                     1.12
1024                    1.07
2048                    1.34
4096                    1.85
8192                    2.75
16384                   4.57
32768                   7.83
65536                  12.59
131072                 22.18
262144                 44.23
524288                 90.52
1048576               217.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.48
4                       0.51
8                       0.51
16                      0.54
32                      0.58
64                      0.68
128                     0.63
256                     1.03
512                     1.29
1024                    1.13
2048                    1.33
4096                    1.96
8192                    2.84
16384                   4.80
32768                   8.57
65536                  13.50
131072                 22.32
262144                 42.78
524288                 89.01
1048576               218.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.49
2                       0.50
4                       0.50
8                       0.54
16                      0.50
32                      0.48
64                      0.50
128                     0.54
256                     0.97
512                     1.38
1024                    1.17
2048                    1.43
4096                    1.88
8192                    2.74
16384                   4.65
32768                   7.79
65536                  12.44
131072                 22.08
262144                 42.76
524288                 90.36
1048576               201.21

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.47
4                       0.53
8                       0.51
16                      0.65
32                      0.55
64                      0.50
128                     0.67
256                     1.11
512                     1.32
1024                    1.11
2048                    1.32
4096                    1.80
8192                    2.77
16384                   4.54
32768                   7.99
65536                  13.33
131072                 24.75
262144                 46.33
524288                 91.96
1048576               211.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.55
4                       0.55
8                       0.52
16                      0.53
32                      0.53
64                      0.63
128                     0.67
256                     1.04
512                     1.29
1024                    1.10
2048                    1.36
4096                    1.78
8192                    2.76
16384                   4.78
32768                   7.75
65536                  12.67
131072                 21.85
262144                 43.20
524288                 87.37
1048576               198.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.59
2                       0.43
4                       0.46
8                       0.50
16                      0.48
32                      0.49
64                      0.49
128                     0.56
256                     1.02
512                     1.27
1024                    1.10
2048                    1.38
4096                    1.89
8192                    2.90
16384                   5.01
32768                   8.78
65536                  14.95
131072                 22.92
262144                 44.34
524288                 94.01
1048576               196.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.48
4                       0.55
8                       0.56
16                      0.52
32                      0.50
64                      0.52
128                     0.55
256                     0.92
512                     1.19
1024                    1.23
2048                    1.46
4096                    2.09
8192                    2.89
16384                   4.65
32768                   8.39
65536                  13.69
131072                 25.99
262144                 46.93
524288                 97.78
1048576               192.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.58
4                       0.52
8                       0.53
16                      0.47
32                      0.49
64                      0.49
128                     0.57
256                     0.98
512                     1.29
1024                    1.18
2048                    1.38
4096                    1.86
8192                    2.81
16384                   4.61
32768                   8.25
65536                  14.37
131072                 25.02
262144                 47.56
524288                 97.68
1048576               217.75

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.53
4                       0.51
8                       0.66
16                      0.56
32                      0.48
64                      0.48
128                     0.58
256                     1.01
512                     1.24
1024                    1.19
2048                    1.41
4096                    1.92
8192                    2.90
16384                   4.75
32768                   7.94
65536                  12.78
131072                 22.57
262144                 44.22
524288                 93.66
1048576               208.29

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.56
2                       0.57
4                       0.48
8                       0.56
16                      0.59
32                      0.52
64                      0.49
128                     0.64
256                     1.06
512                     1.23
1024                    1.20
2048                    1.43
4096                    2.36
8192                    3.06
16384                   4.94
32768                   7.53
65536                  12.39
131072                 22.38
262144                 42.34
524288                 86.89
1048576               211.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.66
4                       0.58
8                       0.55
16                      0.55
32                      0.54
64                      0.55
128                     0.68
256                     1.05
512                     1.28
1024                    1.13
2048                    1.32
4096                    2.01
8192                    2.87
16384                   4.60
32768                   7.63
65536                  12.77
131072                 22.05
262144                 43.60
524288                 88.18
1048576               197.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.53
2                       0.60
4                       0.51
8                       0.47
16                      0.51
32                      0.49
64                      0.50
128                     0.61
256                     1.01
512                     1.28
1024                    1.12
2048                    1.42
4096                    1.77
8192                    2.71
16384                   4.74
32768                   7.99
65536                  12.84
131072                 21.98
262144                 42.66
524288                 93.22
1048576               217.02

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.59
4                       0.63
8                       0.56
16                      0.63
32                      0.60
64                      0.58
128                     0.74
256                     0.99
512                     1.30
1024                    1.08
2048                    1.37
4096                    1.85
8192                    2.90
