
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
8192                    3.03
16384                   4.67
32768                   8.42
65536                  14.85
131072                 27.33
262144                 51.11
524288                 98.94
1048576               201.05

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.98
2                       0.92
4                       1.08
8                       0.97
16                      0.98
32                      0.96
64                      0.88
128                     0.99
256                     1.10
512                     1.61
1024                    1.51
2048                    1.79
4096                    2.14
8192                    2.99
16384                   4.67
32768                   8.06
65536                  14.39
131072                 26.13
262144                 48.93
524288                 92.14
1048576               199.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.93
4                       0.89
8                       0.87
16                      0.87
32                      0.88
64                      0.88
128                     0.96
256                     1.00
512                     1.51
1024                    1.67
2048                    1.85
4096                    2.13
8192                    3.06
16384                   4.66
32768                   8.29
65536                  15.17
131072                 28.74
262144                 53.27
524288                106.13
1048576               196.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.84
4                       0.86
8                       0.87
16                      0.83
32                      0.90
64                      0.89
128                     1.01
256                     1.16
512                     1.68
1024                    1.51
2048                    1.72
4096                    2.26
8192                    3.11
16384                   4.76
32768                   8.29
65536                  14.42
131072                 27.31
262144                 52.75
524288                104.18
1048576               202.44

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.17
2                       1.18
4                       1.19
8                       1.18
16                      1.20
32                      1.20
64                      1.19
128                     1.12
256                     1.34
512                     1.55
1024                    1.74
2048                    1.84
4096                    2.32
8192                    3.36
16384                   4.85
32768                   8.20
65536                  14.42
131072                 26.46
262144                 50.95
524288                 98.13
1048576               200.77

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.81
4                       0.82
8                       0.87
16                      0.90
32                      0.82
64                      0.83
128                     1.10
256                     1.12
512                     1.42
1024                    1.48
2048                    1.78
4096                    2.19
8192                    3.07
16384                   4.82
32768                   8.41
65536                  15.10
131072                 28.56
262144                 52.65
524288                102.69
1048576               209.56

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.93
2                       0.94
4                       0.94
8                       0.92
16                      0.95
32                      0.94
64                      0.98
128                     1.20
256                     1.19
512                     1.59
1024                    1.57
2048                    1.92
4096                    2.22
8192                    3.10
16384                   4.76
32768                   8.11
65536                  13.68
131072                 25.30
262144                 46.43
524288                 93.94
1048576               203.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.29
2                       1.28
4                       1.32
8                       1.25
16                      1.27
32                      1.26
64                      1.30
128                     1.12
256                     1.10
512                     1.58
1024                    1.48
2048                    1.75
4096                    2.16
8192                    2.99
16384                   4.76
32768                   8.09
65536                  14.35
131072                 28.37
262144                 53.45
524288                104.44
1048576               200.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.99
4                       0.90
8                       0.93
16                      0.95
32                      0.85
64                      0.86
128                     1.03
256                     1.14
512                     1.46
1024                    1.52
2048                    1.76
4096                    2.14
8192                    3.13
16384                   4.78
32768                   8.15
65536                  14.53
131072                 28.25
262144                 53.09
524288                103.36
1048576               192.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.10
2                       1.12
4                       1.04
8                       0.91
16                      0.93
32                      0.97
64                      0.92
128                     1.04
256                     1.20
512                     1.60
1024                    1.63
2048                    1.90
4096                    2.26
8192                    3.01
16384                   4.80
32768                   8.06
65536                  13.81
131072                 26.25
262144                 50.56
524288                 98.50
1048576               191.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.89
2                       0.91
4                       0.92
8                       0.91
16                      0.93
32                      0.88
64                      0.92
128                     1.11
256                     1.15
512                     1.72
1024                    1.62
2048                    1.78
4096                    2.24
8192                    3.10
16384                   4.82
32768                   8.53
65536                  14.80
131072                 28.90
262144                 54.01
524288                104.72
1048576               196.72

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.92
2                       0.96
4                       0.93
8                       0.97
16                      0.92
32                      0.89
64                      0.88
128                     1.07
256                     1.17
512                     1.49
1024                    1.50
2048                    1.75
4096                    2.12
8192                    3.17
16384                   4.93
32768                   8.55
65536                  15.60
131072                 28.36
262144                 51.73
524288                100.59
1048576               201.59
