
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.85
4                       0.85
8                       0.82
16                      0.80
32                      0.86
64                      0.86
128                     1.08
256                     1.11
512                     1.56
1024                    1.52
2048                    1.74
4096                    2.16
8192                    3.03
16384                   4.72
32768                   8.50
65536                  14.88
131072                 27.94
262144                 52.32
524288                102.08
1048576               191.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.93
2                       0.93
4                       0.97
8                       1.00
16                      0.88
32                      0.90
64                      0.92
128                     0.99
256                     1.14
512                     1.49
1024                    1.52
2048                    1.81
4096                    2.13
8192                    2.99
16384                   4.54
32768                   8.01
65536                  14.20
131072                 26.35
262144                 49.32
524288                100.56
1048576               198.35

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.95
4                       0.87
8                       0.92
16                      0.91
32                      0.87
64                      0.88
128                     1.04
256                     1.26
512                     1.53
1024                    1.56
2048                    1.85
4096                    2.15
8192                    2.94
16384                   4.52
32768                   7.80
65536                  13.73
131072                 27.87
262144                 52.28
524288                 99.91
1048576               199.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.90
2                       0.88
4                       0.85
8                       0.87
16                      0.89
32                      0.89
64                      0.88
128                     1.05
256                     1.10
512                     1.55
1024                    1.55
2048                    1.75
4096                    2.21
8192                    3.16
16384                   4.68
32768                   8.22
65536                  14.03
131072                 27.00
262144                 51.21
524288                103.67
1048576               202.94

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.89
2                       0.94
4                       0.93
8                       0.92
16                      0.99
32                      0.88
64                      0.91
128                     1.08
256                     1.18
512                     1.64
1024                    1.57
2048                    1.82
4096                    2.14
8192                    2.92
16384                   4.66
32768                   8.14
65536                  13.65
131072                 25.84
262144                 51.08
524288                101.87
1048576               191.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.85
4                       0.94
8                       0.91
16                      0.93
32                      0.84
64                      0.87
128                     1.14
256                     1.11
512                     1.55
1024                    1.57
2048                    1.91
4096                    2.22
8192                    3.06
16384                   4.65
32768                   7.91
65536                  13.93
131072                 26.36
262144                 52.70
524288                106.73
1048576               203.06

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.85
4                       0.89
8                       0.90
16                      0.92
32                      0.85
64                      0.89
128                     1.09
256                     1.18
512                     1.49
1024                    1.57
2048                    1.88
4096                    2.22
8192                    3.10
16384                   5.00
32768                   8.49
65536                  14.79
131072                 26.09
262144                 48.62
524288                 99.59
1048576               210.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.07
2                       1.14
4                       1.09
8                       1.11
16                      1.13
32                      0.96
64                      0.93
128                     1.08
256                     1.25
512                     1.69
1024                    1.69
2048                    1.98
4096                    2.22
8192                    3.09
16384                   4.66
32768                   7.79
65536                  13.56
131072                 23.22
262144                 47.43
524288                 96.74
1048576               185.35

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.87
4                       0.85
8                       0.89
16                      0.84
32                      0.82
64                      0.81
128                     1.00
256                     1.06
512                     1.48
1024                    1.57
2048                    1.77
4096                    2.17
8192                    2.86
16384                   4.63
32768                   7.77
65536                  12.67
131072                 23.07
262144                 45.44
524288                 94.69
1048576               186.57

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.81
4                       0.84
8                       0.84
16                      0.86
32                      0.87
64                      0.83
128                     1.01
256                     1.08
512                     1.48
1024                    1.55
2048                    1.74
4096                    2.19
8192                    2.99
16384                   4.80
32768                   8.26
65536                  14.43
131072                 28.18
262144                 53.09
524288                104.91
1048576               211.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.93
2                       1.03
4                       0.92
8                       0.93
16                      0.96
32                      0.99
64                      0.99
128                     1.09
256                     1.42
512                     1.56
1024                    1.66
2048                    1.74
4096                    2.26
8192                    3.00
16384                   4.79
32768                   8.06
65536                  14.48
131072                 27.89
262144                 52.41
524288                104.87
1048576               207.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.91
4                       0.85
8                       0.91
16                      0.88
32                      0.90
64                      0.91
128                     1.16
256                     1.16
512                     1.61
1024                    1.53
2048                    1.92
4096                    2.23
8192                    3.17
16384                   4.92
32768                   8.20
65536                  13.65
131072                 24.98
262144                 47.31
524288                 98.69
1048576               210.42

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.88
4                       0.91
8                       0.88
16                      0.94
32                      0.87
64                      0.84
128                     0.94
256                     1.13
512                     1.62
1024                    1.64
2048                    1.79
4096                    2.29
8192                    3.16
16384                   4.80
32768                   8.11
65536                  14.09
131072                 26.00
262144                 50.43
524288                 97.64
1048576               192.28

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.81
4                       0.87
8                       0.83
16                      0.81
32                      0.85
64                      0.82
128                     1.08
256                     1.04
512                     1.59
1024                    1.52
2048                    1.79
4096                    2.15
8192                    3.17
16384                   4.47
32768                   8.24
65536                  14.87
131072                 27.22
262144                 47.50
524288                 96.73
1048576               206.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.88
2                       0.91
4                       0.92
8                       0.94
16                      0.89
32                      0.90
64                      0.87
128                     1.02
256                     1.14
512                     1.58
1024                    1.62
2048                    1.79
4096                    2.26
8192                    3.18
16384                   4.98
32768                   8.19
65536                  15.01
131072                 28.89
262144                 52.62
524288                102.89
1048576               185.65

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.88
4                       0.88
8                       0.86
16                      0.83
32                      0.85
64                      0.86
128                     1.09
256                     1.21
512                     1.47
1024                    1.64
2048                    1.79
4096                    2.29
8192                    3.32
16384                   5.05
32768                   9.06
65536                  15.64
131072                 29.29
262144                 53.14
524288                102.66
1048576               205.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.89
2                       0.91
4                       1.01
8                       0.95
16                      0.89
32                      0.94
64                      0.93
128                     1.18
256                     1.23
512                     1.58
1024                    1.67
2048                    1.88
4096                    2.19
8192                    3.07
16384                   4.70
32768                   8.26
65536                  14.63
131072                 25.91
262144                 49.90
524288                 98.77
1048576               201.77

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.86
4                       0.84
8                       0.84
16                      0.82
32                      0.88
64                      0.84
128                     1.23
256                     1.23
512                     1.65
1024                    1.51
2048                    1.88
4096                    2.20
8192                    3.18
16384                   4.63
32768                   8.56
65536                  15.30
131072                 28.23
262144                 52.04
524288                101.87
1048576               188.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.84
4                       0.85
8                       0.84
16                      0.91
32                      0.88
64                      0.86
128                     1.10
256                     1.30
512                     1.42
1024                    1.59
2048                    1.72
4096                    2.16
