
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.55
4                       0.52
8                       0.52
16                      0.52
32                      0.55
64                      0.55
128                     0.62
256                     0.98
512                     1.17
1024                    1.12
2048                    1.90
4096                    2.14
8192                    2.59
16384                   4.14
32768                   7.68
65536                  13.52
131072                 25.60
262144                 47.66
524288                 93.96
1048576               175.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.44
4                       0.45
8                       0.49
16                      0.49
32                      0.51
64                      0.49
128                     0.61
256                     1.00
512                     1.25
1024                    1.06
2048                    1.86
4096                    2.15
8192                    2.57
16384                   4.00
32768                   7.37
65536                  13.52
131072                 25.44
262144                 45.94
524288                 83.02
1048576               171.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.51
4                       0.63
8                       0.56
16                      0.57
32                      0.50
64                      0.60
128                     0.78
256                     1.04
512                     1.31
1024                    1.19
2048                    1.89
4096                    2.20
8192                    2.69
16384                   4.19
32768                   7.23
65536                  12.92
131072                 23.07
262144                 43.85
524288                 84.47
1048576               183.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.55
4                       0.58
8                       0.55
16                      0.60
32                      0.61
64                      0.53
128                     0.64
256                     1.07
512                     1.33
1024                    1.16
2048                    1.92
4096                    2.19
8192                    2.60
16384                   4.06
32768                   7.46
65536                  13.51
131072                 25.57
262144                 45.75
524288                 88.07
1048576               195.14

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.58
2                       0.53
4                       0.55
8                       0.55
16                      0.53
32                      0.53
64                      0.55
128                     0.70
256                     1.05
512                     1.56
1024                    1.18
2048                    1.88
4096                    2.17
8192                    2.68
16384                   4.14
32768                   7.48
65536                  13.50
131072                 25.59
262144                 47.94
524288                 91.90
1048576               188.38

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.50
4                       0.62
8                       0.59
16                      0.57
32                      0.52
64                      0.52
128                     0.67
256                     1.04
512                     1.23
1024                    1.10
2048                    1.90
4096                    2.16
8192                    2.63
16384                   4.07
32768                   7.50
65536                  14.27
131072                 25.27
262144                 48.87
524288                 91.86
1048576               184.28

