
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.96
4                       0.99
8                       0.85
16                      0.95
32                      0.89
64                      0.86
128                     1.03
256                     1.08
512                     1.49
1024                    1.58
2048                    1.81
4096                    2.12
8192                    3.00
16384                   4.50
32768                   7.32
65536                  11.55
131072                 21.02
262144                 38.72
524288                 75.98
1048576               177.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.87
4                       0.82
8                       0.86
16                      0.81
32                      0.81
64                      0.84
128                     0.93
256                     1.13
512                     1.52
1024                    1.61
2048                    1.76
4096                    2.12
8192                    3.06
16384                   4.58
32768                   7.37
65536                  12.35
131072                 20.76
262144                 39.00
524288                 77.17
1048576               176.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.94
4                       0.89
8                       0.88
16                      0.92
32                      0.85
64                      0.82
128                     1.11
256                     1.13
512                     1.49
1024                    1.48
2048                    1.75
4096                    1.98
8192                    2.93
16384                   4.68
32768                   7.50
65536                  11.67
131072                 20.55
262144                 38.83
524288                 75.95
1048576               173.10

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.78
2                       0.85
4                       0.84
8                       0.84
16                      0.81
32                      0.78
64                      0.78
128                     0.98
256                     1.12
512                     1.50
1024                    1.48
2048                    1.74
4096                    1.98
8192                    3.04
16384                   4.79
32768                   7.28
65536                  11.21
131072                 20.24
262144                 38.33
524288                 75.67
1048576               165.25

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.85
4                       0.87
8                       0.84
16                      0.82
32                      0.87
64                      0.89
128                     1.00
256                     1.13
512                     1.52
1024                    1.47
2048                    1.74
4096                    2.00
8192                    3.04
16384                   4.58
32768                   7.70
65536                  12.10
131072                 21.33
262144                 40.96
524288                 77.04
1048576               175.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.78
2                       0.77
4                       0.78
8                       0.78
16                      0.77
32                      0.81
64                      0.80
128                     0.92
256                     1.18
512                     1.47
1024                    1.48
2048                    1.66
4096                    1.95
8192                    2.86
16384                   4.42
32768                   7.23
65536                  11.92
131072                 20.43
262144                 39.39
524288                 75.33
1048576               163.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.81
4                       0.79
8                       0.86
16                      0.86
32                      0.88
64                      0.86
128                     1.08
256                     1.23
512                     1.61
1024                    1.52
2048                    1.76
4096                    2.10
8192                    3.18
16384                   4.69
32768                   7.49
65536                  11.84
131072                 20.29
262144                 38.10
524288                 74.37
1048576               174.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.87
4                       0.89
8                       0.87
16                      0.84
32                      0.89
64                      0.90
128                     1.05
256                     1.20
512                     1.55
1024                    1.56
2048                    1.75
4096                    2.13
8192                    3.06
16384                   4.63
32768                   7.54
65536                  11.98
131072                 20.34
262144                 38.47
524288                 75.04
1048576               163.41

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.87
2                       0.89
4                       0.92
8                       0.90
16                      0.90
32                      0.87
64                      0.86
128                     1.18
256                     1.11
512                     1.49
1024                    1.53
2048                    1.89
4096                    2.06
8192                    3.01
16384                   4.59
32768                   6.83
65536                  11.24
131072                 19.73
262144                 36.26
524288                 75.11
1048576               178.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.85
4                       0.83
8                       0.89
16                      0.90
32                      0.84
64                      0.86
128                     1.19
256                     1.14
512                     1.42
1024                    1.55
2048                    1.74
4096                    1.99
8192                    3.12
16384                   4.82
32768                   7.54
65536                  11.51
131072                 20.53
262144                 38.13
524288                 75.70
1048576               169.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.95
2                       0.96
4                       0.95
8                       1.01
16                      0.98
32                      0.97
64                      1.00
128                     1.30
256                     1.31
512                     1.65
1024                    1.59
2048                    1.87
4096                    2.06
8192                    3.21
16384                   4.61
32768                   7.29
65536                  11.83
131072                 20.54
262144                 38.09
524288                 76.30
1048576               169.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.82
4                       0.81
8                       0.82
16                      0.81
32                      0.84
64                      0.88
128                     1.10
256                     1.04
512                     1.49
1024                    1.57
2048                    1.72
4096                    2.13
8192                    3.02
16384                   4.87
32768                   7.09
65536                  11.27
131072                 20.31
262144                 37.33
524288                 76.75
1048576               172.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.83
4                       0.87
8                       0.85
16                      0.86
32                      0.85
64                      0.85
128                     0.97
256                     1.11
512                     1.54
1024                    1.55
2048                    1.74
4096                    2.05
8192                    2.94
16384                   4.70
32768                   7.64
65536                  12.09
131072                 21.75
262144                 37.93
524288                 75.98
1048576               173.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.89
2                       0.92
4                       0.86
8                       0.89
16                      0.88
32                      0.88
64                      0.88
128                     1.17
256                     1.17
512                     1.68
1024                    1.50
2048                    1.83
4096                    2.01
8192                    3.20
