
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.56
4                       0.61
8                       0.59
16                      0.57
32                      0.77
64                      0.74
128                     0.60
256                     1.04
512                     1.31
1024                    1.14
2048                    1.43
4096                    1.81
8192                    2.81
16384                   4.53
32768                   7.61
65536                  12.76
131072                 21.67
262144                 41.25
524288                 79.60
1048576               171.67

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.52
4                       0.60
8                       0.53
16                      0.51
32                      0.47
64                      0.52
128                     0.69
256                     1.00
512                     1.37
1024                    1.15
2048                    1.57
4096                    1.88
8192                    2.99
16384                   4.82
32768                   7.76
65536                  12.78
131072                 22.30
262144                 40.68
524288                 78.39
1048576               171.02

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.50
4                       0.51
8                       0.47
16                      0.46
32                      0.49
64                      0.49
128                     0.59
256                     0.89
512                     1.22
1024                    1.22
2048                    1.35
4096                    1.90
8192                    2.78
16384                   4.60
32768                   7.69
65536                  12.94
131072                 22.54
262144                 40.59
524288                 79.56
1048576               167.40

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.55
4                       0.56
8                       0.74
16                      0.54
32                      0.73
64                      0.61
128                     0.76
256                     1.05
512                     1.31
1024                    1.18
2048                    1.42
4096                    1.90
8192                    3.08
16384                   4.73
32768                   7.81
65536                  12.68
131072                 22.38
262144                 41.46
524288                 79.46
1048576               161.17

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.49
4                       0.53
8                       0.55
16                      0.57
32                      0.51
64                      0.54
128                     0.66
256                     1.02
512                     1.29
1024                    1.12
2048                    1.33
4096                    1.79
8192                    2.75
16384                   4.65
32768                   7.65
65536                  12.64
131072                 21.80
262144                 41.55
524288                 80.11
1048576               165.75

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.45
4                       0.48
8                       0.49
16                      0.45
32                      0.42
64                      0.47
128                     0.55
256                     0.95
512                     1.20
1024                    1.10
2048                    1.35
4096                    1.90
8192                    2.71
16384                   4.80
32768                   7.64
65536                  12.99
131072                 22.39
262144                 41.75
524288                 79.16
1048576               169.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.53
4                       0.53
8                       0.47
16                      0.48
32                      0.54
64                      0.53
128                     0.65
256                     1.01
512                     1.23
1024                    1.08
2048                    1.49
4096                    1.86
8192                    2.70
16384                   4.63
32768                   7.69
65536                  12.37
131072                 22.26
262144                 41.40
524288                 81.55
1048576               175.44

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.48
4                       0.51
8                       0.53
16                      0.50
32                      0.57
64                      0.54
128                     0.77
256                     1.01
512                     1.27
1024                    1.11
2048                    1.58
4096                    1.93
8192                    2.82
16384                   4.82
32768                   7.97
65536                  13.11
131072                 23.26
262144                 41.59
524288                 79.70
1048576               155.29

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.51
4                       0.54
8                       0.60
16                      0.55
32                      0.53
64                      0.49
128                     0.58
256                     0.97
512                     1.37
1024                    1.15
2048                    1.38
4096                    1.79
8192                    2.86
16384                   4.71
32768                   7.91
65536                  12.76
131072                 22.74
262144                 41.58
524288                 76.43
1048576               171.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.53
2                       0.54
4                       0.59
8                       0.62
16                      0.58
32                      0.55
64                      0.53
128                     0.66
256                     1.05
512                     1.32
1024                    1.11
2048                    1.34
4096                    1.88
8192                    2.88
16384                   4.66
32768                   7.68
65536                  12.54
131072                 22.59
262144                 42.62
524288                 79.34
1048576               157.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.55
4                       0.47
8                       0.51
16                      0.54
32                      0.48
64                      0.56
128                     0.61
256                     1.03
512                     1.40
1024                    1.06
2048                    1.48
4096                    1.86
8192                    2.79
16384                   4.62
32768                   7.74
65536                  12.63
131072                 22.98
262144                 41.41
524288                 79.37
1048576               176.25

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.47
4                       0.51
8                       0.48
16                      0.47
32                      0.48
64                      0.49
128                     0.57
256                     1.02
512                     1.21
1024                    1.24
2048                    1.33
4096                    1.91
8192                    2.93
16384                   4.63
