
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
32768                   7.77
65536                  12.22
131072                 21.94
262144                 41.60
524288                 79.60
1048576               174.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.54
4                       0.56
8                       0.59
16                      0.54
32                      0.54
64                      0.53
128                     0.65
256                     0.98
512                     1.22
1024                    1.13
2048                    1.56
4096                    1.96
8192                    2.96
16384                   4.62
32768                   8.13
65536                  13.18
131072                 22.24
262144                 39.85
524288                 77.81
1048576               169.50

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.51
4                       0.60
8                       0.54
16                      0.47
32                      0.49
64                      0.50
128                     0.56
256                     0.99
512                     1.21
1024                    1.11
2048                    1.36
4096                    1.80
8192                    2.73
16384                   4.61
32768                   7.91
65536                  13.27
131072                 23.28
262144                 41.76
524288                 77.78
1048576               162.20

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.53
2                       0.53
4                       0.52
8                       0.53
16                      0.53
32                      0.51
64                      0.51
128                     0.67
256                     1.00
512                     1.20
1024                    1.12
2048                    1.39
4096                    1.80
8192                    2.71
16384                   4.81
32768                   7.63
65536                  11.90
131072                 20.96
262144                 37.88
524288                 74.70
1048576               157.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.57
4                       0.50
8                       0.59
16                      0.67
32                      0.55
64                      0.56
128                     0.65
256                     0.98
512                     1.39
1024                    1.12
2048                    1.32
4096                    1.86
8192                    2.67
16384                   4.67
32768                   7.52
65536                  12.22
131072                 23.04
262144                 41.32
524288                 79.00
1048576               158.64

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.67
2                       0.69
4                       0.63
8                       0.69
16                      0.68
32                      0.72
64                      0.72
128                     0.88
256                     1.11
512                     1.31
1024                    1.14
2048                    1.30
4096                    1.95
8192                    3.05
16384                   4.61
32768                   7.82
65536                  13.15
131072                 23.70
262144                 42.26
524288                 78.82
1048576               155.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.47
4                       0.54
8                       0.63
16                      0.78
32                      0.52
64                      0.53
128                     0.65
256                     1.03
512                     1.32
1024                    1.12
2048                    1.39
4096                    2.00
8192                    2.79
16384                   4.57
32768                   8.05
65536                  13.21
131072                 23.58
262144                 41.38
524288                 78.66
1048576               174.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.50
4                       0.45
8                       0.56
16                      0.47
32                      0.48
64                      0.53
128                     0.59
256                     1.02
512                     1.30
1024                    1.14
2048                    1.37
4096                    1.81
8192                    2.73
16384                   4.61
32768                   7.81
65536                  13.27
131072                 23.76
262144                 43.31
524288                 80.74
1048576               174.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.41
4                       0.55
8                       0.51
16                      0.46
32                      0.49
64                      0.47
128                     0.56
256                     0.92
512                     1.21
1024                    1.08
2048                    1.28
4096                    1.87
8192                    2.86
16384                   4.66
32768                   8.04
65536                  13.07
131072                 23.64
262144                 43.03
524288                 80.58
1048576               173.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.48
2                       0.51
4                       0.50
8                       0.48
16                      0.44
32                      0.48
64                      0.49
128                     0.59
256                     0.96
512                     1.19
1024                    1.12
2048                    1.50
4096                    1.81
8192                    2.68
16384                   4.59
32768                   8.23
65536                  13.62
131072                 23.97
262144                 42.70
524288                 80.62
1048576               174.91

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.53
2                       0.51
4                       0.52
8                       0.46
16                      0.60
32                      0.48
64                      0.52
128                     0.59
256                     1.03
512                     1.36
1024                    1.25
2048                    1.39
4096                    1.98
8192                    3.22
16384                   4.63
32768                   7.72
65536                  12.58
131072                 22.10
262144                 40.37
524288                 74.01
1048576               163.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.52
4                       0.56
8                       0.57
16                      0.49
32                      0.70
64                      0.75
128                     0.60
256                     0.96
512                     1.29
1024                    1.09
2048                    1.27
4096                    1.91
8192                    2.83
16384                   4.54
32768                   7.51
65536                  12.90
131072                 23.28
262144                 41.38
524288                 79.35
1048576               160.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.58
2                       0.59
4                       0.54
8                       0.64
16                      0.59
32                      0.49
64                      0.53
128                     0.62
256                     1.01
512                     1.31
1024                    1.21
2048                    1.53
4096                    1.81
8192                    2.83
16384                   4.82
32768                   7.82
65536                  12.85
131072                 22.80
262144                 41.32
524288                 81.40
1048576               174.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.43
2                       0.44
4                       0.43
8                       0.44
16                      0.48
32                      0.44
64                      0.45
128                     0.53
256                     0.95
512                     1.24
1024                    1.12
2048                    1.37
4096                    1.89
8192                    2.80
16384                   4.66
32768                   8.01
65536                  12.89
131072                 22.98
262144                 41.27
524288                 79.43
1048576               166.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.45
4                       0.52
8                       0.44
16                      0.45
32                      0.48
64                      0.58
128                     0.60
256                     1.01
512                     1.26
1024                    1.11
2048                    1.36
4096                    1.81
8192                    2.91
16384                   4.63
32768                   7.56
65536                  12.00
131072                 21.61
262144                 40.10
524288                 77.05
1048576               172.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.50
4                       0.57
8                       0.56
16                      0.52
32                      0.50
64                      0.52
128                     0.57
256                     0.99
512                     1.25
1024                    1.14
2048                    1.27
4096                    2.00
8192                    2.95
16384                   4.66
32768                   7.48
65536                  11.72
131072                 20.96
262144                 37.62
524288                 76.54
1048576               172.10

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.49
4                       0.55
8                       0.57
16                      0.53
32                      0.55
64                      0.57
128                     0.57
256                     1.08
512                     1.26
1024                    1.08
2048                    1.39
4096                    1.90
8192                    2.91
16384                   4.76
32768                   7.77
65536                  12.98
131072                 23.26
262144                 42.29
524288                 80.36
1048576               163.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.44
2                       0.48
4                       0.48
8                       0.52
16                      0.52
32                      0.53
64                      0.51
128                     0.62
256                     0.98
512                     1.26
1024                    1.11
2048                    1.33
4096                    1.79
8192                    2.85
16384                   4.62
32768                   7.64
65536                  12.51
131072                 22.43
262144                 41.33
524288                 77.85
1048576               170.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.62
4                       0.56
8                       0.51
16                      0.50
32                      0.48
64                      0.48
128                     0.56
256                     1.02
512                     1.28
1024                    1.19
2048                    1.34
4096                    1.93
8192                    2.64
16384                   4.70
32768                   7.77
65536                  12.54
131072                 22.75
262144                 42.47
524288                 78.42
1048576               167.40
