
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.86
4                       0.87
8                       0.88
16                      0.95
32                      0.94
64                      0.89
128                     1.01
256                     1.06
512                     1.49
1024                    1.54
2048                    1.80
4096                    2.16
8192                    3.11
16384                   4.63
32768                   7.74
65536                  13.70
131072                 25.10
262144                 47.67
524288                 92.73
1048576               198.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.91
4                       0.91
8                       0.85
16                      0.85
32                      0.92
64                      0.97
128                     1.19
256                     1.36
512                     1.66
1024                    1.56
2048                    1.79
4096                    2.01
8192                    3.03
16384                   4.48
32768                   7.99
65536                  13.45
131072                 23.77
262144                 46.41
524288                 91.32
1048576               191.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.97
4                       0.94
8                       0.89
16                      0.88
32                      0.94
64                      0.90
128                     0.99
256                     1.07
512                     1.57
1024                    1.60
2048                    1.85
4096                    2.04
8192                    2.97
16384                   4.61
32768                   7.53
65536                  12.45
131072                 22.89
262144                 45.99
524288                 91.20
1048576               197.31

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.92
2                       0.92
4                       0.92
8                       0.97
16                      0.90
32                      0.98
64                      0.95
128                     1.16
256                     1.36
512                     1.66
1024                    1.82
2048                    1.94
4096                    2.13
8192                    3.12
16384                   4.56
32768                   7.42
65536                  12.42
131072                 22.86
262144                 44.37
524288                 89.11
1048576               192.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.86
4                       0.88
8                       0.89
16                      0.88
32                      0.92
64                      0.88
128                     1.11
256                     1.03
512                     1.60
1024                    1.63
2048                    1.90
4096                    2.20
8192                    3.03
16384                   4.59
32768                   7.93
65536                  13.28
131072                 23.69
262144                 46.11
524288                 90.45
1048576               202.17

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.86
4                       0.86
8                       0.90
16                      0.91
32                      0.87
64                      0.91
128                     1.05
256                     1.27
512                     1.40
1024                    1.55
2048                    1.85
4096                    2.12
8192                    2.95
