
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
32                      0.48
64                      0.50
128                     0.58
256                     1.02
512                     1.29
1024                    1.10
2048                    1.29
4096                    1.84
8192                    2.75
16384                   4.61
32768                   7.88
65536                  13.02
131072                 22.66
262144                 43.47
524288                 89.12
1048576               203.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.46
4                       0.48
8                       0.50
16                      0.49
32                      0.58
64                      0.51
128                     0.65
256                     1.02
512                     1.24
1024                    1.13
2048                    1.37
4096                    1.85
8192                    2.89
16384                   4.95
32768                   8.35
65536                  13.06
131072                 23.46
262144                 44.70
524288                 92.89
1048576               211.07
