
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
32                      0.88
64                      0.84
128                     1.00
256                     1.05
512                     1.56
1024                    1.74
2048                    1.89
4096                    2.14
8192                    3.18
16384                   4.27
32768                   7.67
65536                  14.16
131072                 26.89
262144                 51.65
524288                100.57
1048576               200.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.92
4                       0.87
8                       0.90
16                      0.94
32                      0.90
64                      0.89
128                     1.10
256                     1.13
512                     1.54
1024                    1.63
2048                    1.86
4096                    2.22
8192                    3.09
16384                   4.56
32768                   8.09
65536                  14.65
131072                 26.53
262144                 51.78
524288                101.40
1048576               205.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.94
4                       0.91
8                       0.94
16                      0.95
32                      0.97
64                      0.93
128                     1.10
256                     1.17
512                     1.72
1024                    1.66
2048                    1.86
4096                    2.25
8192                    3.20
16384                   4.70
32768                   8.08
65536                  14.33
131072                 26.93
262144                 51.89
524288                102.02
1048576               211.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.95
2                       1.00
4                       0.99
8                       1.04
16                      1.01
32                      1.01
64                      1.06
128                     1.25
256                     1.31
512                     1.71
1024                    1.75
2048                    1.99
4096                    2.23
8192                    3.30
16384                   4.90
32768                   8.20
65536                  14.63
131072                 26.60
262144                 51.38
524288                100.93
1048576               203.75

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.99
2                       1.08
4                       1.00
8                       0.99
16                      1.04
32                      1.00
64                      1.00
128                     1.20
256                     1.49
512                     1.72
1024                    1.60
2048                    1.92
4096                    2.16
8192                    3.22
16384                   4.34
32768                   7.72
65536                  14.17
131072                 26.64
262144                 51.25
524288                100.71
1048576               202.72

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.94
4                       0.90
8                       0.99
16                      0.98
32                      0.89
64                      0.95
128                     1.06
256                     1.31
512                     1.66
1024                    1.53
2048                    1.83
4096                    2.08
8192                    3.04
16384                   4.74
32768                   8.05
65536                  14.31
131072                 26.98
262144                 52.11
524288                101.29
1048576               204.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.83
4                       0.81
8                       0.85
16                      0.83
32                      0.90
64                      0.86
128                     1.03
256                     1.09
512                     1.66
1024                    1.60
2048                    1.85
4096                    2.14
8192                    2.88
16384                   4.61
32768                   8.07
65536                  14.33
131072                 27.03
262144                 51.92
524288                101.88
1048576               207.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       1.03
4                       0.92
8                       0.94
16                      0.90
32                      0.86
64                      0.86
128                     1.31
256                     1.20
512                     1.73
1024                    1.70
2048                    1.93
4096                    2.26
8192                    3.24
16384                   4.97
32768                   8.07
65536                  14.24
131072                 26.66
262144                 51.35
524288                101.16
1048576               206.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.95
2                       0.94
4                       0.98
8                       1.02
16                      1.02
32                      0.97
64                      1.36
128                     1.39
256                     1.52
512                     1.76
1024                    1.61
2048                    1.82
4096                    2.16
8192                    3.14
16384                   4.79
32768                   7.92
65536                  14.13
131072                 27.25
262144                 51.81
524288                101.46
1048576               211.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.99
2                       0.99
4                       0.99
8                       1.09
16                      1.03
32                      0.98
64                      0.98
128                     1.15
256                     1.32
512                     1.67
1024                    1.54
2048                    1.86
4096                    2.06
8192                    3.01
16384                   4.54
32768                   7.98
65536                  14.19
131072                 26.88
262144                 51.46
524288                100.36
1048576               204.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.89
4                       0.86
8                       0.91
16                      0.89
32                      0.85
64                      0.81
128                     1.06
256                     1.11
512                     1.49
1024                    1.48
2048                    1.79
4096                    2.00
8192                    3.08
16384                   4.79
32768                   8.25
65536                  14.69
131072                 26.97
262144                 51.64
524288                102.61
1048576               205.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.35
2                       1.37
4                       1.37
8                       1.36
16                      1.39
32                      1.38
64                      1.39
128                     1.23
256                     1.13
512                     1.60
1024                    1.74
2048                    1.86
4096                    2.19
8192                    3.23
16384                   4.92
32768                   8.15
65536                  14.35
131072                 26.86
262144                 51.61
524288                100.93
1048576               202.52

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.92
4                       0.96
8                       0.94
16                      0.95
32                      0.99
64                      0.96
128                     1.21
256                     1.24
512                     1.45
1024                    1.61
2048                    1.86
4096                    2.06
8192                    3.10
16384                   4.86
32768                   8.07
65536                  14.41
131072                 26.90
262144                 51.97
524288                100.41
1048576               205.40

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.94
4                       0.96
8                       0.92
16                      0.96
32                      0.97
64                      0.87
128                     1.09
256                     1.22
512                     1.53
1024                    1.62
2048                    1.84
4096                    2.21
8192                    3.02
16384                   4.78
32768                   8.08
65536                  14.60
131072                 26.33
262144                 51.72
524288                101.63
1048576               210.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.96
2                       1.07
4                       0.99
8                       1.06
16                      0.97
32                      0.95
64                      0.96
128                     1.06
256                     1.32
512                     1.74
1024                    1.65
2048                    2.09
4096                    2.21
8192                    3.10
16384                   5.02
32768                   8.41
65536                  14.54
131072                 26.46
262144                 51.43
524288                100.07
1048576               200.05

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.30
2                       1.32
4                       1.26
8                       1.27
16                      1.32
32                      1.33
64                      1.40
128                     1.04
256                     1.17
512                     1.54
1024                    1.62
2048                    1.85
4096                    2.04
8192                    2.88
16384                   4.61
32768                   7.88
65536                  14.03
131072                 26.71
262144                 51.60
524288                100.80
1048576               210.77

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.84
2                       0.86
4                       0.85
8                       0.87
16                      0.85
32                      0.91
64                      0.88
128                     1.03
256                     1.09
512                     1.55
1024                    1.64
2048                    1.93
4096                    2.12
8192                    3.19
16384                   4.89
32768                   7.91
65536                  14.20
131072                 26.71
262144                 50.88
524288                101.16
1048576               207.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.93
4                       0.87
8                       0.90
16                      0.90
32                      0.87
64                      0.84
128                     0.95
256                     1.08
512                     1.59
1024                    1.56
2048                    1.92
4096                    2.08
8192                    3.09
16384                   4.80
32768                   7.87
65536                  14.41
131072                 26.54
262144                 51.94
524288                102.00
1048576               208.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.81
4                       0.81
8                       0.90
16                      0.85
32                      0.88
64                      0.88
128                     1.06
256                     1.20
512                     1.53
1024                    1.62
2048                    1.90
4096                    2.25
8192                    2.93
16384                   4.49
32768                   7.96
65536                  14.02
131072                 26.24
262144                 50.70
524288                100.03
1048576               207.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.88
2                       0.89
4                       0.89
8                       0.92
16                      0.97
32                      0.91
64                      0.89
128                     1.27
256                     1.15
512                     1.54
1024                    1.56
2048                    1.82
4096                    2.13
8192                    2.90
16384                   4.62
32768                   7.98
65536                  14.06
131072                 26.72
262144                 50.24
524288                100.35
1048576               211.95

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.92
2                       0.92
4                       0.91
8                       0.94
16                      0.88
32                      0.91
64                      0.92
128                     1.17
256                     1.14
512                     1.59
1024                    1.54
2048                    1.87
4096                    2.05
8192                    3.09
16384                   4.74
32768                   7.72
65536                  13.77
131072                 25.76
262144                 50.77
524288                100.13
1048576               209.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.90
2                       0.96
4                       0.94
8                       0.93
16                      0.97
32                      0.88
64                      0.88
128                     1.00
256                     1.18
512                     1.60
1024                    1.69
2048                    1.90
4096                    2.10
8192                    3.18
16384                   4.79
32768                   7.96
65536                  14.22
131072                 26.64
262144                 51.13
524288                101.30
1048576               206.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.40
2                       1.38
4                       1.35
8                       1.35
16                      1.36
32                      1.34
64                      1.36
128                     1.14
256                     1.24
512                     1.70
1024                    1.70
2048                    1.97
4096                    2.15
8192                    3.20
16384                   4.54
32768                   8.15
65536                  14.33
131072                 26.09
262144                 51.03
524288                100.67
1048576               203.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.89
4                       0.86
8                       0.91
16                      0.92
32                      0.89
64                      0.87
128                     1.12
256                     1.16
512                     1.53
1024                    1.62
2048                    1.90
4096                    2.11
8192                    3.14
16384                   4.80
32768                   8.35
65536                  14.36
131072                 26.64
262144                 51.15
524288                100.48
1048576               209.16

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.86
4                       0.84
8                       0.87
16                      0.85
32                      0.89
64                      1.01
128                     0.94
256                     1.03
512                     1.60
1024                    1.58
2048                    1.95
4096                    2.15
8192                    3.14
16384                   4.65
32768                   8.20
65536                  14.47
131072                 26.87
262144                 51.93
524288                101.35
1048576               202.50
