
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.80
4                       0.85
8                       0.82
16                      0.84
32                      0.82
64                      0.86
128                     1.08
256                     1.18
512                     1.50
1024                    1.61
2048                    1.86
4096                    2.19
8192                    3.02
16384                   4.78
32768                   8.08
65536                  14.52
131072                 26.72
262144                 51.81
524288                101.20
1048576               203.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.87
2                       0.91
4                       0.92
8                       0.89
16                      0.89
32                      0.92
64                      0.96
128                     1.06
256                     1.24
512                     1.72
1024                    1.56
2048                    1.83
4096                    2.13
8192                    3.12
16384                   4.79
32768                   8.09
65536                  14.30
131072                 27.06
262144                 51.86
524288                101.51
1048576               208.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.95
2                       0.94
4                       0.98
8                       1.00
16                      0.96
32                      1.01
64                      1.10
128                     1.15
256                     1.32
512                     1.74
1024                    1.71
2048                    1.96
4096                    2.21
8192                    3.07
16384                   4.87
32768                   8.05
65536                  14.49
131072                 26.14
262144                 50.16
524288                 97.96
1048576               203.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.94
4                       0.85
8                       0.89
16                      0.86
32                      0.89
64                      0.90
128                     1.17
256                     1.23
512                     1.58
1024                    1.60
2048                    1.85
4096                    2.15
8192                    3.13
16384                   4.84
32768                   7.79
65536                  13.95
131072                 25.99
262144                 50.80
524288                101.06
1048576               208.28

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.90
4                       0.90
8                       0.89
16                      1.18
32                      1.29
64                      1.31
128                     1.36
256                     1.23
512                     1.57
1024                    1.76
2048                    1.93
4096                    2.10
8192                    3.32
16384                   5.03
32768                   8.20
65536                  14.46
131072                 26.52
262144                 51.44
524288                101.08
1048576               205.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.90
4                       0.85
8                       0.85
16                      0.84
