
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.87
2                       0.94
4                       0.93
8                       0.91
16                      0.94
32                      0.91
64                      0.91
128                     1.05
256                     1.08
512                     1.55
1024                    1.68
2048                    1.90
4096                    2.74
8192                    4.22
16384                   6.69
32768                  10.44
65536                  18.01
131072                 32.67
262144                 61.85
524288                121.87
1048576               282.76

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.92
2                       1.02
4                       0.96
8                       0.98
16                      1.02
32                      0.90
64                      0.87
128                     1.00
256                     1.12
512                     1.57
1024                    1.59
2048                    1.87
4096                    2.67
8192                    4.16
16384                   6.78
32768                  10.73
65536                  18.41
131072                 32.79
262144                 62.53
524288                123.64
1048576               282.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.89
2                       0.97
4                       0.91
8                       1.01
16                      0.93
32                      0.89
64                      0.92
128                     1.17
256                     1.17
512                     1.57
1024                    1.57
2048                    1.91
4096                    2.62
8192                    4.14
16384                   6.55
32768                  10.67
65536                  17.99
131072                 32.79
262144                 62.75
524288                124.85
1048576               280.76

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.80
2                       0.82
4                       0.81
8                       0.91
16                      0.82
32                      0.85
64                      0.84
128                     1.08
256                     1.18
512                     1.57
1024                    1.58
2048                    1.89
4096                    2.68
8192                    4.09
16384                   6.47
32768                  10.50
65536                  17.86
131072                 31.94
262144                 61.28
524288                122.90
1048576               279.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.82
4                       0.79
8                       0.82
16                      0.86
32                      0.87
64                      0.83
128                     0.91
256                     0.94
512                     1.41
1024                    1.56
2048                    1.87
4096                    2.68
8192                    4.15
16384                   6.74
32768                  10.81
65536                  17.98
131072                 32.90
262144                 62.01
524288                121.27
1048576               278.82

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.81
2                       0.95
4                       0.85
8                       0.91
16                      0.88
32                      0.84
64                      0.84
128                     1.02
256                     1.16
512                     1.52
1024                    1.61
2048                    1.89
4096                    2.68
8192                    4.10
16384                   6.64
32768                  10.61
65536                  17.95
131072                 32.31
262144                 61.20
524288                123.86
1048576               279.40

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.94
2                       0.97
4                       0.91
8                       0.89
16                      0.98
32                      0.95
64                      0.92
128                     1.14
256                     1.36
512                     1.70
1024                    1.62
2048                    1.87
4096                    2.84
8192                    4.32
16384                   6.69
32768                  10.63
65536                  17.80
131072                 32.78
262144                 61.91
524288                124.55
1048576               283.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       0.93
4                       0.98
8                       0.91
16                      0.94
32                      1.00
64                      0.92
128                     1.20
256                     1.22
512                     1.59
1024                    1.60
2048                    1.83
4096                    2.72
8192                    4.10
16384                   6.34
32768                  10.55
65536                  18.06
131072                 32.80
262144                 62.73
524288                125.40
1048576               286.51

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.89
2                       0.93
4                       0.91
8                       0.91
16                      0.95
32                      0.94
64                      0.95
128                     1.21
256                     1.22
512                     1.60
1024                    1.62
2048                    1.96
4096                    2.69
8192                    4.19
16384                   6.63
32768                  10.53
65536                  17.92
131072                 32.56
262144                 62.04
524288                123.48
1048576               282.31

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.85
2                       0.83
4                       0.84
8                       0.83
16                      0.82
32                      0.88
64                      0.88
128                     1.18
256                     1.22
512                     1.63
1024                    1.62
2048                    1.88
4096                    2.63
8192                    4.13
16384                   6.34
32768                  10.38
65536                  17.55
131072                 32.31
262144                 61.89
524288                122.68
1048576               282.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.04
2                       1.11
4                       1.07
8                       1.08
16                      1.09
32                      1.04
64                      1.05
128                     1.28
256                     1.35
512                     1.70
1024                    1.70
2048                    1.98
4096                    2.77
8192                    4.22
16384                   6.41
32768                  10.60
65536                  17.44
131072                 32.31
262144                 60.31
524288                120.99
1048576               276.67

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.98
2                       1.06
4                       1.03
8                       1.01
16                      1.02
32                      1.04
64                      1.06
128                     1.16
256                     1.27
512                     1.77
1024                    1.72
2048                    1.96
4096                    2.82
8192                    4.38
16384                   6.63
32768                  10.55
65536                  17.75
131072                 32.67
262144                 62.00
524288                124.01
1048576               282.22

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.93
2                       1.02
4                       0.99
8                       1.00
16                      0.99
32                      0.96
64                      0.98
128                     1.20
256                     1.36
512                     1.63
1024                    1.66
2048                    1.87
