
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
32768                   8.83
65536                  15.89
131072                 27.65
262144                 49.65
524288                 96.33
1048576               197.54

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.49
2                       0.49
4                       0.52
8                       0.52
16                      0.50
32                      0.46
64                      0.47
128                     0.65
256                     1.04
512                     1.31
1024                    1.12
2048                    1.37
4096                    1.85
8192                    2.79
16384                   4.62
32768                   7.77
65536                  12.75
131072                 22.61
262144                 43.16
524288                 88.58
1048576               217.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.46
4                       0.53
8                       0.54
16                      0.52
32                      0.53
64                      0.53
128                     0.68
256                     0.99
512                     1.26
1024                    1.20
2048                    1.31
4096                    1.83
8192                    2.86
16384                   4.51
32768                   7.94
65536                  13.93
131072                 25.39
262144                 47.62
524288                 94.40
1048576               197.41

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.52
4                       0.56
8                       0.56
16                      0.46
32                      0.45
64                      0.50
128                     0.56
256                     0.95
512                     1.23
1024                    1.10
2048                    1.30
4096                    1.91
8192                    2.82
16384                   4.90
32768                   8.71
65536                  13.34
131072                 22.54
262144                 43.91
524288                 88.61
1048576               212.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.53
4                       0.53
8                       0.55
16                      0.57
32                      0.58
64                      0.65
128                     0.72
256                     1.01
512                     1.22
1024                    1.13
2048                    1.38
4096                    1.83
8192                    2.79
16384                   4.63
32768                   8.63
65536                  14.95
131072                 27.42
262144                 47.09
524288                 95.81
1048576               218.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.65
4                       0.55
8                       0.59
16                      0.56
32                      0.56
64                      0.65
128                     0.83
256                     1.13
512                     1.38
1024                    1.19
2048                    1.80
4096                    1.82
8192                    2.75
16384                   4.86
32768                   8.05
65536                  12.45
131072                 21.81
262144                 42.73
524288                 92.39
1048576               207.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.57
2                       0.61
4                       0.57
8                       0.65
16                      0.56
32                      0.55
64                      0.57
128                     0.74
256                     1.13
512                     1.29
1024                    1.17
2048                    1.39
4096                    1.88
8192                    2.80
16384                   4.61
32768                   8.18
65536                  12.87
131072                 22.67
262144                 43.91
524288                 90.83
1048576               212.23

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.57
2                       0.50
4                       0.64
8                       0.54
16                      0.45
32                      0.51
64                      0.49
128                     0.57
256                     1.00
512                     1.25
1024                    1.10
2048                    1.46
4096                    1.76
8192                    2.88
16384                   4.87
32768                   8.29
65536                  14.38
131072                 22.62
262144                 44.66
524288                 89.42
1048576               217.11

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.51
2                       0.55
4                       0.56
8                       0.51
16                      0.46
32                      0.45
64                      0.46
128                     0.52
256                     0.99
512                     1.23
1024                    1.12
2048                    1.44
4096                    1.81
8192                    2.80
16384                   4.79
32768                   7.65
65536                  12.57
131072                 22.16
262144                 43.67
524288                 89.24
1048576               204.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.46
2                       0.50
4                       0.53
8                       0.53
16                      0.52
32                      0.48
64                      0.46
128                     0.67
256                     0.91
512                     1.23
1024                    1.14
2048                    1.38
4096                    2.19
8192                    3.08
16384                   5.01
32768                   7.49
65536                  11.88
131072                 22.20
262144                 43.94
524288                 87.24
1048576               219.57

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.60
2                       0.55
4                       0.49
8                       0.57
16                      0.47
32                      0.50
64                      0.54
128                     0.83
256                     0.99
512                     1.27
1024                    1.17
2048                    1.36
4096                    1.78
8192                    2.66
16384                   4.55
32768                   8.01
65536                  12.43
131072                 22.04
262144                 43.54
524288                 89.16
1048576               214.60

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.47
2                       0.51
4                       0.51
8                       0.53
16                      0.49
32                      0.48
64                      0.50
128                     0.65
256                     0.93
512                     1.29
1024                    1.08
2048                    2.00
4096                    1.88
8192                    2.78
16384                   4.61
32768                   8.08
65536                  13.04
131072                 22.21
262144                 43.30
524288                 93.47
1048576               218.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.56
4                       0.56
8                       0.52
16                      0.50
32                      0.58
64                      0.56
128                     0.69
256                     1.04
512                     1.28
1024                    1.14
2048                    1.34
4096                    1.91
8192                    2.85
16384                   5.20
32768                   7.99
65536                  12.70
131072                 23.12
262144                 43.85
524288                 93.21
1048576               211.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.51
4                       0.49
8                       0.50
16                      0.44
32                      0.51
64                      0.52
128                     0.60
256                     1.05
512                     1.24
1024                    1.20
2048                    1.43
4096                    1.81
8192                    2.69
16384                   4.58
32768                   7.60
65536                  12.89
131072                 22.40
262144                 43.64
524288                 92.84
1048576               207.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.52
2                       0.53
4                       0.56
8                       0.54
16                      0.54
32                      0.54
64                      0.54
128                     0.61
256                     1.02
512                     1.35
1024                    1.18
2048                    1.47
4096                    2.29
8192                    3.15
16384                   4.94
32768                   7.66
65536                  12.77
131072                 22.58
262144                 43.99
524288                 93.27
1048576               210.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.45
2                       0.54
4                       0.47
8                       0.49
16                      0.44
32                      0.47
64                      0.48
128                     0.53
256                     1.00
512                     1.22
1024                    1.20
2048                    1.30
4096                    1.87
8192                    2.76
16384                   4.60
32768                   7.80
65536                  12.46
131072                 21.96
262144                 42.52
524288                 88.41
1048576               212.30

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.55
2                       0.60
4                       0.54
8                       0.59
16                      0.61
32                      0.54
64                      0.51
128                     0.62
256                     1.07
512                     1.30
1024                    1.12
2048                    1.34
4096                    1.82
8192                    2.91
16384                   4.71
32768                   7.84
65536                  12.77
131072                 22.79
262144                 43.56
524288                 92.19
1048576               211.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.54
2                       0.46
4                       0.46
8                       0.50
16                      0.47
32                      0.48
64                      0.46
128                     0.56
256                     0.93
512                     1.21
1024                    1.18
2048                    1.39
4096                    1.90
8192                    2.81
16384                   4.81
32768                   7.51
65536                  12.37
131072                 22.40
262144                 43.76
524288                 88.93
1048576               202.32

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.50
2                       0.53
4                       0.50
8                       0.55
16                      0.46
32                      0.46
64                      0.49
128                     0.57
256                     0.95
512                     1.28
1024                    1.16
2048                    1.42
4096                    1.86
8192                    2.79
16384                   4.52
32768                   8.32
65536                  13.00
131072                 22.91
262144                 44.64
524288                 94.41
1048576               200.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.53
2                       0.53
4                       0.55
8                       0.58
16                      0.54
32                      0.62
64                      0.58
128                     0.62
256                     1.01
512                     1.13
1024                    1.15
2048                    1.47
4096                    1.90
8192                    2.90
16384                   4.83
32768                   8.28
65536                  12.99
131072                 23.04
262144                 44.63
524288                 94.45
1048576               210.88
