
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
64                      0.86
128                     0.97
256                     1.20
512                     1.51
1024                    1.69
2048                    1.87
4096                    2.29
8192                    3.51
16384                   5.60
32768                   8.72
65536                  15.70
131072                 28.40
262144                 50.80
524288                 95.80
1048576               254.63

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.91
4                       0.93
8                       0.89
16                      1.01
32                      0.92
64                      0.90
128                     1.08
256                     1.09
512                     1.51
1024                    1.54
2048                    1.86
4096                    2.03
8192                    3.16
16384                   5.27
32768                   8.39
65536                  15.17
131072                 28.15
262144                 52.51
524288                 96.79
1048576               259.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.99
2                       0.96
4                       0.97
8                       0.93
16                      0.90
32                      0.95
64                      0.96
128                     1.09
256                     1.20
512                     1.61
1024                    1.55
2048                    1.84
4096                    2.08
8192                    3.25
16384                   5.39
32768                   8.49
65536                  15.28
131072                 26.87
262144                 50.42
524288                 96.60
1048576               250.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.82
2                       0.83
4                       0.81
8                       0.83
16                      0.82
32                      0.86
64                      0.86
128                     1.04
256                     1.14
512                     1.47
1024                    1.60
2048                    1.76
4096                    2.14
8192                    3.22
16384                   5.52
32768                   8.68
65536                  15.51
131072                 26.88
262144                 51.91
524288                 95.10
1048576               247.90

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.91
2                       1.04
4                       0.99
8                       1.00
16                      1.01
32                      1.01
64                      0.98
128                     1.25
256                     1.43
512                     1.63
1024                    1.62
2048                    1.94
4096                    2.18
8192                    3.50
16384                   5.40
32768                   8.80
65536                  15.31
131072                 26.78
262144                 51.30
524288                 97.26
1048576               253.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.87
2                       0.87
4                       0.86
8                       0.83
16                      0.84
32                      0.85
64                      0.83
128                     0.96
256                     1.19
512                     1.58
1024                    1.59
2048                    1.88
4096                    2.16
8192                    3.25
16384                   5.25
32768                   8.73
65536                  15.05
131072                 26.69
262144                 48.73
524288                 95.48
1048576               253.29

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.98
2                       1.03
4                       1.01
8                       1.00
16                      0.97
32                      0.91
64                      0.90
128                     1.06
256                     1.32
512                     1.68
1024                    1.56
2048                    1.90
4096                    2.07
8192                    3.27
16384                   5.51
32768                   8.44
65536                  15.17
131072                 28.29
262144                 51.35
524288                 96.60
1048576               255.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.94
4                       0.87
8                       0.85
16                      0.89
32                      0.86
64                      0.88
128                     1.11
256                     1.08
512                     1.60
1024                    1.50
2048                    1.85
4096                    1.98
8192                    3.15
16384                   5.20
32768                   8.63
65536                  15.40
131072                 28.53
262144                 53.32
524288                 97.64
1048576               251.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.94
2                       0.81
4                       0.85
8                       0.83
16                      0.86
32                      0.86
64                      0.89
128                     0.99
256                     1.12
512                     1.53
1024                    1.57
2048                    1.84
4096                    2.20
8192                    3.45
16384                   5.37
32768                   8.61
65536                  15.54
131072                 27.16
262144                 52.77
524288                 96.55
1048576               247.99

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.98
4                       0.86
8                       0.90
16                      0.99
32                      0.87
64                      0.95
128                     1.08
256                     1.19
512                     1.65
1024                    1.57
2048                    1.86
4096                    2.11
8192                    3.30
16384                   5.29
32768                   8.71
65536                  15.47
131072                 27.85
262144                 51.47
524288                 97.55
1048576               242.37

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.83
2                       0.83
4                       0.82
8                       0.86
16                      0.85
32                      0.96
64                      0.87
128                     1.04
256                     1.04
512                     1.70
1024                    1.59
2048                    1.83
4096                    2.08
8192                    3.48
16384                   5.57
32768                   9.15
65536                  15.97
131072                 28.39
262144                 51.72
524288                 94.66
1048576               255.02

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       1.30
2                       1.32
4                       1.27
8                       1.32
16                      1.27
32                      1.28
64                      1.31
128                     1.19
256                     1.18
512                     1.62
1024                    1.56
2048                    1.85
4096                    2.07
8192                    3.29
16384                   5.28
32768                   8.68
65536                  15.13
131072                 27.24
262144                 52.47
524288                 97.67
1048576               252.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.94
2                       0.96
4                       1.00
8                       0.99
16                      0.97
32                      1.01
64                      1.10
128                     1.26
256                     1.27
512                     1.66
1024                    1.51
2048                    1.93
4096                    2.08
8192                    3.39
16384                   5.26
32768                   8.87
65536                  15.39
131072                 27.68
262144                 50.38
524288                 95.14
1048576               253.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.90
2                       0.95
4                       0.88
8                       0.87
16                      0.90
32                      0.82
64                      0.85
128                     1.09
256                     1.21
512                     1.70
1024                    1.67
2048                    1.95
4096                    2.17
8192                    3.30
16384                   5.14
32768                   8.71
65536                  14.51
131072                 26.94
262144                 50.18
524288                 97.54
1048576               253.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
root = 0
1                       0.86
2                       0.86
4                       0.96
8                       0.95
16                      0.89
32                      0.93
64                      0.96
128                     1.31
256                     1.11
512                     1.65
1024                    1.59
2048                    1.85
4096                    2.11
8192                    3.32
16384                   5.22
32768                   8.68
65536                  15.06
131072                 26.87
262144                 51.01
524288                 97.35
1048576               253.45
