
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
# Size       Avg Latency(us)
1                       0.49
2                       0.51
4                       0.49
8                       0.50
16                      0.50
32                      0.50
64                      0.49
128                     0.52
256                     0.58
512                     0.66
1024                    0.75
2048                    0.96
4096                    1.33
8192                    2.21
16384                   3.53
32768                   6.06
65536                   9.80
131072                 18.11
262144                 34.52
524288                 66.90
1048576               138.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.54
4                       0.53
8                       0.54
16                      0.53
32                      0.54
64                      0.54
128                     0.56
256                     0.58
512                     0.63
1024                    0.77
2048                    0.93
4096                    1.34
8192                    2.19
16384                   3.46
32768                   6.09
65536                   9.92
131072                 18.06
262144                 34.59
524288                 66.41
1048576               140.34

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.50
8                       0.49
16                      0.50
32                      0.51
64                      0.50
128                     0.53
256                     0.55
512                     0.62
1024                    0.78
2048                    0.96
4096                    1.32
8192                    2.23
16384                   3.51
32768                   6.12
65536                   9.94
131072                 18.16
262144                 34.94
524288                 66.55
1048576               137.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.58
2                       0.59
4                       0.58
8                       0.58
16                      0.58
32                      0.58
64                      0.58
128                     0.60
256                     0.63
512                     0.70
1024                    0.74
2048                    0.93
4096                    1.32
8192                    2.17
16384                   3.48
32768                   6.11
65536                   9.96
131072                 18.38
262144                 34.62
524288                 66.66
1048576               135.89

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.51
64                      0.50
128                     0.54
256                     0.58
512                     0.66
1024                    0.75
2048                    0.95
4096                    1.30
8192                    2.21
16384                   3.48
32768                   6.10
65536                  10.12
131072                 18.26
262144                 34.84
524288                 67.71
1048576               141.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.52
256                     0.55
512                     0.64
1024                    0.74
2048                    0.96
4096                    1.30
8192                    2.17
16384                   3.50
32768                   6.03
65536                   9.90
131072                 18.06
262144                 34.59
524288                 66.42
1048576               137.89

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.52
4                       0.53
8                       0.52
16                      0.52
32                      0.51
64                      0.52
128                     0.54
256                     0.57
512                     0.69
1024                    0.75
2048                    0.92
4096                    1.31
8192                    2.19
16384                   3.48
32768                   6.12
65536                   9.96
131072                 18.10
262144                 34.58
524288                 66.34
1048576               140.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.51
4                       0.51
8                       0.51
16                      0.52
32                      0.52
64                      0.52
128                     0.54
256                     0.57
512                     0.63
1024                    0.77
2048                    0.94
4096                    1.33
8192                    2.19
16384                   3.47
32768                   6.11
65536                   9.90
131072                 18.20
262144                 34.34
524288                 66.91
1048576               140.77

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.53
2                       0.54
4                       0.54
8                       0.53
16                      0.53
32                      0.53
64                      0.53
128                     0.53
256                     0.57
512                     0.66
1024                    0.76
2048                    0.94
4096                    1.34
8192                    2.20
16384                   3.49
32768                   6.06
65536                   9.88
131072                 18.29
262144                 34.70
524288                 66.72
1048576               137.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.51
4                       0.51
8                       0.51
16                      0.50
32                      0.51
64                      0.51
128                     0.53
256                     0.56
512                     0.60
1024                    0.75
2048                    0.95
4096                    1.33
8192                    2.19
16384                   3.55
32768                   6.09
65536                  10.17
131072                 18.51
262144                 34.88
524288                 66.86
1048576               140.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.51
4                       0.51
8                       0.51
16                      0.51
32                      0.51
64                      0.51
128                     0.52
256                     0.55
512                     0.65
1024                    0.76
2048                    0.96
4096                    1.31
8192                    2.19
16384                   3.54
32768                   6.05
65536                   9.87
131072                 18.14
262144                 35.09
524288                 67.15
1048576               141.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.50
4                       0.51
8                       0.51
16                      0.51
32                      0.51
64                      0.51
128                     0.53
256                     0.57
512                     0.66
1024                    0.75
2048                    0.95
4096                    1.33
8192                    2.19
16384                   3.49
32768                   6.10
65536                   9.95
131072                 18.16
262144                 34.39
524288                 65.59
1048576               140.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.51
4                       0.50
8                       0.50
16                      0.50
32                      0.51
64                      0.52
128                     0.55
256                     0.58
512                     0.64
1024                    0.75
2048                    0.93
4096                    1.35
8192                    2.17
16384                   3.48
32768                   6.04
65536                  10.07
131072                 18.30
262144                 34.97
524288                 66.82
1048576               137.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.60
2                       0.59
4                       0.60
8                       0.60
16                      0.60
32                      0.58
64                      0.59
128                     0.61
256                     0.63
512                     0.72
1024                    0.79
2048                    0.98
4096                    1.37
8192                    2.21
16384                   3.52
32768                   6.17
65536                   9.91
131072                 18.06
262144                 34.73
524288                 66.96
1048576               139.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.52
4                       0.52
8                       0.50
16                      0.50
32                      0.57
64                      0.51
128                     0.55
256                     0.58
512                     0.68
1024                    0.76
2048                    0.93
4096                    1.32
8192                    2.19
16384                   3.45
32768                   6.06
65536                   9.88
131072                 18.16
262144                 34.71
524288                 66.69
1048576               138.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.52
8                       0.52
16                      0.51
32                      0.52
64                      0.52
128                     0.54
256                     0.58
512                     0.68
1024                    0.76
2048                    0.96
4096                    1.36
8192                    2.20
16384                   3.50
32768                   5.98
65536                   9.92
131072                 18.06
262144                 34.55
524288                 66.35
1048576               136.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.59
2                       0.52
4                       0.51
8                       0.52
16                      0.53
32                      0.52
64                      0.52
128                     0.54
256                     0.57
512                     0.71
1024                    0.76
2048                    0.96
4096                    1.34
8192                    2.16
16384                   3.45
32768                   5.97
65536                   9.77
131072                 17.98
262144                 34.31
524288                 66.19
1048576               135.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.58
2                       0.53
4                       0.53
8                       0.52
16                      0.52
32                      0.53
64                      0.52
128                     0.53
256                     0.55
512                     0.69
1024                    0.75
2048                    0.95
4096                    1.32
8192                    2.15
16384                   3.47
32768                   6.04
65536                   9.91
131072                 18.18
262144                 34.80
524288                 67.44
1048576               139.78
