
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.32
8                       0.32
16                      0.32
32                      0.32
64                      0.32
128                     0.32
256                     0.37
512                     0.54
1024                    0.65
2048                    0.81
4096                    1.12
8192                    1.74
16384                   3.01
32768                   5.37
65536                   9.20
131072                 16.94
262144                 32.45
524288                 58.70
1048576               170.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.30
64                      0.31
128                     0.31
256                     0.38
512                     0.55
1024                    0.64
2048                    0.79
4096                    1.09
8192                    1.72
16384                   2.97
32768                   5.36
65536                   9.01
131072                 16.98
262144                 32.75
524288                 61.62
1048576               175.58

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.31
256                     0.35
512                     0.55
1024                    0.64
2048                    0.82
4096                    1.12
8192                    1.75
16384                   3.00
32768                   5.36
65536                   9.13
131072                 16.82
262144                 32.43
524288                 60.90
1048576               177.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.37
512                     0.54
1024                    0.64
2048                    0.80
4096                    1.13
8192                    1.76
16384                   2.98
32768                   5.47
65536                   9.06
131072                 16.97
262144                 32.42
524288                 61.60
1048576               165.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.30
64                      0.31
128                     0.30
256                     0.35
512                     0.56
1024                    0.65
2048                    0.80
4096                    1.10
8192                    1.71
16384                   2.98
32768                   5.42
65536                   9.14
131072                 16.90
262144                 32.67
524288                 61.70
1048576               170.09

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.29
16                      0.30
32                      0.29
64                      0.30
128                     0.31
256                     0.36
512                     0.52
1024                    0.62
2048                    0.80
4096                    1.11
8192                    1.73
16384                   3.01
32768                   5.46
65536                   9.11
