
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
2                       0.53
4                       0.53
8                       0.53
16                      0.52
32                      0.52
64                      0.52
128                     0.55
256                     0.57
512                     0.66
1024                    0.75
2048                    0.95
4096                    1.33
8192                    2.04
16384                   3.17
32768                   5.61
65536                   9.20
131072                 16.96
262144                 32.72
524288                 60.95
1048576               171.37

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.47
2                       0.47
4                       0.48
8                       0.48
16                      0.48
32                      0.48
64                      0.48
128                     0.50
256                     0.54
512                     0.63
1024                    0.69
2048                    0.90
4096                    1.26
8192                    1.99
16384                   3.17
32768                   5.63
65536                   9.21
131072                 16.82
262144                 32.48
524288                 60.88
1048576               173.42

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.52
4                       0.53
8                       0.53
16                      0.53
32                      0.53
64                      0.53
128                     0.56
256                     0.58
512                     0.67
1024                    0.74
2048                    0.93
4096                    1.34
8192                    2.07
16384                   3.23
32768                   5.61
65536                   9.27
131072                 17.09
262144                 33.00
524288                 59.66
1048576               168.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.49
8                       0.49
16                      0.50
32                      0.49
64                      0.49
128                     0.52
256                     0.56
512                     0.65
1024                    0.73
2048                    0.92
4096                    1.29
8192                    1.98
16384                   3.15
32768                   5.55
65536                   9.04
131072                 16.86
262144                 32.55
524288                 60.02
1048576               168.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.47
8                       0.48
16                      0.48
32                      0.48
64                      0.47
128                     0.51
256                     0.55
512                     0.62
1024                    0.70
2048                    0.90
4096                    1.27
8192                    2.01
16384                   3.15
32768                   5.59
65536                   9.12
131072                 16.90
262144                 32.62
524288                 60.56
1048576               175.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.53
8                       0.51
16                      0.51
32                      0.52
64                      0.52
128                     0.56
256                     0.58
512                     0.66
1024                    0.71
2048                    0.90
4096                    1.30
8192                    2.05
16384                   3.23
32768                   5.70
65536                   9.26
131072                 16.94
262144                 32.51
524288                 59.13
1048576               171.32
