
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
262144                 33.34
524288                 60.32
1048576               163.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.31
16                      0.30
32                      0.31
64                      0.30
128                     0.29
256                     0.37
512                     0.55
1024                    0.64
2048                    0.80
4096                    1.12
8192                    1.75
16384                   3.99
32768                   6.38
65536                   9.81
131072                 17.59
262144                 33.60
524288                 61.64
1048576               166.26

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.29
4                       0.29
8                       0.29
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.39
512                     0.54
1024                    0.62
2048                    0.78
4096                    1.09
8192                    1.73
16384                   3.98
32768                   6.48
65536                   9.76
131072                 17.56
262144                 33.15
524288                 59.99
1048576               165.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.29
8                       0.29
16                      0.30
32                      0.29
64                      0.29
128                     0.29
256                     0.36
512                     0.55
1024                    0.64
2048                    0.79
4096                    1.11
8192                    1.70
16384                   3.97
32768                   6.49
65536                   9.75
131072                 17.53
262144                 33.38
524288                 61.98
1048576               166.42

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.26
2                       0.27
4                       0.27
8                       0.27
16                      0.28
32                      0.29
64                      0.26
128                     0.29
256                     0.42
512                     0.54
1024                    0.61
2048                    0.76
4096                    1.09
8192                    1.69
16384                   3.95
32768                   6.27
65536                   9.72
131072                 17.46
262144                 33.06
524288                 60.83
1048576               162.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.29
8                       0.28
16                      0.29
32                      0.28
64                      0.28
128                     0.27
256                     0.37
512                     0.52
1024                    0.62
2048                    0.79
4096                    1.09
8192                    1.71
16384                   3.89
32768                   6.33
65536                   9.68
131072                 17.50
262144                 33.17
524288                 57.74
1048576               166.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.36
256                     0.40
512                     0.55
1024                    0.65
2048                    0.82
4096                    1.13
8192                    1.77
16384                   4.03
32768                   6.47
65536                   9.96
131072                 17.78
262144                 33.36
524288                 57.49
1048576               162.79

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.31
4                       0.31
8                       0.30
16                      0.31
32                      0.30
64                      0.30
128                     0.34
256                     0.41
512                     0.55
1024                    0.65
2048                    0.81
4096                    1.12
8192                    1.71
16384                   4.02
32768                   6.43
65536                   9.72
131072                 17.63
262144                 33.22
524288                 59.27
1048576               166.85

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.31
8                       0.30
16                      0.30
32                      0.31
64                      0.31
128                     0.30
256                     0.37
512                     0.53
1024                    0.64
2048                    0.79
4096                    1.12
8192                    1.72
16384                   4.01
32768                   6.41
65536                   9.78
131072                 17.66
262144                 33.34
524288                 60.37
1048576               162.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.32
256                     0.37
512                     0.53
1024                    0.62
2048                    0.79
4096                    1.11
8192                    1.73
16384                   2.99
32768                   6.31
65536                   9.74
131072                 17.33
262144                 33.43
524288                 59.80
1048576               163.99

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.39
512                     0.53
1024                    0.62
2048                    0.78
4096                    1.09
8192                    1.69
16384                   3.87
32768                   6.54
65536                   9.69
131072                 17.59
262144                 33.26
524288                 61.68
1048576               163.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.31
16                      0.30
32                      0.30
64                      0.31
128                     0.31
256                     0.38
512                     0.55
1024                    0.64
2048                    0.79
4096                    1.11
8192                    1.73
16384                   4.05
32768                   6.54
65536                   9.78
131072                 17.62
262144                 33.28
524288                 61.86
1048576               177.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.31
256                     0.37
512                     0.54
1024                    0.63
2048                    0.79
4096                    1.10
8192                    1.73
16384                   3.98
32768                   6.45
65536                   9.72
131072                 17.53
262144                 33.33
524288                 58.89
1048576               161.39

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.30
16                      0.31
32                      0.31
64                      0.30
128                     0.29
256                     0.37
512                     0.53
1024                    0.64
2048                    0.80
4096                    1.13
8192                    1.73
16384                   3.98
32768                   6.38
65536                   9.72
131072                 17.37
262144                 33.01
524288                 62.28
1048576               167.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.28
256                     0.38
512                     0.55
1024                    0.62
2048                    0.79
4096                    1.10
8192                    1.75
16384                   3.98
32768                   6.51
65536                   9.81
131072                 17.49
262144                 33.16
524288                 61.32
1048576               159.68

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.30
16                      0.32
32                      0.31
64                      0.31
128                     0.32
256                     0.39
512                     0.54
1024                    0.64
2048                    0.81
4096                    1.13
8192                    1.75
16384                   4.02
32768                   6.45
65536                   9.72
131072                 17.60
262144                 33.18
524288                 60.39
1048576               161.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.31
128                     0.30
256                     0.38
512                     0.53
1024                    0.65
2048                    0.81
4096                    1.13
8192                    1.75
16384                   4.07
32768                   6.53
65536                   9.77
131072                 17.70
262144                 33.12
524288                 59.45
1048576               162.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.30
256                     0.37
512                     0.55
1024                    0.64
2048                    0.81
4096                    1.14
8192                    1.74
16384                   3.97
32768                   6.46
65536                   9.77
131072                 17.68
262144                 33.11
524288                 60.86
1048576               163.29

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.30
16                      0.31
32                      0.31
64                      0.31
128                     0.31
256                     0.38
512                     0.53
1024                    0.64
2048                    0.81
4096                    1.13
8192                    1.74
16384                   4.01
32768                   6.51
65536                   9.73
131072                 17.69
262144                 33.15
524288                 59.08
1048576               164.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.31
8                       0.32
16                      0.31
32                      0.31
64                      0.31
128                     0.31
256                     0.40
512                     0.54
1024                    0.66
2048                    0.81
4096                    1.12
8192                    1.75
16384                   3.95
32768                   6.45
65536                   9.83
131072                 17.50
262144                 33.25
524288                 62.05
1048576               168.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.32
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.32
256                     0.39
512                     0.55
1024                    0.64
2048                    0.80
4096                    1.12
8192                    1.73
16384                   3.99
32768                   6.36
65536                   9.65
131072                 17.44
262144                 33.17
524288                 59.62
1048576               161.65

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.33
4                       0.32
8                       0.32
16                      0.31
32                      0.32
64                      0.31
128                     0.30
256                     0.38
512                     0.53
1024                    0.62
2048                    0.80
4096                    1.11
8192                    1.75
16384                   4.01
32768                   6.39
65536                   9.79
131072                 17.62
262144                 33.41
524288                 60.05
1048576               160.66

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.31
64                      0.30
128                     0.31
256                     0.38
512                     0.54
1024                    0.64
2048                    0.79
4096                    1.13
8192                    1.75
16384                   4.01
32768                   6.39
65536                   9.83
131072                 17.53
262144                 33.21
524288                 61.60
1048576               173.17
