
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.31
8                       0.31
16                      0.31
32                      0.32
64                      0.31
128                     0.32
256                     0.40
512                     0.56
1024                    0.65
2048                    0.81
4096                    1.14
8192                    2.16
16384                   3.39
32768                   5.78
65536                   9.56
131072                 17.31
262144                 33.09
524288                 60.80
1048576               164.83

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.32
4                       0.31
8                       0.32
16                      0.31
32                      0.31
64                      0.32
128                     0.31
256                     0.39
512                     0.56
1024                    0.65
2048                    0.80
4096                    1.11
8192                    2.16
16384                   3.37
32768                   5.85
65536                   9.45
131072                 17.22
262144                 32.96
524288                 60.40
1048576               167.93

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.29
8                       0.30
16                      0.29
32                      0.29
64                      0.29
128                     0.30
256                     0.38
512                     0.55
1024                    0.64
2048                    0.79
4096                    1.12
8192                    2.13
16384                   3.44
32768                   5.83
65536                   9.34
131072                 17.20
262144                 32.81
524288                 58.57
1048576               169.18

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.32
8                       0.32
16                      0.32
32                      0.32
64                      0.32
128                     0.32
256                     0.39
512                     0.55
1024                    0.64
2048                    0.79
4096                    1.10
8192                    2.14
16384                   3.35
32768                   5.78
65536                   9.45
131072                 17.18
262144                 32.84
524288                 59.43
1048576               162.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.31
8                       0.31
16                      0.32
32                      0.32
64                      0.32
128                     0.32
256                     0.40
512                     0.53
1024                    0.64
2048                    0.81
4096                    1.12
8192                    2.16
16384                   3.37
32768                   5.76
65536                   9.40
131072                 17.34
262144                 33.07
524288                 60.82
1048576               170.95

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.30
32                      0.31
64                      0.31
128                     0.31
256                     0.39
512                     0.55
1024                    0.65
2048                    0.80
4096                    1.12
8192                    2.14
16384                   3.38
32768                   5.82
65536                   9.41
