
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
8192                    1.74
16384                   3.00
32768                   5.46
65536                   9.21
131072                 16.96
262144                 32.63
524288                 60.62
1048576               171.07

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.36
512                     0.52
1024                    0.64
2048                    0.80
4096                    1.10
8192                    1.74
16384                   3.00
32768                   5.45
65536                   9.10
131072                 16.93
262144                 32.55
524288                 60.32
1048576               172.87

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.33
4                       0.31
8                       0.32
16                      0.32
32                      0.32
64                      0.32
128                     0.33
256                     0.41
512                     0.54
1024                    0.64
2048                    0.83
4096                    1.14
8192                    1.75
16384                   3.00
32768                   5.48
65536                   9.11
131072                 16.97
262144                 32.68
524288                 60.97
1048576               161.72

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.31
8                       0.32
16                      0.31
32                      0.31
64                      0.32
128                     0.30
256                     0.38
512                     0.52
1024                    0.65
2048                    0.82
4096                    1.12
8192                    1.71
16384                   2.98
32768                   5.33
65536                   9.14
131072                 17.03
262144                 32.88
524288                 61.12
1048576               171.33

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.37
512                     0.56
1024                    0.65
2048                    0.80
4096                    1.11
8192                    1.75
16384                   2.99
32768                   5.36
65536                   9.14
131072                 17.09
262144                 32.88
524288                 60.71
1048576               171.13

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.26
2                       0.26
4                       0.27
8                       0.26
16                      0.26
32                      0.26
64                      0.25
128                     0.28
256                     0.38
512                     0.54
1024                    0.61
2048                    0.80
4096                    1.10
8192                    1.74
16384                   2.96
32768                   5.34
65536                   9.10
131072                 16.87
262144                 32.29
524288                 57.80
1048576               165.78

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.30
128                     0.32
256                     0.38
512                     0.54
1024                    0.63
2048                    0.79
4096                    1.10
8192                    1.72
16384                   2.95
32768                   5.36
65536                   8.98
131072                 16.79
262144                 32.61
524288                 59.94
1048576               167.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.32
256                     0.38
512                     0.56
1024                    0.65
2048                    0.79
4096                    1.13
8192                    1.76
16384                   3.06
32768                   5.44
65536                   9.12
131072                 16.98
262144                 32.45
524288                 61.49
1048576               162.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.32
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.29
256                     0.38
512                     0.55
1024                    0.62
2048                    0.78
4096                    1.10
8192                    1.72
16384                   3.00
32768                   5.39
65536                   9.19
131072                 16.97
262144                 32.52
524288                 58.34
1048576               173.04

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.28
2                       0.28
4                       0.28
8                       0.28
16                      0.28
32                      0.29
64                      0.28
128                     0.28
256                     0.34
512                     0.52
1024                    0.63
2048                    0.79
4096                    1.11
8192                    1.75
16384                   3.03
32768                   5.42
65536                   9.30
131072                 17.12
262144                 32.44
524288                 60.52
1048576               158.32

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.29
4                       0.30
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.31
256                     0.36
512                     0.53
1024                    0.63
2048                    0.79
4096                    1.09
8192                    1.73
16384                   2.98
32768                   5.34
65536                   9.17
131072                 17.08
262144                 32.74
524288                 58.23
1048576               170.31

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.28
4                       0.29
8                       0.28
16                      0.29
32                      0.29
64                      0.29
128                     0.30
256                     0.36
512                     0.53
1024                    0.65
2048                    0.80
4096                    1.12
8192                    1.74
16384                   3.00
32768                   5.36
65536                   9.21
131072                 17.08
262144                 32.66
524288                 60.10
1048576               165.23

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.30
16                      0.30
32                      0.31
64                      0.30
128                     0.30
256                     0.37
512                     0.53
1024                    0.63
2048                    0.80
4096                    1.14
8192                    1.74
16384                   2.97
32768                   5.44
65536                   9.08
131072                 16.94
262144                 32.99
524288                 59.65
1048576               170.23

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.32
256                     0.39
512                     0.55
1024                    0.64
2048                    0.80
4096                    1.11
8192                    1.75
16384                   2.97
32768                   5.35
65536                   9.13
131072                 17.00
262144                 32.59
524288                 59.70
1048576               167.50

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.30
256                     0.38
512                     0.53
1024                    0.64
2048                    0.79
4096                    1.11
8192                    1.72
16384                   2.98
32768                   5.36
65536                   9.12
131072                 16.95
262144                 32.70
524288                 61.44
1048576               171.16

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.31
256                     0.36
512                     0.54
1024                    0.62
2048                    0.78
4096                    1.10
8192                    1.71
16384                   2.97
32768                   5.41
65536                   9.15
131072                 17.17
262144                 32.61
524288                 59.33
1048576               169.86

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.30
256                     0.37
512                     0.56
1024                    0.63
2048                    0.79
4096                    1.11
8192                    1.72
16384                   3.00
32768                   5.43
65536                   9.08
131072                 17.07
262144                 32.51
524288                 58.79
1048576               161.17

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.30
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.30
128                     0.31
256                     0.38
512                     0.52
1024                    0.63
2048                    0.80
4096                    1.13
8192                    1.72
16384                   3.01
32768                   5.44
65536                   9.23
131072                 17.13
262144                 32.80
524288                 60.94
1048576               169.63

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.32
8                       0.31
16                      0.32
32                      0.32
64                      0.32
128                     0.32
256                     0.39
512                     0.56
1024                    0.64
2048                    0.81
4096                    1.12
8192                    1.74
16384                   3.03
32768                   5.52
65536                   9.19
131072                 16.98
262144                 32.69
524288                 58.17
1048576               175.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.32
4                       0.31
8                       0.32
16                      0.31
32                      0.31
64                      0.32
128                     0.31
256                     0.37
512                     0.55
1024                    0.64
2048                    0.79
4096                    1.13
8192                    1.77
16384                   3.04
32768                   5.34
65536                   9.31
131072                 17.07
262144                 32.62
524288                 60.41
1048576               163.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.32
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.34
256                     0.39
512                     0.54
1024                    0.62
2048                    0.80
4096                    1.12
8192                    1.75
16384                   3.00
32768                   5.36
65536                   9.22
131072                 17.04
262144                 32.89
524288                 62.06
1048576               174.59

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.29
8                       0.29
16                      0.29
32                      0.29
64                      0.30
128                     0.28
256                     0.36
512                     0.51
1024                    0.62
2048                    0.77
4096                    1.08
8192                    1.70
16384                   2.98
32768                   5.34
65536                   9.09
131072                 16.99
262144                 32.77
524288                 60.78
1048576               162.37
