
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.55
2                       0.54
4                       0.55
8                       0.54
16                      0.55
32                      0.55
64                      0.55
128                     0.56
256                     0.59
512                     0.72
1024                    0.78
2048                    0.98
4096                    1.33
8192                    2.22
16384                   3.96
32768                   6.41
65536                   9.88
131072                 18.00
262144                 33.90
524288                 64.27
1048576               146.96

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.52
4                       0.50
8                       0.51
16                      0.50
32                      0.52
64                      0.51
128                     0.53
256                     0.56
512                     0.78
1024                    0.78
2048                    0.96
4096                    1.34
8192                    2.20
16384                   3.99
32768                   6.52
65536                   9.74
131072                 17.57
262144                 33.73
524288                 64.40
1048576               141.03

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.50
8                       0.50
16                      0.51
32                      0.50
64                      0.49
128                     0.52
256                     0.55
512                     0.66
1024                    0.75
2048                    0.96
4096                    1.31
8192                    2.19
16384                   3.98
32768                   6.43
65536                   9.98
131072                 17.94
262144                 33.84
524288                 62.92
1048576               134.61

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.52
4                       0.50
8                       0.50
16                      0.50
32                      0.53
64                      0.51
128                     0.52
256                     0.56
512                     0.64
1024                    0.74
2048                    0.92
4096                    1.33
8192                    2.16
16384                   3.96
32768                   6.43
65536                   9.79
131072                 17.75
262144                 33.79
524288                 64.43
1048576               149.37

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.52
4                       0.53
8                       0.52
16                      0.52
32                      0.52
64                      0.53
128                     0.54
256                     0.59
512                     0.65
1024                    0.75
2048                    0.96
4096                    1.31
8192                    2.20
16384                   4.02
32768                   6.34
65536                   9.74
131072                 17.69
262144                 33.71
524288                 63.35
1048576               145.47

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.51
4                       0.50
8                       0.52
16                      0.51
32                      0.51
64                      0.51
128                     0.53
256                     0.58
512                     0.66
1024                    0.78
2048                    0.95
4096                    1.33
8192                    2.18
16384                   3.97
32768                   6.46
65536                   9.79
131072                 18.05
262144                 34.10
524288                 62.46
1048576               145.52

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.51
8                       0.52
16                      0.51
32                      0.51
64                      0.51
128                     0.55
256                     0.60
512                     0.67
1024                    0.75
2048                    0.94
4096                    1.32
8192                    2.15
16384                   3.99
32768                   6.32
65536                   9.78
131072                 17.70
262144                 33.90
524288                 63.12
1048576               145.31

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.55
2                       0.52
4                       0.50
8                       0.52
16                      0.51
32                      0.52
64                      0.52
128                     0.55
256                     0.57
512                     0.70
1024                    0.76
2048                    0.95
4096                    1.34
8192                    2.19
16384                   4.07
32768                   6.48
65536                   9.98
131072                 17.93
262144                 34.01
524288                 64.38
1048576               150.55

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.62
