
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
131072                 16.90
262144                 32.64
524288                 61.72
1048576               159.15

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.29
4                       0.30
8                       0.29
16                      0.29
32                      0.30
64                      0.29
128                     0.31
256                     0.38
512                     0.54
1024                    0.64
2048                    0.80
4096                    1.32
8192                    2.10
16384                   3.28
32768                   5.74
65536                   9.24
131072                 17.07
262144                 32.68
524288                 60.50
1048576               150.88

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.31
8                       0.31
16                      0.30
32                      0.31
64                      0.31
128                     0.31
256                     0.40
512                     0.54
1024                    0.65
2048                    0.80
4096                    1.29
8192                    2.09
16384                   3.21
32768                   5.78
65536                   9.37
131072                 17.08
262144                 32.80
524288                 58.89
1048576               165.80

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.28
4                       0.29
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.28
256                     0.36
512                     0.52
1024                    0.63
2048                    0.80
4096                    1.28
8192                    2.06
16384                   3.16
32768                   5.71
65536                   9.40
131072                 17.08
262144                 32.64
524288                 58.60
1048576               164.63

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.31
64                      0.30
128                     0.30
256                     0.40
512                     0.52
1024                    0.63
2048                    0.79
4096                    1.29
8192                    2.07
16384                   3.16
32768                   5.64
65536                   9.05
131072                 16.77
262144                 32.58
524288                 59.25
1048576               163.77

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.37
512                     0.53
1024                    0.64
2048                    0.79
4096                    1.28
8192                    2.03
16384                   3.20
32768                   5.60
65536                   9.36
131072                 17.09
262144                 32.48
524288                 59.66
1048576               159.91

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.33
2                       0.33
4                       0.32
8                       0.33
16                      0.33
32                      0.33
64                      0.34
128                     0.31
256                     0.38
512                     0.55
1024                    0.65
2048                    0.79
4096                    1.32
8192                    2.06
16384                   3.16
32768                   5.69
65536                   9.32
131072                 17.05
262144                 32.91
524288                 60.44
1048576               167.70

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.37
512                     0.54
1024                    0.63
2048                    0.77
4096                    1.27
8192                    2.03
16384                   3.21
32768                   5.63
65536                   9.18
131072                 16.93
262144                 32.47
524288                 58.33
1048576               172.01

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.28
2                       0.29
4                       0.27
8                       0.28
16                      0.28
32                      0.27
64                      0.28
128                     0.27
256                     0.35
512                     0.52
1024                    0.61
2048                    0.78
4096                    1.27
8192                    2.03
16384                   3.21
32768                   5.66
65536                   9.34
131072                 17.07
262144                 32.68
524288                 59.35
1048576               161.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.31
256                     0.39
512                     0.54
1024                    0.65
2048                    0.80
4096                    1.30
8192                    2.05
16384                   3.24
32768                   5.70
65536                   9.27
131072                 16.91
262144                 32.69
524288                 60.20
1048576               168.45

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.29
8                       0.30
16                      0.30
32                      0.30
64                      0.29
128                     0.32
256                     0.36
512                     0.51
1024                    0.64
2048                    0.80
4096                    1.28
8192                    2.04
16384                   3.20
32768                   5.57
65536                   9.15
131072                 16.96
262144                 32.66
524288                 59.95
1048576               165.95

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.31
4                       0.31
8                       0.31
16                      0.30
32                      0.30
64                      0.30
128                     0.32
256                     0.40
512                     0.54
1024                    0.65
2048                    0.80
4096                    1.29
8192                    2.05
16384                   3.22
32768                   5.79
65536                   9.47
131072                 17.10
262144                 32.82
524288                 60.18
1048576               162.75

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.32
32                      0.31
64                      0.31
128                     0.30
256                     0.39
512                     0.55
1024                    0.64
2048                    0.80
4096                    1.29
8192                    2.07
16384                   3.20
32768                   5.62
65536                   9.20
131072                 16.85
262144                 32.72
524288                 60.92
1048576               157.89

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.32
2                       0.32
4                       0.32
8                       0.32
16                      0.32
32                      0.32
64                      0.32
128                     0.32
256                     0.39
512                     0.53
1024                    0.62
2048                    0.80
4096                    1.28
8192                    2.10
16384                   3.20
32768                   5.62
65536                   9.28
131072                 17.07
262144                 33.04
524288                 62.26
1048576               161.12

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.30
8                       0.30
16                      0.31
32                      0.30
64                      0.30
128                     0.30
256                     0.37
512                     0.54
1024                    0.64
2048                    0.82
4096                    1.30
8192                    2.07
16384                   3.21
32768                   5.62
65536                   9.14
131072                 17.03
262144                 32.48
524288                 61.24
1048576               153.85

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.37
512                     0.52
1024                    0.63
2048                    0.80
4096                    1.31
8192                    2.05
16384                   3.22
32768                   5.57
65536                   9.16
131072                 16.88
262144                 32.69
524288                 59.16
1048576               162.42

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.31
64                      0.31
128                     0.32
256                     0.40
512                     0.54
1024                    0.64
2048                    0.79
4096                    1.29
8192                    2.08
16384                   3.24
32768                   5.66
65536                   9.36
131072                 17.11
262144                 32.87
524288                 58.36
1048576               156.84

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.28
4                       0.29
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.28
256                     0.34
512                     0.52
1024                    0.62
2048                    0.79
4096                    1.28
8192                    2.04
16384                   3.23
32768                   5.69
65536                   9.18
131072                 17.00
262144                 32.84
524288                 60.10
1048576               158.73

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.30
16                      0.30
32                      0.31
64                      0.30
128                     0.31
256                     0.40
512                     0.55
1024                    0.67
2048                    0.81
4096                    1.29
8192                    2.04
16384                   3.20
32768                   5.71
65536                   9.19
131072                 16.99
262144                 32.81
524288                 62.63
1048576               167.46

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.29
4                       0.29
8                       0.29
16                      0.29
32                      0.29
64                      0.29
128                     0.29
256                     0.40
512                     0.53
1024                    0.64
2048                    0.79
4096                    1.27
8192                    2.06
16384                   3.21
32768                   5.69
65536                   9.33
131072                 16.97
262144                 32.47
524288                 59.06
1048576               167.98

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.30
256                     0.38
512                     0.54
1024                    0.64
2048                    0.80
4096                    1.32
8192                    2.09
16384                   3.27
32768                   5.77
65536                   9.34
131072                 17.17
262144                 33.07
524288                 61.35
1048576               166.97

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.30
128                     0.29
256                     0.36
512                     0.52
1024                    0.64
2048                    0.80
4096                    1.30
8192                    2.08
16384                   3.23
32768                   5.51
65536                   9.15
131072                 16.92
262144                 32.74
524288                 62.22
1048576               167.14

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.31
2                       0.31
4                       0.31
8                       0.31
16                      0.31
32                      0.31
64                      0.31
128                     0.29
256                     0.37
512                     0.53
1024                    0.65
2048                    0.81
4096                    1.28
8192                    2.03
16384                   3.19
32768                   5.62
65536                   9.24
131072                 17.06
262144                 32.65
524288                 62.21
1048576               167.23

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.29
2                       0.30
4                       0.29
8                       0.29
16                      0.30
32                      0.30
64                      0.30
128                     0.32
256                     0.37
512                     0.53
1024                    0.64
2048                    0.79
4096                    1.28
8192                    2.02
16384                   3.17
32768                   5.69
65536                   9.28
131072                 16.83
262144                 32.67
524288                 60.43
1048576               164.48

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.30
2                       0.30
4                       0.30
8                       0.30
16                      0.30
32                      0.30
64                      0.31
128                     0.32
256                     0.38
512                     0.53
1024                    0.64
2048                    0.80
4096                    1.29
8192                    2.03
16384                   3.26
32768                   5.62
65536                   9.22
131072                 16.84
262144                 32.31
524288                 58.54
1048576               159.76
