
# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
512                     0.65
1024                    0.71
2048                    0.93
4096                    1.29
8192                    2.13
16384                   4.14
32768                   6.51
65536                   9.86
131072                 17.41
262144                 33.13
524288                 61.91
1048576               166.56

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.50
4                       0.51
8                       0.49
16                      0.50
32                      0.50
64                      0.50
128                     0.52
256                     0.55
512                     0.63
1024                    0.72
2048                    0.89
4096                    1.26
8192                    2.11
16384                   4.04
32768                   6.41
65536                   9.53
131072                 17.37
262144                 33.09
524288                 61.23
1048576               166.69

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.58
512                     0.65
1024                    0.70
2048                    0.89
4096                    1.26
8192                    2.10
16384                   4.07
32768                   6.45
65536                   9.75
131072                 17.48
262144                 33.31
524288                 61.14
1048576               167.62

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.51
4                       0.50
8                       0.51
16                      0.51
32                      0.51
64                      0.51
128                     0.53
256                     0.56
512                     0.68
1024                    0.74
2048                    0.92
4096                    1.29
8192                    2.14
16384                   4.02
32768                   6.46
65536                   9.85
131072                 17.71
262144                 33.51
524288                 61.25
1048576               164.71

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.50
8                       0.50
16                      0.51
32                      0.51
64                      0.51
128                     0.53
256                     0.55
512                     0.72
1024                    0.72
2048                    0.91
4096                    1.30
8192                    2.12
16384                   4.03
32768                   6.35
65536                   9.58
131072                 17.41
262144                 33.19
524288                 60.04
1048576               171.81

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.53
4                       0.54
8                       0.52
16                      0.53
32                      0.52
64                      0.52
128                     0.55
256                     0.60
512                     0.71
1024                    0.70
2048                    0.89
4096                    1.29
8192                    2.11
16384                   4.06
32768                   6.46
65536                   9.67
131072                 17.34
262144                 33.11
524288                 61.43
1048576               168.17

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.54
2                       0.53
4                       0.53
8                       0.53
16                      0.54
32                      0.54
64                      0.56
128                     0.55
256                     0.60
512                     0.70
1024                    0.71
2048                    0.90
4096                    1.28
8192                    2.14
16384                   4.01
32768                   6.44
65536                   9.51
131072                 17.23
262144                 32.99
524288                 59.12
1048576               168.19

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.49
2                       0.51
4                       0.50
8                       0.50
16                      0.49
32                      0.50
64                      0.50
128                     0.55
256                     0.62
512                     0.72
1024                    0.70
2048                    0.90
4096                    1.28
8192                    2.13
16384                   4.01
32768                   6.27
65536                   9.53
131072                 17.32
262144                 33.25
524288                 60.22
1048576               167.36

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.50
32                      0.49
64                      0.49
128                     0.51
256                     0.54
512                     0.64
1024                    0.72
2048                    0.90
4096                    1.29
8192                    2.13
16384                   4.04
32768                   6.53
65536                   9.67
131072                 17.45
262144                 33.37
524288                 62.02
1048576               170.08

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.52
4                       0.51
8                       0.52
16                      0.52
32                      0.52
64                      0.52
128                     0.54
256                     0.57
512                     0.67
1024                    0.74
2048                    0.93
4096                    1.29
8192                    2.15
16384                   4.03
32768                   6.40
65536                   9.67
131072                 17.36
262144                 32.96
524288                 61.42
1048576               170.37

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.51
8                       0.50
16                      0.50
32                      0.51
64                      0.51
128                     0.52
256                     0.59
512                     0.68
1024                    0.73
2048                    0.93
4096                    1.32
8192                    2.19
16384                   4.22
32768                   6.50
65536                   9.83
131072                 17.59
262144                 33.42
524288                 61.49
1048576               166.84

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.50
8                       0.50
16                      0.49
32                      0.49
64                      0.50
128                     0.52
256                     0.56
512                     0.66
1024                    0.71
2048                    0.90
4096                    1.28
8192                    2.15
16384                   4.07
32768                   6.35
65536                   9.60
131072                 17.47
262144                 33.32
524288                 62.19
1048576               172.23

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.48
8                       0.48
16                      0.48
32                      0.48
64                      0.48
128                     0.51
256                     0.53
512                     0.66
1024                    0.71
2048                    0.91
4096                    1.28
8192                    2.11
16384                   4.02
32768                   6.47
65536                   9.64
131072                 17.38
262144                 33.29
524288                 61.30
1048576               167.43

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.52
8                       0.52
16                      0.51
32                      0.51
64                      0.51
128                     0.54
256                     0.57
512                     0.68
1024                    0.72
2048                    0.91
4096                    1.30
8192                    2.13
16384                   4.09
32768                   6.40
65536                   9.53
131072                 17.19
262144                 33.02
524288                 60.11
1048576               178.47

# OSU MPI_Bcast (data-varying) v7.0
# Size       Avg Latency(us)
1                       0.51
2                       0.51
4                       0.50
8                       0.51
16                      0.50
32                      0.49
64                      0.49
128                     0.52
256                     0.54
512                     0.61
1024                    0.71
2048                    0.90
4096                    1.27
8192                    2.11
16384                   3.98
32768                   6.34
65536                   9.62
131072                 17.28
262144                 33.08
524288                 59.26
1048576               165.42
